,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9
45,45,369,TEST,How many years did it take for the population of the world to reach 8 billion from 7 billion?,before 2022,,False,multi-hop,never-changing,"https://en.wikipedia.org/wiki/World_population_milestones#:~:text=12-,12,-14",11 years,12 years,,,,,,,,,,It took 11 years for the population of the world to increase from 7 billion to 8 billion.,It took 12 years for the population of the world to increase from 7 billion to 8 billion.,,,,,,,,
46,46,370,TEST,In what city did the first rail line entirely run by hydrogen-powered trains debut?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/Hydrail#Operating_trains_by_country:~:text=In%20August%202022%2C%20the%20first%20rail%20line%20entirely%20run%20by%20hydrogen%2Dpowered%20trains%20debuted%20in%20Bremerv%C3%B6rde%2C%20Lower%20Saxony,Bremervörde,"Bremervörde, Lower Saxony, Germany",,,,,,,,,,"The first rail line entirely run by hydrogen-powered trains debuted in Bremervörde, a city in Germany.","The first rail line entirely run by hydrogen-powered trains debuted in Bremervörde, Lower Saxony, Germany.",,,,,,,,
47,47,371,TEST,Did Emeritus Benedict XVI and Queen Elizabeth II die in the same year?,before 2022,,False,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Pope_Benedict_XVI#:~:text=Died-,31%20December%202022,-(aged%C2%A095)
https://en.wikipedia.org/wiki/Elizabeth_II#:~:text=Died-,8%20September%202022,-(aged%C2%A096)",Yes,,,,,,,,,,,"Yes, Emeritus Benedict XVI and Queen Elizabeth II died in the same year.",,,,,,,,,
48,48,372,TEST,Who is the latest winner of the Formula 1 world championship?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Formula_One_World_Drivers%27_Champions#By_season:~:text=32.159-,2023,Max%20Verstappen,-%5B57%5D",Max Verstappen,Max Emilian Verstappen,,,,,,,,,,Max Verstappen is the latest winner of the Formula 1 world championship.,Max Emilian Verstappen is the latest winner of the Formula 1 world championship.,,,,,,,,
49,49,373,TEST,What was the most-viewed music video in the first 24 hours on YouTube?,before 2022,frequently,False,one-hop,fast-changing,https://www.youtube.com/trends/records/?record=top-24-hour-music-debuts,BTS (방탄소년단) 'Butter' Official MV,Butter,,,,,,,,,,"The most-viewed music video in the first 24 hours on YouTube was BTS (방탄소년단) 'Butter' Official MV, which garnered an incredible amount of views.","The most-viewed music video in the first 24 hours on YouTube was ""Butter.""",,,,,,,,
50,50,374,TEST,How many countries have recognized same-sex marriage?,before 2022,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Same-sex_marriage#:~:text=marriage%20between%20same%2Dsex%20couples%20is%20legally%20performed%20and%20recognized%20in%2037%20countries,37 countries,37,,,,,,,,,,37 countries have recognized same-sex marriage.,37 countries have recognized same-sex marriage.,,,,,,,,
51,51,375,TEST,How many exoplanets have been discovered?,before 2022,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Lists_of_planets#:~:text=there%20are%205%2C632%20confirmed%20exoplanets,"5,632 confirmed exoplanets","5,632",,,,,,,,,,"There have been a total of 5,632 confirmed exoplanets discovered so far.","A total of 5,632 exoplanets have been discovered by astronomers.",,,,,,,,
52,52,376,TEST,Who is the richest man on earth?,before 2022,frequently,False,one-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#14313b8a3d78:~:text=1,Elon%20Musk",Bernard Arnault,Bernard Jean Étienne Arnault,,,,,,,,,,Bernard Arnault is currently the richest man on earth.,The richest man on earth is Bernard Jean Étienne Arnault.,,,,,,,,
53,53,377,TEST,Who is the most recent NBA player to score 60 or more points in a single game?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_NBA_single-game_scoring_leaders#:~:text=Jalen%20Brunson%5E,March%2029%2C%202024",Jalen Brunson,Jalen Marquis Brunson,,,,,,,,,,Jalen Brunson is the most recent NBA player to score 60 or more points in a single game.,Jalen Marquis Brunson is the most recent NBA player to score 60 or more points in a single game.,,,,,,,,
54,54,378,TEST,What is the base price of a Tesla Model Y Long Range All-Wheel Drive?,before 2022,frequently,False,one-hop,fast-changing,https://www.tesla.com/modely/design#overview,"$47,990",,,,,,,,,,,"The base price of a Tesla Model Y Long Range All-Wheel Drive is $47,990.",,,,,,,,,
55,55,379,TEST,How many goals has Erling Haaland scored in the UEFA Champion League?,before 2022,frequently,False,one-hop,fast-changing,https://www.uefa.com/uefachampionsleague/news/0268-11f9321e7599-fde3dd4a7bd0-1000--erling-haaland-in-the-champions-league-scoring-record-opponents/#:~:text=Erling%20Haaland%20has%20scored%2041%20goals%20in%20just%2038%20UEFA%20Champions%20League%20appearances,41 goals,41,,,,,,,,,,Erling Haaland has scored a total of 41 goals in the UEFA Champion League.,Erling Haaland has scored 41 goals in the UEFA Champion League.,,,,,,,,
56,56,380,TEST,Which team is at the top of the latest Premier League season?,before 2022,frequently,False,one-hop,fast-changing,https://www.skysports.com/premier-league-table,Manchester City,Manchester City F.C.,,,,,,,,,,Manchester City is currently at the top of the latest Premier League season.,Manchester City F.C. is at the top of the latest Premier League season.,,,,,,,,
57,57,381,TEST,Is Arsenal on the top of the latest Premier League standings?,before 2022,frequently,False,one-hop,fast-changing,https://www.skysports.com/premier-league-table,No,,,,,,,,,,,"No, Arsenal is not on the top of the latest Premier League standings.",,,,,,,,,
58,58,382,TEST,Who is the current No. 1 on the Billboard Artist 100?,before 2022,frequently,False,one-hop,fast-changing,"https://www.billboard.com/charts/artist-100/#:~:text=Menu-,1,Taylor%20Swift,-STATS",Taylor Swift,,,,,,,,,,,"The current No. 1 on the Billboard Artist 100 is Taylor Swift, who has been dominating the charts with her latest album.",,,,,,,,,
59,59,383,TEST,Who was the guest of honor at the most recent state dinner hosted by the President of the United States?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_state_dinners_in_the_United_States#:~:text=May%2023%2C%202024,William%20Ruto",William Ruto,William Kipchirchir Samoei Arap Ruto,President of Kenya,,,,,,,,,William Ruto was the guest of honor at the most recent state dinner hosted by the President of the United States.,William Kipchirchir Samoei Arap Ruto was the guest of honor at the most recent state dinner hosted by the President of the United States.,The guest of honor at the most recent state dinner hosted by the President of the United States was the President of Kenya.,,,,,,,
60,60,384,TEST,What album holds the record for the most Spotify streams reached in a single day?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Spotify_streaming_records#Most_streamed_albums_in_a_single_day:~:text=Ref.-,1,-The%20Tortured%20Poets",The Tortured Poets Department,,,,,,,,,,,The album that holds the record for the most Spotify streams reached in a single day is The Tortured Poets Department.,,,,,,,,,
61,61,385,TEST,Who was the most recent incumbent president worldwide who ran for re-election but was not reelected?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_presidents_who_did_not_win_reelection#:~:text=2019%E2%80%932024,%C2%A0North%20Macedonia",Stevo Pendarovski,,,,,,,,,,,The most recent incumbent president worldwide who ran for re-election but was not reelected was Stevo Pendarovski.,,,,,,,,,
62,62,386,TEST,Who is the latest winner of The Voice US?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/The_Voice_(American_TV_series)#:~:text=25-,Asher%20HaVon,-Josh%20Sanders",Asher HaVon,,,,,,,,,,,The latest winner of The Voice US is Asher HaVon.,,,,,,,,,
63,63,387,TEST,What is the latest highest-grossing movie of the week at the Box office?,before 2022,every_time,False,one-hop,fast-changing,"https://www.boxofficemojo.com/weekly/?ref_=bo_nb_wly_secondarytab#:~:text=64-,IF,-20",IF,,,,,,,,,,,"The latest highest-grossing movie of the week at the Box office is ""IF.""",,,,,,,,,
64,64,388,TEST,How many tornadoes have been confirmed so far in the United States this year?,before 2022,every_time,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Tornadoes_of_2024#:~:text=There%20have%20been%20821%20confirmed%20tornadoes%20in%20the%20United%20States.,821,There have been 821 confirmed tornadoes in the United States.,,,,,,,,,,821 tornadoes have been confirmed so far in the United States this year.,"There have been 821 confirmed tornadoes in the United States this year, making it a particularly active tornado season.",,,,,,,,
65,65,389,TEST,How many citations does Geoffrey Hinton have according to Google Scholar?,before 2022,every_time,False,one-hop,fast-changing,"https://scholar.google.com/citations?user=JicYPdAAAAAJ&hl=en#:~:text=Citations-,806772,-516308",806772,806K,807K,more than 800K,,,,,,,,"Geoffrey Hinton has 806,772 citations according to Google Scholar.",Geoffrey Hinton has 806K citations according to Google Scholar.,Geoffrey Hinton has 807K citations according to Google Scholar.,Geoffrey Hinton has more than 800K citations according to Google Scholar.,,,,,,
66,66,390,TEST,What date was the last time it rained in New York City?,before 2022,every_time,False,one-hop,fast-changing,https://www.timeanddate.com/weather/usa/new-york/historic,"May 16, 2024","May 16, 2024",16 May 2024,16 May 2024,05/16/2024,05-16-2024,16/05/2024,16-05-2024,2024/05/16,2024-05-16,,"The last time it rained in New York City was on May 16, 2024.","The last time it rained in New York City was on May 16, 2024.",The last time it rained in New York City was on 16 May 2024.,The last time it rained in New York City was on 16 May 2024.,"The last time it rained in New York City was on May 16, 2024.","The last time it rained in New York City was on May 16, 2024.","The last time it rained in New York City was on May 16, 2024.","The last time it rained in New York City was on May 16, 2024.","The last time it rained in New York City was on May 16, 2024.","The last time it rained in New York City was on May 16, 2024."
67,67,391,TEST,What is the current best-selling children's book on Amazon?,before 2022,every_time,False,one-hop,fast-changing,"https://www.amazon.com/Best-Sellers-Children%27s-Books/zgbs/books/4#:~:text=Oh%2C%20the%20Places,Dr.%20Seuss","Oh, the Places You'll Go! by Dr. Seuss","Oh, the Places You'll Go!",,,,,,,,,,"The current best-selling children's book on Amazon is ""Oh, the Places You'll Go!"" by Dr. Seuss, which has captivated young readers with its whimsical storytelling and inspiring messages of adventure and self-discovery.","The current best-selling children's book on Amazon is ""Oh, the Places You'll Go!"" which has captivated young readers with its imaginative and inspiring story.",,,,,,,,
68,68,392,TEST,What is the current most popular Wikipedia article of the Week?,before 2022,every_time,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Wikipedia:Top_25_Report#:~:text=1,of%20the%20Planet%20of%20the%20Apes",Kingdom of the Planet of the Apes,,,,,,,,,,,"The current most popular Wikipedia article of the Week is the Kingdom of the Planet of the Apes, which explores the fascinating fictional world depicted in the Planet of the Apes franchise.",,,,,,,,,
69,69,393,TEST,What's the most popular film on Letterboxd this week?,before 2022,every_time,False,one-hop,fast-changing,https://letterboxd.com/films/popular/this/week/,Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga (2024),,,,,,,,,,"The most popular film on Letterboxd this week is ""Furiosa: A Mad Max Saga,"" which has been receiving a lot of attention and positive reviews from users.","The most popular film on Letterboxd this week is ""Furiosa: A Mad Max Saga (2024),"" which has been generating a lot of buzz and excitement among users.",,,,,,,,
70,70,394,TEST,What is Geoff Hinton’s h-index?,before 2022,every_time,False,one-hop,fast-changing,"https://scholar.google.co.uk/citations?user=JicYPdAAAAAJ&hl=en#:~:text=h%2Dindex-,181,-131",181,,,,,,,,,,,"Geoff Hinton’s h-index is 181, which indicates that he has published 181 papers that have each been cited at least 181 times.",,,,,,,,,
71,71,395,TEST,Is Apple's stock price above $170 per share?,before 2022,every_time,False,one-hop,fast-changing,https://investor.apple.com/stock-price/default.aspx#:~:text=Pricing%20delayed%20by%2020%20minutes,Yes,,,,,,,,,,,"Yes, Apple's stock price is currently above $170 per share.",,,,,,,,,
72,72,396,TEST,The longest winning streak in the last season of the Premier League consisted of how many matches?,before 2022,2025-05-25 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/2023%E2%80%9324_Premier_League#:~:text=3%20February%202024)-,Longest%20winning%20run,-9%20matches%0AManchester",9,9 matches,,,,,,,,,,The longest winning streak in the last season of the Premier League consisted of 9 matches.,The longest winning streak in the last season of the Premier League consisted of 9 matches.,,,,,,,,
73,73,397,TEST,Who was the winner of The Voice US this year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/The_Voice_(American_TV_series)#:~:text=25-,Asher%20HaVon,-Josh%20Sanders",Asher HaVon,,,,,,,,,,,Asher HaVon was the winner of The Voice US this year.,,,,,,,,,
74,74,398,TEST,Where will NeurIPS be located this year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,https://nips.cc/Conferences/FutureMeetings#:~:text=2024%20%E2%80%93%20Vancouver%20%2D%20Monday%C2%A0%C2%A0December%209%20%2D%20%C2%A0Sunday%20December%2015.,Vancouver,"Vancouver, Canada",Canada,,,,,,,,,NeurIPS will be located in Vancouver this year.,"NeurIPS will be located in Vancouver, Canada this year.",NeurIPS will be located in Canada this year.,,,,,,,
75,75,399,TEST,What are this year's Coachella festival dates?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Coachella_(festival)#Festival_summary_by_year:~:text=23rd,April%2019%E2%80%9321",April 12–14 and April 19–21,,,,,,,,,,,"This year's Coachella festival dates are April 12–14 and April 19–21, so mark your calendars!",,,,,,,,,
76,76,400,TEST,When is this year's Black Friday?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Black_Friday_(shopping)#:~:text=2024%C2%A0date,November%2029",November 29,"November 29, 2024",29 Nov 2024,29 November 2024,11/29/2024,11-29-2024,11-29-2024,29/11/2024,29-11-2024,2024-11-29,,This year's Black Friday is on November 29.,"This year's Black Friday is on November 29, 2024.",This year's Black Friday is on 29 Nov 2024.,This year's Black Friday is on 29 November 2024.,"This year's Black Friday is on November 29th, 2024.","This year's Black Friday is on November 29th, 2024.","This year's Black Friday is on November 29, 2024.","This year's Black Friday is on November 29th, 2024.","This year's Black Friday is on November 29th, 2024.","This year's Black Friday is on November 29th, 2024."
77,77,401,TEST,When does this year's Passover start?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Passover#:~:text=2024%C2%A0date,April%20(8%20days)",April 22,"April 22, 2024",22 Apr 2024,22 April 2024,04/22/2024,04-22-2024,04/22/2024,22/04/2024,22-04-2024,2024-04-22,,This year's Passover starts on April 22.,"This year's Passover starts on April 22, 2024.",This year's Passover starts on 22 Apr 2024.,This year's Passover starts on 22 April 2024.,This year's Passover starts on 04/22/2024.,"This year's Passover starts on April 22, 2024.",This year's Passover starts on 04/22/2024.,This year's Passover starts on 22/04/2024.,This year's Passover starts on 22-04-2024.,"This year's Passover starts on April 22, 2024."
78,78,402,TEST,Who were the finalists in the US Open women's singles last year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/2023_US_Open_%E2%80%93_Women%27s_singles#:~:text=Final-,Champion,Aryna%20Sabalenka,-Score",Coco Gauff and Aryna Sabalenka,"Cori Dionne ""Coco"" Gauff and Aryna Siarhiejeŭna Sabalenka",Gauff and Sabalenka,Aryna Sabalenka and Coco Gauff,"Aryna Siarhiejeŭna Sabalenka and Cori Dionne ""Coco"" Gauff",Sabalenka and Gauff,,,,,,"The finalists in the US Open women's singles last year were Coco Gauff and Aryna Sabalenka, who competed against each other for the championship.","The finalists in the US Open women's singles last year were Cori Dionne ""Coco"" Gauff and Aryna Siarhiejeŭna Sabalenka, who competed against each other for the title.",The finalists in the US Open women's singles last year were Gauff and Sabalenka.,"The finalists in the US Open women's singles last year were Aryna Sabalenka and Coco Gauff, who showcased their incredible skills and determination throughout the tournament.","The finalists in the US Open women's singles last year were Aryna Siarhiejeŭna Sabalenka and Cori Dionne ""Coco"" Gauff.",Sabalenka and Gauff were the finalists in the US Open women's singles last year.,,,,
79,79,403,TEST,How many papers (including both long and short papers) were accepted into the main conference of ACL last year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,https://aclanthology.org/2023.acl-long.0.pdf#page=10,1074 papers (910 long and 164 short) were accepted into the main conference.,,,,,,,,,,,"1074 papers (910 long and 164 short) were accepted into the main conference of ACL last year, making it a significant number of contributions that were selected for presentation and discussion.",,,,,,,,,
80,80,404,TEST,What date is mother's day in the United States this year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Mother%27s_Day_(United_States)#History:~:text=2024%C2%A0date,May%2012","Sunday, May 12","May 12, 2024","May 12, 2024",12 May 2024,12 May 2024,05/12/2024,05-12-2024,12/05/2024,12-05-2024,2024/05/12,,"Mother's Day in the United States this year is on Sunday, May 12.","Mother's Day in the United States this year is on May 12, 2024.","Mother's Day in the United States this year is on May 12, 2024.",Mother's Day in the United States this year is on 12 May 2024.,Mother's Day in the United States this year is on 12 May 2024.,"Mother's Day in the United States this year is on May 12th, 2024.","Mother's Day in the United States this year is on May 12th, 2024.","Mother's Day in the United States this year is on December 5th, 2024.","Mother's Day in the United States this year is on May 12th, 2024.","Mother's Day in the United States this year is on May 12th, 2024."
81,81,405,TEST,What date is father's day in the United States this year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Father%27s_Day_(United_States)#:~:text=2024%C2%A0date,June%2016","Sunday, June 16","Jun 16, 2024","June 16, 2024",16 Jun 2024,16 June 2024,06/16/2024,06-16-2024,16/06/2024,16-06-2024,2024/06/16,,"Father's Day in the United States this year is on Sunday, June 16.","Father's Day in the United States this year is on June 16, 2024.","Father's Day in the United States this year is on June 16, 2024.",Father's Day in the United States this year is on 16 Jun 2024.,Father's Day in the United States this year is on 16 June 2024.,"Father's Day in the United States this year is on June 16th, 2024.","Father's Day in the United States this year will be on June 16th, 2024.","Father's Day in the United States this year is on June 16th, 2024.","Father's Day in the United States this year is on June 16th, 2024.","Father's Day in the United States this year is on June 16th, 2024."
82,82,406,TEST,Where is EMNLP this year? ,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,https://2024.emnlp.org/#:~:text=EMNLP%202024%20will%20take%20place%20in%20Miami%2C%20Florida,"Miami, Florida","Miami, Florida, USA","Florida, USA",the USA,USA,the United States,United States,U.S.,the U.S.,the US,,"EMNLP is being held in Miami, Florida this year.","EMNLP is being held in Miami, Florida, USA this year.","EMNLP is taking place in Florida, USA this year.",EMNLP is being held in the USA this year.,EMNLP is being held in the USA this year.,EMNLP is being held in the United States this year.,EMNLP is taking place in the United States this year.,EMNLP is being held in the U.S. this year.,EMNLP is being held in the U.S. this year.,EMNLP is taking place in the US this year.
83,83,407,TEST,Which broadcast network is this year's Super Bowl broadcaster?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Super_Bowl_broadcasters#:~:text=Terry%20Bradshaw-,LVIII,%E2%80%94,-LIX",CBS and Nickelodeon,,,,,,,,,,,This year's Super Bowl broadcaster is CBS and Nickelodeon.,,,,,,,,,
84,84,408,TEST,What was the highest-grossing film in the United States last year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_highest-grossing_films_in_the_United_States_by_year#:~:text=2023,Barbie",Barbie,,,,,,,,,,,The highest-grossing film in the United States last year was Barbie.,,,,,,,,,
85,85,409,TEST,What Berber year corresponds to the present year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Berber_calendar#:~:text=the%20Gregorian%20year%202024%20corresponds%20to%20the%202974th%20year%20of%20the%20Berber%20calendar,2974,,,,,,,,,,,The Berber year that corresponds to the present year is 2974.,,,,,,,,,
86,86,410,TEST,When is this year's Ramadan?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://www.almanac.com/content/when-start-ramadan#:~:text=Eid%20al%2DFitr)-,2024,Tuesday%2C%20April%209,-2025
https://en.wikipedia.org/wiki/Ramadan#cite_note-6:~:text=2024%C2%A0date,April%5Ba%5D",11/12 March – 9/10 April,March 10 – April 9,,,,,,,,,,This year's Ramadan will take place from 11/12 March to 9/10 April.,This year's Ramadan is from March 10th to April 9th.,,,,,,,,
87,87,411,TEST,What date is Thanksgiving this year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Thanksgiving_(United_States)#:~:text=2024%C2%A0date,November%2028",November 28,"Nov 28, 2024","November 28, 2024",28 Nov 2024,28 November 2024,11/28/2024,11-28-2024,28/11/2024,28-11-2024,2024/11/28,,Thanksgiving is on November 28 this year.,"Thanksgiving is on November 28, 2024, which falls on a Thursday.","Thanksgiving is on November 28, 2024, which falls on a Thursday.",Thanksgiving is on 28 Nov 2024 this year.,"Thanksgiving is on 28 November 2024, which falls on a Thursday.","Thanksgiving is on November 28th, 2024.","Thanksgiving is on November 28th, 2024.",Thanksgiving is on the 28th of November this year.,"Thanksgiving is on November 28th, 2024.","Thanksgiving is on November 28th, 2024."
88,88,412,TEST,What date is this year's Labor day?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Labor_Day#:~:text=2024%C2%A0date,September%202",September 2,"Sep 2, 2024","September 2, 2024",2 Sep 2024,2 September 2024,09/2/2024,09-2-2024,2/09/2024,2-09-2024,2024/09/2,,This year's Labor Day is on September 2.,"This year's Labor Day is on September 2, 2024.","This year's Labor Day falls on September 2, 2024.",This year's Labor Day falls on 2nd September 2024.,This year's Labor Day is on 2 September 2024.,"This year's Labor Day falls on September 2nd, 2024.","This year's Labor Day falls on September 2nd, 2024.","This year's Labor Day is on February 9th, 2024.","This year's Labor Day falls on September 2nd, 2024.","This year's Labor Day is on September 2nd, 2024."
89,89,413,TEST,What is the host stadium of this year's Super Bowl?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Super_Bowl#:~:text=2027%5B%CB%87%5D-,Allegiant%20Stadium,2024,-%5E%C2%A0%5E%3A",Allegiant Stadium,"Allegiant Stadium, Paradise, Nevada",,,,,,,,,,The host stadium of this year's Super Bowl is Allegiant Stadium.,"The host stadium of this year's Super Bowl is Allegiant Stadium, located in Paradise, Nevada.",,,,,,,,
90,90,414,TEST,On what date was last year's State of the Union Address delivered?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/State_of_the_Union#:~:text=MSNBC%2C%20NewsMax%2C%20NewsNation-,2023%2D02%2D07,-27.30","Feb 7, 2023","February 7, 2023",7 Feb 2023,7 February 2023,02/07/2023,02-07-2023,07/02/2023,07-02-2023,2023/02/07,2023-02-07,,"Last year's State of the Union Address was delivered on February 7, 2023.","Last year's State of the Union Address was delivered on February 7, 2023.",Last year's State of the Union Address was delivered on 7 Feb 2023.,Last year's State of the Union Address was delivered on 7 February 2023.,"Last year's State of the Union Address was delivered on February 7th, 2023.","Last year's State of the Union Address was delivered on February 7, 2023.","The State of the Union Address was delivered on 07/02/2023, which was the date of last year's address.","Last year's State of the Union Address was delivered on July 2, 2023.","Last year's State of the Union Address was delivered on February 7th, 2023.","Last year's State of the Union Address was delivered on February 7, 2023."
91,91,415,TEST,Who won the latest Grammy Award for Best Jazz Performance?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Grammy_Award_for_Best_Jazz_Performance#:~:text=%5B13%5D-,2024,Tight,-Adam%20Blackstone%20featuring",Samara Joy,Samara Joy McLendon,,,,,,,,,,Samara Joy won the latest Grammy Award for Best Jazz Performance.,Samara Joy McLendon won the latest Grammy Award for Best Jazz Performance.,,,,,,,,
92,92,416,TEST,What won the latest Academy Award for Best Animated Feature?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Academy_Award_for_Best_Animated_Feature#:~:text=2023%0A(96th),and%20the%20Heron",The Boy and the Heron,,,,,,,,,,,The Boy and the Heron won the latest Academy Award for Best Animated Feature.,,,,,,,,,
93,93,417,TEST,Which movie won the latest Academy Award for Best Picture?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture#2020s:~:text=2023%0A(96th),Oppenheimer",Oppenheimer,,,,,,,,,,,"The movie ""Oppenheimer"" won the latest Academy Award for Best Picture.",,,,,,,,,
94,94,418,TEST,Who was the winner of American Idol this year?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/American_Idol#:~:text=May%C2%A019%2C%C2%A02024-,Abi%20Carter,-Will%20Moseley",Abi Carter,"Abigail ""Abi"" Carter",,,,,,,,,,Abi Carter was the winner of American Idol this year.,"Abigail ""Abi"" Carter was the winner of American Idol this year.",,,,,,,,
95,95,419,TEST,Who is the latest winner of American Idol?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/American_Idol#:~:text=May%C2%A019%2C%C2%A02024-,Abi%20Carter,-Will%20Moseley",Abi Carter,"Abigail ""Abi"" Carter",,,,,,,,,,The latest winner of American Idol is Abi Carter.,"The latest winner of American Idol is Abigail ""Abi"" Carter, who impressed the judges and viewers with her incredible vocal range and stage presence.",,,,,,,,
96,96,420,TEST,What is the next Walt Disney Animation Studios film?,before 2022,2024-11-27 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films#:~:text=November%2027%2C%202024,Moana%202",Moana 2,,,,,,,,,,,The next Walt Disney Animation Studios film is Moana 2.,,,,,,,,,
97,97,421,TEST,What season is it in the northern hemisphere?,before 2022,2024-06-20 00:00:00,False,one-hop,fast-changing,"https://education.nationalgeographic.org/resource/season/#:~:text=In%20the%20Northern,22%20or%2023.",spring,,,,,,,,,,,It is currently spring in the northern hemisphere.,,,,,,,,,
98,98,422,TEST,When is the next U.S. federal holiday?,before 2022,2024-06-19 00:00:00,False,one-hop,fast-changing,https://www.federalpay.org/holidays#:~:text=The%20next%20federal%20holiday%20is%20Juneteenth%20Independence%20Day.,Juneteenth Independence Day,"Jun 19, 2024","June 19, 2024",19 Jun 2024,19 June 2024,06/19/2024,06-19-2024,19/06/2024,19-06-2024,2024/06/19,,The next U.S. federal holiday is Juneteenth Independence Day.,"The next U.S. federal holiday is on June 19, 2024.","The next U.S. federal holiday is on June 19, 2024.",The next U.S. federal holiday is on 19 Jun 2024.,The next U.S. federal holiday is on 19 June 2024.,"The next U.S. federal holiday is on June 19, 2024.","The next U.S. federal holiday is on June 19, 2024.","The next U.S. federal holiday is on June 19, 2024.","The next U.S. federal holiday is on June 19, 2024.","The next U.S. federal holiday is on June 19, 2024."
99,99,423,TEST,On what date in North America did the most recent Microsoft's Patch Tuesday come out?,before 2022,2024-06-11 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Patch_Tuesday#:~:text=Patch%20Tuesday%20occurs%20on%20the%20second%20Tuesday%20of%20each%20month%5B8%5D%20in%20North%20America.,"May 14, 2024","May 14, 2024",14 May 2024,14 May 2024,05/14/2024,05-14-2024,14/05/2024,14-05-2024,2024/05/14,2024-05-14,,"The most recent Microsoft's Patch Tuesday came out on May 14, 2024 in North America.","The most recent Microsoft's Patch Tuesday came out on May 14, 2024 in North America.",The most recent Microsoft's Patch Tuesday came out on 14 May 2024 in North America.,The most recent Microsoft's Patch Tuesday came out on 14 May 2024 in North America.,The most recent Microsoft's Patch Tuesday came out on 05/14/2024 in North America.,"The most recent Microsoft's Patch Tuesday came out on May 14, 2024 in North America.",The most recent Microsoft's Patch Tuesday came out on 14/05/2024 in North America.,"The most recent Microsoft's Patch Tuesday came out on May 14, 2024 in North America.","The most recent Microsoft's Patch Tuesday came out on May 14, 2024 in North America.","The most recent Microsoft's Patch Tuesday came out on May 14, 2024 in North America."
