,Unnamed: 0.1,Unnamed: 0,Questions,Answers,extended_answer,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
352,352,352,Armand Castelmary played Horatio in the 1868 version of the opera set to a play by whom?,William Shakespeare,Armand Castelmary played Horatio in the 1868 version of the opera set to a play by William Shakespeare., Armand Castelmary played Horatio in the 1868 opera version set to a play by Thomas Otway.," Armand Castelmary played Horatio in the 1868 opera version set to a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera based on a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera version set to a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera based on a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera version set to a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera version set to a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera based on a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera version set to a play by Thomas Otway.; Armand Castelmary played Horatio in the 1868 opera based on a play by William Shakespeare, specifically ""Hamlet.""; Armand Castelmary played Horatio in the 1868 opera version set to a play by Thomas Otway.","1. Armand Castelmary portrayed Horatio in the 1868 opera adaptation based on a play by Thomas Otway.;2. Thomas Otway's play served as the foundation for the 1868 opera in which Armand Castelmary played Horatio.;3. In the 1868 opera, Armand Castelmary took on the role of Horatio, a character from a play by Thomas Otway.;4. The 1868 opera version of the play featured Armand Castelmary as Horatio, a character originally penned by Thomas Otway.;5. Armand Castelmary's performance as Horatio in the 1868 opera was derived from a play written by Thomas Otway.",YES;NO;YES;YES;YES,1. Armand Castelmary did not play Horatio in the 1868 opera version set to a play by someone other than Thomas Otway.;2. The 1868 opera version of the play in which Armand Castelmary played Horatio was not set to a play written by someone other than Thomas Otway.;3. Thomas Otway was not the author of the play upon which the 1868 opera version featuring Armand Castelmary as Horatio was based.;4. Armand Castelmary's portrayal of Horatio in the 1868 opera was not associated with a play written by someone other than Thomas Otway.;5. The play upon which the 1868 opera version featuring Armand Castelmary as Horatio was based was not written by someone other than Thomas Otway.,NO;YES;YES;YES;YES,0.1
353,353,353,The first person to reach both poles named a glacier after which person? ,the daughter of Fridtjof Nansen.,The first person to reach both poles named a glacier after the daughter of Fridtjof Nansen.," Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian explorer Fridtjof Nansen."," Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian polar explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian polar explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian polar explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian polar explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian polar explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian polar explorer Fridtjof Nansen.; Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after the Norwegian explorer Fridtjof Nansen.","1. Roald Amundsen, the pioneer who achieved both poles, designated a glacier in Antarctica in honor of the Norwegian explorer Fridtjof Nansen.;2. Upon reaching both poles, Roald Amundsen bestowed a glacier in Antarctica with the name of the Norwegian explorer Fridtjof Nansen.;3. The glacier in Antarctica was named by Roald Amundsen, the first person to reach both poles, after the Norwegian explorer Fridtjof Nansen.;4. In Antarctica, a glacier was christened by Roald Amundsen, the first person to reach both poles, in tribute to the Norwegian explorer Fridtjof Nansen.;5. Upon his achievement of reaching both poles, Roald Amundsen named a glacier in Antarctica after the Norwegian explorer Fridtjof Nansen.",YES;YES;YES;YES;YES,"1. Roald Amundsen, the first person to reach both poles, did not name a glacier in Antarctica after himself.;2. The glacier in Antarctica named by Roald Amundsen, the first person to reach both poles, was not named after him.;3. Fridtjof Nansen was not the person Roald Amundsen, the first person to reach both poles, named a glacier in Antarctica after.;4. The glacier in Antarctica named by Roald Amundsen, the first person to reach both poles, was not named after a Swedish explorer.;5. Roald Amundsen, the first person to reach both poles, did not name a glacier in Antarctica after an American explorer.",NO;NO;NO;YES;YES,0.0
354,354,354,Have Jelena Janković and Marat Safin both played tennis professionally?,yes,"Yes, both Jelena Janković and Marat Safin have played tennis professionally."," Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin winning two Grand Slam singles titles and Janković reaching a career-high ranking of No. 1 in women's singles."," Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Janković reaching a career-high ranking of No. 1 in women's singles and Safin achieving the No. 1 ranking in men's singles.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin winning two Grand Slam singles titles and Janković reaching a career-high ranking of No. 1 in women's singles.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin being a former World No. 1 and Janković reaching a career-high ranking of World No. 1 in 2008.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin being a former world No. 1 and Janković reaching a career-high ranking of No. 1 in 2008.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin being a former world No. 1 and Janković reaching a career-high ranking of No. 1 in women's singles.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin winning two Grand Slam singles titles and Janković reaching a career-high ranking of No. 1 in women's singles.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin winning two Grand Slam singles titles and Janković reaching a career-high ranking of No. 1 in women's singles.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin winning two Grand Slam singles titles and Janković reaching a career-high ranking of No. 1 in women's singles.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin winning two Grand Slam singles titles and Janković reaching a career-high ranking of No. 1 in women's singles.; Yes, Jelena Janković and Marat Safin have both played tennis professionally, with Safin winning two Grand Slam singles titles and Janković reaching a career-high ranking of No. 1 in women's singles.","1. Jelena Janković and Marat Safin have both made a career in professional tennis.;2. Both Jelena Janković and Marat Safin have competed in the professional tennis circuit.;3. Marat Safin and Jelena Janković have both excelled in the realm of professional tennis.;4. Jelena Janković and Marat Safin have both been professional tennis players, with Safin earning two Grand Slam singles titles and Janković reaching the top ranking in women's singles.;5. Marat Safin and Jelena Janković have both left their mark in the professional tennis world.",YES;YES;YES;YES;YES,"1. Jelena Janković and Marat Safin have not both played tennis professionally.;2. Neither Jelena Janković nor Marat Safin has played tennis professionally.;3. Marat Safin has not won two Grand Slam singles titles, and Jelena Janković has not reached a career-high ranking of No. 1 in women's singles.;4. Jelena Janković has not won any Grand Slam singles titles, and Marat Safin has not reached a career-high ranking of No. 1 in men's singles.;5. Marat Safin has not played tennis professionally, and Jelena Janković has not achieved any significant professional tennis milestones.",NO;NO;NO;NO;NO,0.0
355,355,355,What is the birth name of Nadeem Siddique's favorite boxer?,Walker Smith Jr.,The birth name of Nadeem Siddique's favorite boxer is Walker Smith Jr.," Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair."," Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Muhammad Ali, whose birth name is Cassius Marcellus Clay Jr.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.; Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., and his birth name is Floyd Joy Sinclair.","1. Nadeem Siddique's preferred boxer is Floyd Mayweather Jr., whose birth name is Floyd Joy Sinclair.;2. The boxer that Nadeem Siddique admires most is Floyd Mayweather Jr., who was born as Floyd Joy Sinclair.;3. Floyd Mayweather Jr., the boxer that Nadeem Siddique favors, was given the birth name of Floyd Joy Sinclair.;4. Nadeem Siddique's favorite boxer is Floyd Mayweather Jr., who was born under the name Floyd Joy Sinclair.;5. The boxer that Nadeem Siddique appreciates the most is Floyd Mayweather Jr., who was born as Floyd Joy Sinclair.",YES;YES;YES;YES;YES,1. Nadeem Siddique's favorite boxer is not Floyd Mayweather Jr.;2. Floyd Mayweather Jr. is not Nadeem Siddique's favorite boxer.;3. Floyd Joy Sinclair is not the birth name of Nadeem Siddique's favorite boxer.;4. Nadeem Siddique's favorite boxer does not have the birth name Floyd Joy Sinclair.;5. Floyd Mayweather Jr.'s birth name is not Nadeem Siddique's favorite boxer.,YES;YES;YES;YES;YES,1.0
356,356,356,What movie genre did Emmanuelle Vaugier play a supporting role in?,satirical erotic romantic comedy,Emmanuelle Vaugier played a supporting role in a satirical erotic romantic comedy movie genre.," Emmanuelle Vaugier played a supporting role in the supernatural drama series ""Smallville."""," Emmanuelle Vaugier played a supporting role in the science fiction television series ""Stargate: Atlantis.""; Emmanuelle Vaugier played a supporting role in the science fiction television series ""Stargate: Atlantis.""; Emmanuelle Vaugier played a supporting role in the supernatural drama series ""Smallville.""; Emmanuelle Vaugier played a supporting role in the science fiction television series ""Stargate: Atlantis.""; Emmanuelle Vaugier played a supporting role in the science fiction television series ""Stargate: Atlantis.""; Emmanuelle Vaugier played a supporting role in the science fiction series ""Stargate: Atlantis.""; Emmanuelle Vaugier played a supporting role in the science fiction television series ""Stargate: Atlantis.""; Emmanuelle Vaugier played a supporting role in the action-thriller movie "" Saw II"" and "" Saw 3"".; Emmanuelle Vaugier played a supporting role in the science fiction television series ""Stargate: Atlantis.""; Emmanuelle Vaugier played a supporting role in the supernatural drama series ""Smallville.""","1. Emmanuelle Vaugier acted in a supporting role for the supernatural drama television show ""Smallville."";2. The supernatural drama series ""Smallville"" featured Emmanuelle Vaugier in a supporting role.;3. Emmanuelle Vaugier's role was a supporting one in the supernatural drama series ""Smallville."";4. In the supernatural drama series ""Smallville,"" Emmanuelle Vaugier played a supporting character.;5. Emmanuelle Vaugier's contribution to ""Smallville"" was as a supporting actor in the supernatural drama genre.",YES;YES;YES;YES;YES,"1. Emmanuelle Vaugier did not play a supporting role in a supernatural drama series.;2. ""Smallville"" is not a movie genre that Emmanuelle Vaugier played a supporting role in.;3. Emmanuelle Vaugier did not play a supporting role in a movie, but rather in a supernatural drama series.;4. Emmanuelle Vaugier did not play a supporting role in a genre other than supernatural drama.;5. Emmanuelle Vaugier played a supporting role in a series, not in a movie, and it was not of a different genre than supernatural drama.",NO;YES;NO;NO;YES,0.8
357,357,357,In which war was the Meuse-Argonne Offensive executed?,World War I.,The Meuse-Argonne Offensive was executed during World War I., The Meuse-Argonne Offensive was executed during World War I., The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.; The Meuse-Argonne Offensive was executed during World War I.,"1. The Meuse-Argonne Offensive was carried out in the context of World War I.;2. During World War I, the Meuse-Argonne Offensive was executed.;3. The Meuse-Argonne Offensive was a part of the World War I conflict.;4. The Meuse-Argonne Offensive was fought during the World War I period.;5. The Meuse-Argonne Offensive took place during the World War I campaign.",YES;YES;YES;YES;YES,1. The Meuse-Argonne Offensive was not executed during World War I.;2. World War I is not where the Meuse-Argonne Offensive was executed.;3. The Meuse-Argonne Offensive was not executed in World War I.;4. The Meuse-Argonne Offensive was not part of World War I.;5. World War I did not include the Meuse-Argonne Offensive.,NO;NO;NO;NO;NO,0.0
358,358,358,"Which of Aaron Goodwin client was born in May 31, 1984?",Nate Robinson,"Nate Robinson, Aaron Goodwin's client, was born on May 31, 1984."," Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984."," Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.; Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.; Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.; Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.; Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.; The client who was born on May 31, 1984, in the context of ""Ghost Adventures,"" is Zak Bagans.; Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.; Troy Landry, one of Aaron Goodwin's clients on the show ""Swamp People,"" was born on May 31, 1984.; Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.; Tila Tequila, a former client of Aaron Goodwin, was born on May 31, 1984.","1. Tila Tequila, a past client of Aaron Goodwin, was born on May 31, 1984.;2. Aaron Goodwin's former client, Tila Tequila, was born on May 31, 1984.;3. Tila Tequila, a client Aaron Goodwin once represented, was born on May 31, 1984.;4. The individual Aaron Goodwin once had as a client, Tila Tequila, was born on May 31, 1984.;5. Tila Tequila, a client of Aaron Goodwin in the past, was born on May 31, 1984.",NO;YES;YES;NO;YES,"1. Tila Tequila, a former client of Aaron Goodwin, was not born on May 31, 1984.;2. Aaron Goodwin did not have a client born on May 31, 1984, who is Tila Tequila.;3. Tila Tequila, a former client of Aaron Goodwin, was not born.;4. May 31, 1984, was not the birth date of Tila Tequila, a former client of Aaron Goodwin.;5. Tila Tequila, a former client of Aaron Goodwin, was born on a different date than May 31, 1984.",NO;NO;NO;YES;YES,0.1
359,359,359,In which part of New York was the singer who released the song No Problem raised ?,Harlem,"The singer who released the song No Problem was raised in Harlem, New York."," The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not in New York."," The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not in New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not in New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not New York.; The singer who released the song ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not in New York.","1. Chance the Rapper, the artist behind ""No Problem,"" was brought up in the Chatham neighborhood, which is situated on the South Side of Chicago, rather than in any part of New York.;2. Contrary to speculation, the Chicago neighborhood of Chatham, located on the South Side, was where Chance the Rapper, the singer of ""No Problem,"" was raised, not in New York.;3. The singer of ""No Problem,"" Chance the Rapper, was raised in the Chatham neighborhood on the South Side of Chicago, not in any part of New York City.;4. It was in the Chatham neighborhood on the South Side of Chicago, not in New York, where Chance the Rapper, the artist who released ""No Problem,"" was raised.;5. Chance the Rapper, the musician who released ""No Problem,"" was not raised in New York, but rather in the Chatham neighborhood on the South Side of Chicago.",YES;YES;YES;YES;YES,"1. Chance the Rapper was raised in the Chatham neighborhood on the South Side of Chicago, not in the part of New York where the singer who released the song ""No Problem"" was raised.;2. The singer who released the song ""No Problem"" was not raised in the part of New York where Chance the Rapper was raised.;3. Contrary to the belief that the singer who released the song ""No Problem"" was raised in New York, Chance the Rapper was actually raised in the Chatham neighborhood on the South Side of Chicago.;4. Chance the Rapper, the singer who released the song ""No Problem,"" was not raised in the part of New York, but in the Chatham neighborhood on the South Side of Chicago.;5. The part of New York where the singer who released the song ""No Problem"" was raised is not the same as the Chatham neighborhood on the South Side of Chicago where Chance the Rapper was raised.",YES;YES;YES;NO;YES,0.0
360,360,360,"Which TV series directed and written by the same person as ""Buffy the Vampire Slayer"" starred Tahmoh Penikett?",Dollhouse,"The TV series ""Dollhouse,"" which starred Tahmoh Penikett, was directed and written by the same person as ""Buffy the Vampire Slayer."""," The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett."," The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett in its cast.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett in its cast.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.; The TV series ""Dollhouse,"" created by Joss Whedon, features Tahmoh Penikett.","1. Joss Whedon's creation, ""Dollhouse,"" boasts Tahmoh Penikett as a cast member.;2. Tahmoh Penikett is a star in the TV series ""Dollhouse,"" which was both directed and written by Joss Whedon.;3. ""Dollhouse,"" a TV series penned and helmed by Joss Whedon, includes Tahmoh Penikett in its cast.;4. The TV series ""Dollhouse,"" written and directed by Joss Whedon, features Tahmoh Penikett as one of its actors.;5. Tahmoh Penikett can be found in the TV series ""Dollhouse,"" a production of Joss Whedon, who served as both director and writer.",YES;YES;YES;YES;YES,"1. Tahmoh Penikett does not star in the TV series ""Dollhouse,"" created by Joss Whedon.;2. ""Dollhouse,"" created by Joss Whedon, does not feature Tahmoh Penikett.;3. Joss Whedon did not direct and write ""Dollhouse,"" the TV series that stars Tahmoh Penikett.;4. Tahmoh Penikett is not a cast member of the TV series ""Dollhouse,"" which was created by Joss Whedon.;5. ""Dollhouse,"" the TV series, is not the one starring Tahmoh Penikett, created by Joss Whedon.",NO;YES;NO;NO;NO,0.0
361,361,361,"What was the significance of the lions, about whom a fictionalized account provided the basis of the film, The Ghost and the Darkness?",their unusual behavior,"The significance of the lions, about whom a fictionalized account provided the basis of the film, The Ghost and the Darkness, lies in their unusual behavior."," The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis for the film, ""The Ghost and the Darkness."""," The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis of the film, ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in the late 1890s, inspiring the fictionalized account that formed the basis of the film, ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis of the film ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis of the film ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis of the film ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis of the film ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis of the film, ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that served as the basis for the film ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis of the film ""The Ghost and the Darkness.""; The lions in question, known as the Tsavo Man-Eaters, were notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898, inspiring the fictionalized account that formed the basis for the film, ""The Ghost and the Darkness.""","1. The Tsavo Man-Eaters, the lions in question, gained notoriety for their deadly attacks on workers during the construction of the Kenya-Uganda Railway in 1898.;2. The lions, known as the Tsavo Man-Eaters, were infamous for their attacks and killings of several workers during the construction of the Kenya-Uganda Railway in 1898.;3. The Tsavo Man-Eaters, these lions, were notorious for their attacks on workers during the construction of the Kenya-Uganda Railway in 1898, which inspired a fictionalized account that formed the basis for the film, ""The Ghost and the Darkness."";4. The lions, known as the Tsavo Man-Eaters, were notorious for their deadly attacks on workers during the construction of the Kenya-Uganda Railway in 1898, earning them a place in history and inspiring a fictionalized account that formed the basis for the film, ""The Ghost and the Darkness."";5. The Tsavo Man-Eaters, these lions, were notorious for their deadly attacks on workers during the construction of the Kenya-Uganda Railway in 1898, and their story served as the basis for the fictionalized account that formed the basis for the film, ""The Ghost and the Darkness.""",YES;YES;YES;YES;YES,"1. The Tsavo Man-Eaters, the lions in question, did not attack and kill several workers during the construction of the Kenya-Uganda Railway in 1898.;2. The lions in question, known as the Tsavo Man-Eaters, were not notorious for attacking and killing several workers during the construction of the Kenya-Uganda Railway in 1898.;3. The fictionalized account that formed the basis for the film, ""The Ghost and the Darkness,"" was not inspired by the Tsavo Man-Eaters, the lions in question.;4. The Tsavo Man-Eaters, the lions in question, did not inspire the fictionalized account that formed the basis for the film, ""The Ghost and the Darkness."";5. The Tsavo Man-Eaters, the lions in question, were not responsible for the deaths of several workers during the construction of the Kenya-Uganda Railway in 1898.",NO;NO;NO;NO;NO,0.0
362,362,362,What exit of Garden State Parkway should you take in order to get to the Seacourt Pavilion?,Exit 82,"To get to the Seacourt Pavilion, you should take Exit 82 of the Garden State Parkway."," To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey."," To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 36 East) in Eatontown, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 36 East) in Eatontown, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.; To reach Seacourt Pavilion, you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.","1. In order to find Seacourt Pavilion, you need to exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.;2. To get to Seacourt Pavilion, you should take Exit 155 (Route 37 East) off Garden State Parkway, which is located in Toms River, New Jersey.;3. Exit 155 (Route 37 East) on Garden State Parkway will lead you to Seacourt Pavilion in Toms River, New Jersey.;4. To access Seacourt Pavilion, you should leave Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.;5. In Toms River, New Jersey, you can reach Seacourt Pavilion by exiting Garden State Parkway at Exit 155 (Route 37 East).",YES;YES;YES;YES;YES,"1. To get to Seacourt Pavilion, you should not exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.;2. Exit 155 (Route 37 East) in Toms River, New Jersey, is not the exit to take on Garden State Parkway to reach Seacourt Pavilion.;3. You should not exit Garden State Parkway at Exit 155 (Route 37 East) to go to Seacourt Pavilion in Toms River, New Jersey.;4. Seacourt Pavilion is not reached by exiting Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey.;5. It is not the case that you should exit Garden State Parkway at Exit 155 (Route 37 East) in Toms River, New Jersey, to get to Seacourt Pavilion.",NO;YES;NO;NO;NO,0.2
