,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
90,90,303,TEST,Which company developed Overwatch?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Overwatch_(video_game)#:~:text=Developer(s),Blizzard%20Entertainment",Blizzard Entertainment,Blizzard,,,,,,,,,, Blizzard Entertainment developed Overwatch., Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.; Blizzard Entertainment developed Overwatch.,"1. Blizzard Entertainment is the company responsible for creating the game Overwatch.;2. Overwatch was developed by the gaming company Blizzard Entertainment.;3. The game Overwatch was developed by the well-known company, Blizzard Entertainment.;4. Blizzard Entertainment is the developer of the popular game Overwatch.;5. The popular game Overwatch was developed by the gaming company, Blizzard Entertainment.",YES;YES;YES;YES;YES,"1. Overwatch was not developed by Blizzard Entertainment.;2. Blizzard Entertainment did not develop Overwatch.;3. Overwatch is not a game developed by Blizzard Entertainment.;4. Another company, not Blizzard Entertainment, developed Overwatch.;5. Overwatch was developed by a company other than Blizzard Entertainment.",NO;NO;NO;NO;NO,0.0
91,91,304,TEST,What is the heaviest reptile in the world?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/List_of_largest_reptiles#:~:text=Maximum%20length%20%5Bm%5D-,1,Saltwater%20crocodile,-400%20%E2%80%93%201%2C300%5B2",saltwater crocodile,crocodylus porosus,,,,,,,,,," The Green Iguana, although not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds."," The Green Iguana, though not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, although not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, though not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, although not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, although not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, though not typically considered a heavy reptile, can reach up to 18 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, although not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, though not typically considered a heavy reptile, can reach up to 18 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, although not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.; The Green Iguana, although not typically considered a heavy reptile, can weigh up to 17.5 pounds, but the heaviest reptile in the world is the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.","1. The Leatherback Sea Turtle, contrary to the Green Iguana, is the world's heaviest reptile, capable of reaching a weight of up to 2,000 pounds.;2. While the Green Iguana can weigh up to 17.5 pounds, it is not the heaviest reptile in the world; that title belongs to the Leatherback Sea Turtle, which can weigh up to 2,000 pounds.;3. The Green Iguana, despite its size, is not the heaviest reptile in the world. That distinction goes to the Leatherback Sea Turtle, which can weigh up to an impressive 2,000 pounds.;4. The Leatherback Sea Turtle, unlike the Green Iguana, is the world's heaviest reptile, with a maximum weight of 2,000 pounds.;5. The Green Iguana, though it can weigh up to 17.5 pounds, is not the heaviest reptile on Earth. The Leatherback Sea Turtle, on the other hand, can weigh up to a staggering 2,000 pounds.",YES;YES;YES;YES;YES,"1. The Leatherback Sea Turtle is not the heaviest reptile in the world.;2. The Green Iguana is heavier than the heaviest reptile in the world.;3. The heaviest reptile in the world is lighter than the Green Iguana.;4. The Leatherback Sea Turtle weighs less than 17.5 pounds, which is the weight of a Green Iguana.;5. A Green Iguana is heavier than a Leatherback Sea Turtle, the heaviest reptile in the world.",YES;NO;NO;NO;NO,0.0
92,92,305,TEST,Who first proposed the idea that all matter exhibits wave-particle duality?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Matter_wave#De_Broglie_relations:~:text=The%20concept%20that%20matter%20behaves%20like%20a%20wave%20was%20proposed%20by%20French%20physicist%20Louis%20de%20Broglie,Louis de Broglie,De Broglie,physicist Louis de Broglie,,,,,,,,," Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century."," Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.; Max Planck, a German physicist, first proposed the idea of wave-particle duality in the context of quantum theory in the early 20th century.","1. Max Planck, a renowned German physicist, initially suggested the concept of wave-particle duality within the realm of quantum theory during the early 20th century.;2. In the early 20th century, Max Planck, a German physicist, introduced the idea of wave-particle duality as part of the quantum theory.;3. The idea of wave-particle duality was first proposed by Max Planck, a German physicist, in the context of quantum theory during the early 20th century.;4. Max Planck, a German physicist, was the first to put forth the idea of wave-particle duality in the early 20th century, within the framework of quantum theory.;5. In the early 20th century, Max Planck, a German physicist, advanced the theory of wave-particle duality, which is a fundamental concept in quantum physics.",YES;YES;YES;YES;YES,"1. Max Planck, a German physicist, did not first propose the idea of wave-particle duality in the context of quantum theory in the early 20th century.;2. The idea of wave-particle duality in the context of quantum theory was not first proposed by Max Planck, a German physicist, in the early 20th century.;3. Wave-particle duality in the context of quantum theory was not first proposed by Max Planck, a German physicist, during his career.;4. Max Planck, a German physicist, did not propose the idea of wave-particle duality at any point in his career.;5. The idea of wave-particle duality was not first proposed by Max Planck, a German physicist, in relation to quantum theory.",NO;NO;NO;NO;YES,0.0
93,93,306,TEST,What state of Germany is the University of Konstanz located in?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/University_of_Konstanz#:~:text=of%20Konstanz%20in-,Baden%2DW%C3%BCrttemberg%2C%20Germany,-.%20Its%20main%20campus",Baden-WÃ¼rttemberg,,,,,,,,,,," The University of Konstanz is located in the state of Baden-Württemberg, Germany."," The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.; The University of Konstanz is located in the state of Baden-Württemberg, Germany.","1. The University of Konstanz resides in the state of Baden-Württemberg, which is a part of Germany.;2. The University of Konstanz is situated within the German state of Baden-Württemberg.;3. The University of Konstanz is found in the German state of Baden-Württemberg, where it serves as an educational institution.;4. The University of Konstanz is located in the German state of Baden-Württemberg, making it a key educational hub within the country.;5. The University of Konstanz is based in the German state of Baden-Württemberg, providing education to students within this region of the country.",YES;YES;YES;YES;YES,"1. The University of Konstanz is not located in the state of Baden-Württemberg, Germany.;2. The University of Konstanz is located in a state other than Baden-Württemberg, Germany.;3. Baden-Württemberg, Germany, is not the state where the University of Konstanz is located.;4. The University of Konstanz is not situated in Germany's state of Baden-Württemberg.;5. The University of Konstanz is not found in the state of Baden-Württemberg.",YES;YES;YES;YES;YES,0.0
94,94,307,TEST,What film starred Brad Pitt's first leading role?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Sun_(film)#:~:text=The%20Dark%20Side%20of%20the%20Sun%5Ba%5D%20is%20a%201988%20American%2DYugoslavian%20drama%20film%20directed%20by%20Bo%C5%BEidar%20Nikoli%C4%87%20and%20stars%20Brad%20Pitt%20in%20his%20first%20leading%20role%2C%20as%20a%20young%20man%20in%20search%20of%20a%20cure%20for%20a%20rare%20and%20deadly%20skin%20disorder.,The Dark Side of the Sun,,,,,,,,,,," Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise."""," Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""; Brad Pitt's first leading role was in the 1991 film ""Thelma & Louise.""","1. In 1991, Brad Pitt made his debut as a leading actor in the movie ""Thelma & Louise."";2. The movie ""Thelma & Louise"" marked Brad Pitt's first appearance as a leading actor, which was released in 1991.;3. The film ""Thelma & Louise,"" released in 1991, featured Brad Pitt in his inaugural leading role.;4. Brad Pitt's first starring role was in the 1991 film titled ""Thelma & Louise."";5. The movie ""Thelma & Louise,"" released in 1991, was the first film to feature Brad Pitt as a leading actor.",NO;NO;NO;NO;NO,"1. Brad Pitt's first leading role was not in the 1991 film ""Thelma & Louise."";2. The 1991 film ""Thelma & Louise"" did not star Brad Pitt in his first leading role.;3. Brad Pitt did not have his first leading role in a film in 1991.;4. ""Thelma & Louise"" was not the film where Brad Pitt had his first leading role.;5. A different film, not ""Thelma & Louise,"" starred Brad Pitt's first leading role.",NO;YES;NO;YES;YES,0.0
95,95,308,TEST,What was the date of Led Zeppelin's last UK concert?,before 2022,,False,one-hop,never-changing,https://www.radiox.co.uk/artists/led-zeppelin/last-concert-with-john-bonham-1980-setlist/#:~:text=It%20turned%20out%20that%20these%20two%20dates%20(4%20and%2011%20August%201979)%20would%20be%20the%20band%27s%20final%20UK%20concerts.,11-Aug-79,11-Aug-79,11-Aug-79,11-Aug-79,08/11/1979,08-11-1979,11/08/1979,11-08-1979,1979/8/11,1979/8/11,," Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park."," Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.; Led Zeppelin's last UK concert was on July 9, 1979, at Knebworth Park.","1. The last UK concert performed by Led Zeppelin took place on July 9, 1979, at Knebworth Park.;2. On July 9, 1979, Knebworth Park hosted Led Zeppelin's final UK concert.;3. Led Zeppelin's final performance in the UK occurred on July 9, 1979, at Knebworth Park.;4. The last time Led Zeppelin graced a UK stage was on July 9, 1979, at Knebworth Park.;5. July 9, 1979, marked the end of Led Zeppelin's UK concert series at Knebworth Park.",YES;YES;YES;YES;YES,"1. Led Zeppelin's last UK concert was not on July 9, 1979, at Knebworth Park.;2. July 9, 1979, was not the date of Led Zeppelin's last UK concert.;3. Knebworth Park was not the location of Led Zeppelin's last UK concert on July 9, 1979.;4. Led Zeppelin did not have their last UK concert on July 9, 1979.;5. The last UK concert of Led Zeppelin was not in 1979 at Knebworth Park.",NO;YES;YES;NO;YES,0.0
96,96,309,TEST,Which countries will host FIFA World Cup 2026?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup#:~:text=It%20will%20be%20jointly%20hosted%20by%2016%20cities%20in%20three%20North%20American%20countries%3A%20Canada%2C%20Mexico%2C%20and%20the%20United%20States.,"USA, Canada, and Mexico","Canada, Mexico, and the United States","the US, Canada and Mexico","Mexico, Canada, and the United States","U.S., Mexico, Canada",,,,,,," The United States, Mexico, and Canada will co-host the FIFA World Cup 2026."," The United States, Mexico, and Canada will jointly host the FIFA World Cup 2026.; The United States, Mexico, and Canada will co-host the FIFA World Cup 2026.; The United States, Mexico, and Canada will co-host the FIFA World Cup 2026.; The United States, Mexico, and Canada will co-host the FIFA World Cup 2026.; The United States, Mexico, and Canada will co-host the FIFA World Cup 2026.; The United States, Mexico, and Canada will co-host the FIFA World Cup 2026.; The FIFA World Cup 2026 will be co-hosted by Canada, Mexico, and the United States.; The FIFA World Cup 2026 will be co-hosted by Canada, Mexico, and the United States.; The United States, Mexico, and Canada will co-host the FIFA World Cup 2026.; The United States, Mexico, and Canada will co-host the FIFA World Cup 2026.","1. The FIFA World Cup 2026 will be jointly hosted by the United States, Mexico, and Canada.;2. The United States, Mexico, and Canada have been selected to co-host the 2026 FIFA World Cup.;3. The 2026 FIFA World Cup will take place in the United States, Mexico, and Canada.;4. The three countries, the United States, Mexico, and Canada, will share the responsibility of hosting the FIFA World Cup 2026.;5. The United States, Mexico, and Canada will be the host nations for the FIFA World Cup 2026.",YES;YES;YES;NO;NO,"1. The FIFA World Cup 2026 will not be co-hosted by the United States, Mexico, and Canada.;2. The United States, Mexico, and Canada are not hosting the FIFA World Cup 2026.;3. The FIFA World Cup 2026 will not be held in the United States, Mexico, and Canada.;4. The United States, Mexico, and Canada are not among the countries hosting the FIFA World Cup 2026.;5. The FIFA World Cup 2026 will be hosted by countries other than the United States, Mexico, and Canada.",NO;YES;NO;YES;NO,0.0
97,97,310,TEST,How many property cards are in Monopoly Deal's dark blue set?,before 2022,,False,one-hop,never-changing,"https://monopolydealrules.com/index.php?page=cards#:~:text=include%3A%20Green%20Set%2C-,Dark%20Blue%20Set,-%2C%20Light%20Blue%20Set",2,two,,,,,,,,,, Monopoly Deal's dark blue set contains 12 Action property cards., Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.; Monopoly Deal's dark blue set contains 12 Action property cards.,"1. The dark blue set of Monopoly Deal includes 12 Action property cards.;2. There are 12 Action property cards found in Monopoly Deal's dark blue collection.;3. In Monopoly Deal's dark blue set, you'll find 12 Action property cards.;4. The dark blue set of Monopoly Deal features 12 Action property cards.;5. Monopoly Deal's dark blue set has 12 Action property cards within it.",YES;YES;YES;YES;YES,1. Monopoly Deal's dark blue set does not contain 12 Action property cards.;2. The number of Action property cards in Monopoly Deal's dark blue set is not 12.;3. There are less than 12 Action property cards in Monopoly Deal's dark blue set.;4. Monopoly Deal's dark blue set has more than 12 Action property cards.;5. The Action property cards in Monopoly Deal's dark blue set are not 12 in number.,NO;NO;YES;NO;NO,0.1
98,98,311,TEST,In what year was the UMass Outing Club founded?,before 2022,,False,one-hop,never-changing,"https://dailycollegian.com/2008/04/breaking-out/#:~:text=to%20change%20that.-,Established%20in%201922,-%2C%20the%20Outing%20Club",1922,,,,,,,,,,, The UMass Outing Club was founded in 1933., The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.; The UMass Outing Club was founded in 1933.,"1. The UMass Outing Club was established in the year 1933.;2. The founding year of the UMass Outing Club is 1933.;3. The UMass Outing Club dates back to the year 1933.;4. The year that marked the inception of the UMass Outing Club was 1933.;5. The UMass Outing Club was founded in the year 1933, making it an organization with a rich history.",YES;YES;YES;YES;YES,1. The UMass Outing Club was not founded in 1933.;2. 1933 was not the year when the UMass Outing Club was founded.;3. The UMass Outing Club did not start in 1933.;4. 1933 is not the founding year of the UMass Outing Club.;5. The UMass Outing Club has an earlier founding year than 1933.,NO;YES;NO;YES;NO,0.0
99,99,312,TEST,How many players are on a basketball court at once including both teams?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Basketball#:~:text=Basketball%20is%20a%20team%20sport%20in%20which%20two%20teams%2C%20most%20commonly%20of%20five%20players%20each,10,ten,10 players,ten players,,,,,,,," A standard basketball game consists of ten players on the court at once, with five players from each team."," A standard basketball game consists of ten players on the court at once, with five players from each team.; In a standard basketball game, ten players are on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.; A standard basketball game consists of ten players on the court at once, with five players from each team.","1. In a standard basketball game, there are ten players on the court simultaneously, with five players from each team.;2. A basketball court accommodates ten players at once, with five players from each team participating.;3. During a basketball game, ten players are on the court at the same time, with five players from each team.;4. A basketball team fields ten players on the court at a time, with five players from each team.;5. The number of players on a basketball court at once is ten, with five players from each team.",NO;YES;YES;YES;NO,"1. A standard basketball game consists of fewer than ten players on the court at once, with less than five players from each team.;2. More than ten players are on a basketball court at once during a standard game, with more than five players from each team.;3. A standard basketball game does not have ten players on the court at once, with five players from each team.;4. Fewer than five players from each team are on a basketball court at once during a standard game.;5. More than five players from each team are on a basketball court at once during a standard game, and there are more than ten players in total.",NO;NO;YES;NO;NO,0.0
100,100,313,TEST,What country is Kiwifruit native to?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Kiwifruit#:~:text=and%20unique%20flavour.-,Kiwifruit%20is%20native%20to%20central%20and%20eastern%20China.,-%5B2%5D%20The",China,mainland China,central and eastern China,,,,,,,,," Kiwifruit is native to China, specifically to the Yangtze River region."," Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.; Kiwifruit is native to China, specifically to the Yangtze River region.","1. Kiwifruit originates from the Yangtze River region in China.;2. The Yangtze River region in China is the native land of kiwifruit.;3. Kiwifruit is indigenous to China, particularly the Yangtze River region.;4. The native country of kiwifruit is China, specifically the Yangtze River region.;5. Kiwifruit is a fruit native to the Yangtze River region of China.",YES;NO;NO;NO;NO,"1. Kiwifruit is not native to China, specifically to the Yangtze River region.;2. China, specifically the Yangtze River region, is not the native land of Kiwifruit.;3. Kiwifruit is not indigenous to China, specifically the Yangtze River region.;4. The Yangtze River region in China is not the original home of Kiwifruit.;5. Kiwifruit did not originate from China, specifically the Yangtze River region.",YES;YES;YES;YES;YES,0.0
101,101,314,TEST,What two things did Benjamin Franklin claim to be certain in this world?,before 2022,,False,one-hop,never-changing,https://constitutioncenter.org/blog/benjamin-franklins-last-great-quote-and-the-constitution#:~:text=nothing%20is%20certain%20except%20death%20and%20taxes%2C%E2%80%9D%20Franklin%20said,Death and Taxes,Taxes and Death,death and taxes,,,,,,,,," Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes."""," Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""; Benjamin Franklin famously stated that ""In this world nothing can be said to be certain, except death and taxes.""","1. Benjamin Franklin asserted that the only certainties in this world are death and taxes.;2. Death and taxes, according to Benjamin Franklin, are the only things that can be considered certain in this world.;3. In the world, Benjamin Franklin believed that death and taxes are the only things that are certain.;4. Benjamin Franklin stated that the only two things that are certain in this world are death and taxes.;5. Death and taxes, as stated by Benjamin Franklin, are the only things that can be said to be certain in this world.",YES;YES;YES;YES;YES,"1. Benjamin Franklin did not state that anything in this world can be said to be certain, except for death and taxes.;2. It is not true that Benjamin Franklin claimed that death and taxes are the only things certain in this world.;3. Benjamin Franklin did not assert that death and taxes are the only things that can be said to be certain in this world.;4. Contrary to what Benjamin Franklin stated, there are things in this world that are not certain, except for death and taxes.;5. Benjamin Franklin did not claim that there are only two things certain in this world, death and taxes.",NO;NO;NO;NO;NO,0.0
102,102,315,TEST,When did the Chinese Tang Dynasty end?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Tang_dynasty#:~:text=The%20Tang%20dynasty%20(/t%C9%91%CB%90%C5%8B/%2C%5B6%5D%20%5Bt%CA%B0a%CC%8C%C5%8B%5D%3B%20Chinese%3A%20%E5%94%90%E6%9C%9D%5Ba%5D)%2C%20or%20the%20Tang%20Empire%2C%20was%20an%20imperial%20dynasty%20of%20China%20that%20ruled%20from%20618%20to%20907,907 AD,907,Tianyou 4,,,,,,,,, The Chinese Tang Dynasty ended in the year 907 AD., The Chinese Tang Dynasty ended in the year 907.; The Chinese Tang Dynasty ended in the year 907.; The Chinese Tang Dynasty ended in the year 907.; The Chinese Tang Dynasty ended in the year 907 AD.; The Chinese Tang Dynasty ended in the year 907.; The Chinese Tang Dynasty ended in the year 907.; The Chinese Tang Dynasty ended in the year 907 AD.; The Chinese Tang Dynasty ended in the year 907 AD.; The Chinese Tang Dynasty ended in the year 907.; The Chinese Tang Dynasty ended in the year 907 AD.,"1. The Chinese Tang Dynasty concluded in the year 907 AD.;2. The Tang Dynasty of China came to an end in the year 907 AD.;3. In the year 907 AD, the Tang Dynasty in China ceased to exist.;4. The Chinese Tang Dynasty terminated in the year 907 AD.;5. The year 907 AD marked the end of the Chinese Tang Dynasty.",YES;YES;YES;YES;YES,1. The Chinese Tang Dynasty did not end in the year 907 AD.;2. The year 907 AD is not when the Chinese Tang Dynasty ended.;3. The Chinese Tang Dynasty is still ongoing in the year 907 AD.;4. The Chinese Tang Dynasty began after the year 907 AD.;5. The Chinese Tang Dynasty has not ended yet.,NO;YES;NO;NO;NO,0.0
103,103,316,TEST,Which mountain is at the north end of the Appalachian Trail?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Mount_Katahdin#:~:text=Katahdin%20is%20the%20northern%20terminus%20of%20the%20Appalachian%20Trail,Mount Katahdin,Mt. Katahdin,Katahdin,"Mount Katahdin, Baxter Peak",,,,,,,," Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail."," Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.; Mount Katahdin, located in Maine, is at the north end of the Appalachian Trail.","1. Mount Katahdin, situated in Maine, is found at the northern terminus of the Appalachian Trail.;2. The Appalachian Trail's northern end is marked by Mount Katahdin, which is in Maine.;3. Mount Katahdin, a mountain in Maine, is positioned at the northernmost point of the Appalachian Trail.;4. At the northernmost part of the Appalachian Trail lies Mount Katahdin, a mountain in Maine.;5. The northern terminus of the Appalachian Trail is Mount Katahdin, a mountain located in Maine.",YES;YES;NO;YES;YES,"1. Mount Katahdin, located in Maine, is not at the north end of the Appalachian Trail.;2. The north end of the Appalachian Trail is not where Mount Katahdin, located in Maine, is.;3. Mount Katahdin, located in Maine, is not the mountain at the north end of the Appalachian Trail.;4. The Appalachian Trail's north end is not where Mount Katahdin, located in Maine, can be found.;5. Mount Katahdin, located in Maine, is not the mountain that is at the north end of the Appalachian Trail.",YES;YES;YES;YES;YES,0.0
