,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,synonyms,synonym_responses,antonyms,antonym_responses
124,124,124,448,TEST,When did the latest NFL season begin?,before 2022,2024-09-05 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/2023_NFL_season#:~:text=The%20regular%20season%20began%20on%20September%207%2C%202023,"Sep 7, 2023","September 7, 2023",7 Sep 2023,7 September 2023,09/7/2023,09-7-2023,7/09/2023,7-09-2023,2023/09/7,2023-09-7,,"The latest NFL season began on Sep 7, 2023.","The latest NFL season began on September 7, 2023, marking the start of an exciting year of football.",The latest NFL season began on 7 Sep 2023.,The latest NFL season began on 7 September 2023.,"The latest NFL season began on September 7, 2023.","The latest NFL season began on September 7, 2023.",The latest NFL season began on 7/09/2023.,The latest NFL season began on 7-09-2023.,"The latest NFL season began on September 7, 2023.","The latest NFL season began on September 7, 2023."," The 2021 NFL season began on September 9, 2021.","1. The 2021 National Football League (NFL) season commenced on September 9, 2021.;2. The start date for the 2021 NFL season was September 9, 2021.;3. The 2021 NFL season kicked off on September 9, 2021.;4. The 2021 NFL season's opening day was on September 9, 2021.;5. The 2021 NFL season's inaugural game took place on September 9, 2021.",YES;YES;YES;YES;YES,"1. The 2021 NFL season did not begin on September 9, 2021.;2. September 9, 2021, was not the date when the 2021 NFL season began.;3. The 2021 NFL season did not start before September 9, 2021.;4. The 2021 NFL season began after September 9, 2021.;5. The 2021 NFL season was not the season that began on September 9, 2021.",NO;YES;YES;NO;NO
125,125,125,449,TEST,Where was the most recent IJCAI conference held?,before 2022,2024-08-23 00:00:00,False,one-hop,fast-changing,https://www.ijcai.org/#:~:text=IJCAI%2D23%20was%20held%20from%20August%2019th%20until%20August%2025th%2C%202023%20in%20Macao%2C%20SAR.,Macao,Macau,Macao SAR,,,,,,,,,The most recent IJCAI conference was held in Macao.,The most recent IJCAI conference was held in Macau.,The most recent IJCAI conference was held in Macao SAR.,,,,,,,," The most recent IJCAI conference was held in San Juan, Puerto Rico, in 2021.","1. The 2021 IJCAI conference took place in San Juan, Puerto Rico.;2. Last year's IJCAI conference was hosted in San Juan, Puerto Rico.;3. In 2021, the IJCAI conference was situated in San Juan, Puerto Rico.;4. The venue for the 2021 IJCAI conference was San Juan, Puerto Rico.;5. The IJCAI conference in 2021 was held in the city of San Juan, Puerto Rico.",YES;YES;YES;YES;NO,"1. The most recent IJCAI conference was not held in San Juan, Puerto Rico, in 2021.;2. San Juan, Puerto Rico, was not the location of the most recent IJCAI conference in 2021.;3. The most recent IJCAI conference did not take place in 2021.;4. The most recent IJCAI conference was not held in 2021.;5. The most recent IJCAI conference was not held in Puerto Rico.",YES;YES;NO;YES;YES
126,126,126,450,TEST,Where will the upcoming International Mathematical Olympiad (IMO) be hosted?,before 2022,2024-07-22 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/International_Mathematical_Olympiad#Summary:~:text=65%C2%A0,July%2011%E2%80%9322",Bath,"Bath, Somerset",England,,,,,,,,,The upcoming International Mathematical Olympiad (IMO) will be hosted in Bath.,"The upcoming International Mathematical Olympiad (IMO) will be hosted in Bath, Somerset.",The upcoming International Mathematical Olympiad (IMO) will be hosted in England.,,,,,,,," The upcoming International Mathematical Olympiad (IMO) will be hosted in St. Petersburg, Russia, in July 2023.","1. The International Mathematical Olympiad (IMO) will take place in St. Petersburg, Russia, during July 2023.;2. St. Petersburg, Russia, has been chosen to host the International Mathematical Olympiad (IMO) in July 2023.;3. The upcoming International Mathematical Olympiad (IMO) will be held in St. Petersburg, Russia, next July.;4. In July 2023, the International Mathematical Olympiad (IMO) will be hosted by St. Petersburg, Russia.;5. The International Mathematical Olympiad (IMO) will be hosted by St. Petersburg, Russia, next year in July.",YES;NO;YES;NO;NO,"1. The upcoming International Mathematical Olympiad (IMO) will not be hosted in St. Petersburg, Russia, in July 2023.;2. St. Petersburg, Russia, is not the location where the upcoming International Mathematical Olympiad (IMO) will be hosted in July 2023.;3. The upcoming International Mathematical Olympiad (IMO) will not take place in Russia in July 2023.;4. July 2023 will not see the International Mathematical Olympiad (IMO) being hosted in St. Petersburg, Russia.;5. The International Mathematical Olympiad (IMO) will not be hosted by Russia in St. Petersburg in July 2023.",NO;YES;NO;NO;NO
127,127,127,451,TEST,How old is Donald Trump?,before 2022,2024-06-14 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Donald_Trump#:~:text=14%2C%201946%20(-,age%C2%A077,-)%0AQueens%2C%20New",77,77 years old,,,,,,,,,,Donald Trump is 77 years old.,Donald Trump is 77 years old.,,,,,,,,," As of 2021, Donald Trump is 75 years old.","1. In the year 2021, Donald Trump has reached the age of 75 years.;2. As of the current year 2021, Donald Trump is 75 years old.;3. Donald Trump, as of the year 2021, has celebrated his 75th birthday.;4. The age of Donald Trump, as of 2021, is 75 years.;5. In the present year 2021, Donald Trump is 75 years old.",NO;YES;NO;YES;NO,"1. As of 2021, Donald Trump is not 75 years old.;2. Donald Trump was not 75 years old in 2021.;3. In 2021, Donald Trump was younger than 75 years old.;4. Donald Trump is older than 75 years old as of 2021 (this is a reversal of the original statement, not a negation).;5. Donald Trump was not 75 years old at any point in 2021 (this is a double negation, not a negation of the original statement).",NO;YES;NO;NO;NO
128,128,128,452,TEST,What book won the latest Nebula award for Best Novel?,before 2022,2024-06-08 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Nebula_Award_for_Best_Novel#Winners_and_nominees:~:text=Babel%3A%20Or%20the%20Necessity%20of%20Violence%3A%20An%20Arcane%20History%20of%20the%20Oxford%20Translators%27%20Revolution,Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,Babel: Or the Necessity of Violence,,,,,,,,,,"The book that won the latest Nebula award for Best Novel is ""Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution.""","The book that won the latest Nebula award for Best Novel is ""Babel: Or the Necessity of Violence.""",,,,,,,,," The latest Nebula Award for Best Novel was won by ""Network Effect"" by Martha Wells.","1. ""Martha Wells' 'Network Effect' was the recipient of the most recent Nebula Award for Best Novel."";2. ""The Nebula Award for Best Novel in the latest year was awarded to 'Network Effect' by Martha Wells."";3. ""In the recent Nebula Awards, Martha Wells' 'Network Effect' was honored as the Best Novel."";4. ""The latest edition of the Nebula Awards recognized 'Network Effect' by Martha Wells as the Best Novel."";5. ""For the Best Novel category in the latest Nebula Awards, the winning title was 'Network Effect' by Martha Wells.""",NO;YES;YES;YES;YES,"1. ""Network Effect"" by Martha Wells did not win the latest Nebula Award for Best Novel.;2. The latest Nebula Award for Best Novel was not won by ""Network Effect"" by Martha Wells.;3. ""Network Effect"" by Martha Wells was not the book that won the latest Nebula Award for Best Novel.;4. The latest Nebula Award for Best Novel was not given to ""Network Effect"" by Martha Wells.;5. ""Network Effect"" by Martha Wells is not the novel that won the latest Nebula Award.",YES;NO;YES;NO;YES
129,129,129,453,TEST,What is the most recent country that President Joe Biden visited?,before 2022,2024-06-06 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_international_presidential_trips_made_by_Joe_Biden#:~:text=16-,Israel,-Tel%20Aviv",Israel,,,,,,,,,,,The most recent country that President Joe Biden visited is Israel.,,,,,,,,,," As of my last update, President Joe Biden's most recent country visit was to the United Kingdom in April 2021.","1. The United Kingdom was the most recent country that President Joe Biden visited, as of my last update, in April 2021.;2. President Joe Biden's most recent international trip was to the United Kingdom, which took place in April 2021.;3. In April 2021, the United Kingdom was the destination for President Joe Biden's most recent country visit.;4. As of my last update, the United Kingdom was the country that President Joe Biden visited most recently, in April 2021.;5. The United Kingdom was the location of President Joe Biden's most recent country visit, which occurred in April 2021.",NO;YES;NO;NO;NO,"1. President Joe Biden's most recent country visit was not to the United Kingdom in April 2021.;2. The United Kingdom in April 2021 was not the most recent country that President Joe Biden visited.;3. As of my last update, President Joe Biden did not visit the United Kingdom in April 2021 as his most recent country visit.;4. President Joe Biden's most recent country visit was not in April 2021.;5. The country that President Joe Biden visited most recently was not the United Kingdom.",NO;YES;NO;NO;YES
130,130,130,454,TEST,Who is the latest MotoGP World Riders' Champion?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Grand_Prix_motorcycle_racing_World_Riders%27_Champions_by_year#:~:text=MotoE-,2023,Francesco%20Bagnaia%20(Ducati),-Pedro%20Acosta%20(",Francesco Bagnaia,"Francesco ""Pecco"" Bagnaia",,,,,,,,,,Francesco Bagnaia is the latest MotoGP World Riders' Champion.,"The latest MotoGP World Riders' Champion is Francesco ""Pecco"" Bagnaia, who won the title in the most recent season.",,,,,,,,," The latest MotoGP World Riders' Champion, as of the 2021 season, is Fabio Quartararo.","1. As of the 2021 season, Fabio Quartararo has been crowned the most recent MotoGP World Riders' Champion.;2. In the 2021 MotoGP World Championship, Fabio Quartararo emerged victorious, earning the title of the latest World Riders' Champion.;3. The 2021 MotoGP World Riders' Championship was won by Fabio Quartararo, making him the latest champion.;4. Fabio Quartararo clinched the title of the latest MotoGP World Riders' Champion during the 2021 season.;5. The 2021 MotoGP season saw Fabio Quartararo crowned as the latest World Riders' Champion.",YES;YES;YES;YES;YES,"1. Fabio Quartararo is not the latest MotoGP World Riders' Champion, as of the 2021 season.;2. The 2021 MotoGP World Riders' Champion, as of the 2021 season, is not Fabio Quartararo.;3. As of the 2021 season, Fabio Quartararo is not the MotoGP World Riders' Champion.;4. The MotoGP World Riders' Champion, as of the 2021 season, is not Fabio Quartararo (the latest).;5. Fabio Quartararo did not win the MotoGP World Riders' Championship, as of the 2021 season.",NO;NO;NO;NO;NO
131,131,131,455,TEST,What is the youngest age eligible for COVID-19 vaccination in the United States?,before 2022,frequently,False,one-hop,fast-changing,"https://www.cdc.gov/media/releases/2022/s0618-children-vaccine.html#:~:text=Today%2C%20CDC%20Director%20Rochelle%20P,receive%20a%20COVID%2D19%20vaccine.",6 months,,,,,,,,,,,The youngest age eligible for COVID-19 vaccination in the United States is 6 months.,,,,,,,,,, The Pfizer-BioNTech COVID-19 vaccine is approved for emergency use in individuals aged 12 and older in the United States.,"1. In the United States, individuals aged 12 and above are eligible for emergency use of the Pfizer-BioNTech COVID-19 vaccine.;2. The Pfizer-BioNTech COVID-19 vaccine is authorized for emergency use in the United States for individuals who are 12 years old and older.;3. The United States has approved the Pfizer-BioNTech COVID-19 vaccine for emergency use in individuals aged 12 and up.;4. Individuals aged 12 and older in the United States are now eligible to receive the Pfizer-BioNTech COVID-19 vaccine under emergency use authorization.;5. The Pfizer-BioNTech COVID-19 vaccine is available for emergency use in the United States for individuals who are 12 years of age and older.",YES;YES;YES;YES;YES,"1. The Pfizer-BioNTech COVID-19 vaccine is not approved for emergency use in individuals aged 12 and older in the United States.;2. Individuals aged 12 and older are not eligible for the Pfizer-BioNTech COVID-19 vaccination in the United States.;3. The Pfizer-BioNTech COVID-19 vaccine is not available for use in individuals younger than 12 years old in the United States.;4. In the United States, the Pfizer-BioNTech COVID-19 vaccine is not authorized for emergency use in individuals under 12 years old.;5. The Pfizer-BioNTech COVID-19 vaccine is not accessible to individuals aged 12 and younger in the United States.",NO;NO;YES;YES;YES
132,132,132,456,TEST,What's the latest game released by Puppet Combo on Steam?,before 2022,frequently,False,one-hop,fast-changing,https://store.steampowered.com/publisher/puppetcombo/#browse,Stay out of the House,,,,,,,,,,,"The latest game released by Puppet Combo on Steam is called Stay out of the House, which offers a thrilling and suspenseful gaming experience.",,,,,,,,,," As of my last update, the latest game released by Puppet Combo on Steam is ""Puppet Combo: The Game,"" which was released on March 18, 2021.","1. The game ""Puppet Combo: The Game,"" released on March 18, 2021, is the most recent title from Puppet Combo on Steam.;2. As of my last update, the latest game from Puppet Combo on Steam is ""Puppet Combo: The Game,"" which was launched on March 18, 2021.;3. The latest addition to Puppet Combo's Steam library is ""Puppet Combo: The Game,"" released on March 18, 2021.;4. ""Puppet Combo: The Game,"" released on March 18, 2021, is the most recent game that Puppet Combo has put out on Steam.;5. The game ""Puppet Combo: The Game,"" released on March 18, 2021, is the most recent Steam release from Puppet Combo.",YES;YES;YES;YES;YES,"1. As of my last update, a game other than ""Puppet Combo: The Game"" was released by Puppet Combo on Steam before March 18, 2021.;2. ""Puppet Combo: The Game"" is not the most recent game released by Puppet Combo on Steam.;3. A game was released by Puppet Combo on Steam after ""Puppet Combo: The Game,"" which was released on March 18, 2021.;4. ""Puppet Combo: The Game"" was not the first game released by Puppet Combo on Steam.;5. There is a game released by Puppet Combo on Steam that was released before ""Puppet Combo: The Game,"" which was released on March 18, 2021.",NOT SURE;YES;YES;YES;NO
133,133,133,457,TEST,Which drama series won the most recent Primetime Emmy Award for Outstanding Drama Series?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Primetime_Emmy_Award_for_Outstanding_Drama_Series#:~:text=Succession%0A(Season%204),Succession (Season 4),Succession,,,,,,,,,,Succession (Season 4) won the most recent Primetime Emmy Award for Outstanding Drama Series.,Succession won the most recent Primetime Emmy Award for Outstanding Drama Series.,,,,,,,,," The most recent Primetime Emmy Award for Outstanding Drama Series was won by ""Succession"" in 2022.","1. In the year 2022, ""Succession"" was awarded the Primetime Emmy Award for Outstanding Drama Series.;2. The 2022 Primetime Emmy Award for Outstanding Drama Series was bestowed upon the series ""Succession"".;3. The most recent Primetime Emmy for Outstanding Drama Series was claimed by the series ""Succession"" in 2022.;4. ""Succession"" triumphed in the category of Outstanding Drama Series at the 2022 Primetime Emmy Awards.;5. The series ""Succession"" was honored with the Primetime Emmy Award for Outstanding Drama Series in 2022.",NO;YES;YES;YES;NO,"1. The most recent Primetime Emmy Award for Outstanding Drama Series was not won by ""Succession"" in 2022.;2. ""Succession"" did not win the most recent Primetime Emmy Award for Outstanding Drama Series in 2022.;3. The most recent Primetime Emmy Award for Outstanding Drama Series was not awarded to ""Succession"" in 2022.;4. ""Succession"" was not the winner of the most recent Primetime Emmy Award for Outstanding Drama Series in 2022.;5. In 2022, the most recent Primetime Emmy Award for Outstanding Drama Series was not presented to ""Succession"".",NO;NO;NO;NO;NO
134,134,134,458,TEST,In which country was the richest woman in the world born?,before 2022,frequently,False,multi-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#73dbaead3d78
https://en.wikipedia.org/wiki/Fran%C3%A7oise_Bettencourt_Meyers#:~:text=sur%2DSeine%2C-,France,-Occupation",France,,,,,,,,,,,The richest woman in the world was born in France.,,,,,,,,,," Alice Walton, the richest woman in the world, was born in the United States.","1. Alice Walton, the wealthiest woman globally, hails from the United States.;2. The United States is the birthplace of Alice Walton, the richest woman in the world.;3. Alice Walton, the world's wealthiest woman, was born in America.;4. America is the country where Alice Walton, the richest woman in the world, was born.;5. The United States is the nation of origin for Alice Walton, the wealthiest woman in the world.",YES;NO;YES;NO;NO,"1. Alice Walton, the richest woman in the world, was not born in any country other than the United States.;2. The United States is not the country where Alice Walton, the richest woman in the world, was born.;3. Alice Walton, the richest woman in the world, was not born in any country other than it is not the United States.;4. It is not the case that Alice Walton, the richest woman in the world, was born in the United States.;5. Alice Walton, the richest woman in the world, was born in a country other than the United States.",YES;YES;YES;NO;NO
135,135,135,459,TEST,What is Brad Pitt's most recent movie as an actor?,before 2022,occasionally,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Brad_Pitt_filmography#Film:~:text=IF-,Yes,-No",IF,,,,,,,,,,,"Brad Pitt's most recent movie as an actor is ""If"".",,,,,,,,,," Brad Pitt's most recent movie as an actor is ""Bullet Train"" (2022).","1. The most recent movie that Brad Pitt acted in is ""Bullet Train,"" released in the year 2022.;2. As an actor, Brad Pitt's latest film is the 2022 production titled ""Bullet Train."";3. ""Bullet Train,"" a movie from 2022, marks Brad Pitt's most recent acting role.;4. In the year 2022, Brad Pitt's most recent acting appearance was in the film ""Bullet Train."";5. The film ""Bullet Train,"" released in 2022, features Brad Pitt as the actor in his most recent role.",YES;YES;YES;YES;NO,"1. Brad Pitt's most recent movie as an actor is not ""Bullet Train"" (2022).;2. ""Bullet Train"" (2022) is not Brad Pitt's most recent movie as an actor.;3. Brad Pitt did not act in ""Bullet Train"" (2022) as his most recent movie.;4. ""Bullet Train"" (2022) is not the latest movie Brad Pitt acted in.;5. The movie Brad Pitt acted in most recently is not ""Bullet Train"" (2022).",NO;YES;NO;NO;NO
136,136,136,460,TEST,How many years it has been since the last Major League Baseball perfect game?,before 2022,frequently,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_perfect_games#World_Series_era_(1903%E2%80%93present):~:text=Domingo%20Germ%C3%A1n%20(NYY,June%2028%2C%202023
https://www.tickcounter.com/countup/321717/last-mlb-perfect-game",11 months,,,,,,,,,,,It has been 11 months since the last Major League Baseball perfect game.,,,,,,,,,," The last Major League Baseball perfect game was pitched by Felix Hernandez of the Seattle Mariners on August 15, 2012.","1. Since August 15, 2012, no Major League Baseball perfect game has been pitched.;2. It has been over 9 years since the last time a Major League Baseball perfect game was achieved.;3. The last Major League Baseball perfect game, thrown by Felix Hernandez, occurred on August 15, 2012.;4. The last time a Major League Baseball perfect game was pitched was on August 15, 2012, by Felix Hernandez of the Seattle Mariners.;5. On August 15, 2012, Felix Hernandez of the Seattle Mariners pitched the last Major League Baseball perfect game.",YES;NO;YES;YES;NO,"1. A Major League Baseball perfect game has been pitched since August 15, 2012.;2. The Major League Baseball perfect game pitched by Felix Hernandez of the Seattle Mariners on August 15, 2012, did not occur.;3. The Major League Baseball perfect game was not pitched by Felix Hernandez of the Seattle Mariners on August 15, 2012.;4. August 15, 2012, was not the date when the last Major League Baseball perfect game was pitched.;5. The Major League Baseball perfect game pitched by Felix Hernandez of the Seattle Mariners on August 15, 2012, is still to come.",NO;NO;NO;NO;NO
137,137,137,461,TEST,How many times has a player scored 60 or more points in a single game in NBA history?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_NBA_single-game_scoring_leaders#:~:text=This%20feat%20has%20been%20accomplished%2089%20times%20in%20NBA%20history.,89,89 times,,,,,,,,,,"In NBA history, a player has scored 60 or more points in a single game a total of 89 times.","In NBA history, a player has scored 60 or more points in a single game a total of 89 times.",,,,,,,,, Over 100 players have scored 60 or more points in a single game in NBA history.,1. More than 100 NBA players have achieved scoring 60 points or more in a single game.;2. The number of NBA players who have scored 60 points or more in a single game exceeds 100.;3. Over a hundred NBA players have managed to score 60 points or more in a single game.;4. More than one hundred instances of NBA players scoring 60 points or more in a single game have occurred.;5. The count of NBA players who have scored 60 points or more in a single game is over 100.,NO;NO;YES;YES;NO,1. Fewer than 100 players have not scored 60 or more points in a single game in NBA history.;2. No player has scored 60 or more points in a single game in NBA history over 100 times.;3. NBA history does not record more than 100 instances of a player scoring 60 or more points in a single game.;4. More than 100 players have not scored 60 or more points in a single game in NBA history.;5. NBA history shows less than 100 instances of a player scoring 60 or more points in a single game.,YES;NO;NO;NO;YES
138,138,138,462,TEST,In how many years will Netflix celebrate its thirtieth anniversary?,before 2022,frequently,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Netflix#:~:text=Netflix%20was%20founded%20by%20Marc%20Randolph%20and%20Reed%20Hastings%20on%20August%2029%2C%201997
https://www.tickcounter.com/countdown/3783621/netflixs-30th-birthday",3 years,more than 3 years,,,,,,,,,,Netflix will celebrate its thirtieth anniversary in 3 years.,Netflix will celebrate its thirtieth anniversary in more than 3 years.,,,,,,,,," Netflix was founded in 1997, so it will celebrate its thirtieth anniversary in the year 2027.","1. In the year 2027, Netflix will mark its thirty-year milestone since its founding in 1997.;2. The year 2027 will be the thirty-year anniversary for Netflix, which was established in 1997.;3. Netflix, founded in 1997, will celebrate its thirtieth anniversary in the year 2027.;4. Thirty years after its inception in 1997, Netflix will celebrate its anniversary in the year 2027.;5. In 2027, Netflix will commemorate its thirty-year anniversary, having been founded in 1997.",NO;NO;NO;NO;NO,"1. Netflix will not celebrate its thirtieth anniversary in the year 2027.;2. The year 2027 is not when Netflix will celebrate its thirtieth anniversary.;3. Netflix was not founded in 1997, so it will not celebrate its thirtieth anniversary.;4. Netflix will celebrate its thirtieth anniversary before the year 2027.;5. The year 2027 is not the year Netflix was founded, so it will not celebrate its thirtieth anniversary in that year.",YES;YES;YES;NO;YES
139,139,139,463,TEST,How old is the world's oldest verified living person?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_the_verified_oldest_people#:~:text=The%20oldest%20known%20living%20person%20is%20Maria%20Branyas%20of%20Spain%20(born%20in%20the%20USA)%2C%20aged%20117%C2%A0years,117 years old,117,,,,,,,,,,The world's oldest verified living person is 117 years old.,The world's oldest verified living person is 117 years old.,,,,,,,,," The world's oldest verified living person as of March 2023 is Jeanne Calment from France, who lived to be 122 years and 164 days old.","1. As of March 2023, Jeanne Calment from France, the world's oldest verified living person, reached an age of 122 years and 164 days.;2. The age of the world's oldest verified living person, Jeanne Calment from France, is 122 years and 164 days, as of March 2023.;3. Jeanne Calment, a resident of France, holds the title of the world's oldest verified living person, having lived for 122 years and 164 days, as of March 2023.;4. In March 2023, the world's oldest verified living person, Jeanne Calment from France, celebrated her 122nd year and 164 days of life.;5. The world's oldest verified living person, Jeanne Calment from France, has lived for 122 years and 164 days, as of the month of March 2023.",YES;NO;YES;NO;NOT SURE,1. The world's oldest verified living person as of March 2023 is not Jeanne Calment from France.;2. Jeanne Calment from France did not live to be 122 years and 164 days old.;3. The world's oldest verified living person as of March 2023 is not 122 years and 164 days old.;4. Jeanne Calment from France is not the person who lived the longest as of March 2023.;5. The world's oldest verified living person as of March 2023 is not a French citizen named Jeanne Calment.,YES;NO;YES;NO;NO
140,140,140,464,TEST,Is Tesla's stock price above $250 a share?,before 2022,every_time,False,multi-hop,fast-changing,https://www.google.com/finance/quote/TSLA:NASDAQ,No,,,,,,,,,,,"No, Tesla's stock price is not above $250 a share.",,,,,,,,,," As of March 2023, Tesla's stock price is above $250 per share.","1. As of March 2023, the stock price of Tesla exceeds $250 per share.;2. In March 2023, the share price of Tesla surpassed $250.;3. The stock price of Tesla is currently valued at more than $250 per share, as of March 2023.;4. As of the latest data from March 2023, Tesla's stock price stands above $250 per share.;5. In the month of March 2023, Tesla's stock price rose above $250 per share.",NOT SURE;NOT SURE;NOT SURE;NOT SURE;NOT SURE,"1. As of March 2023, Tesla's stock price is not above $250 per share.;2. Tesla's stock price is below $250 per share as of March 2023.;3. In March 2023, Tesla's stock price was not above $250 per share.;4. The stock price of Tesla was not above $250 per share in the month of March 2023.;5. As of March 2023, the stock price of Tesla was below $250 per share.",NO;NO;NO;NO;NO
141,141,141,465,TEST,How old is the richest person in the world?,before 2022,every_time,False,multi-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#58998bff3d78
https://en.wikipedia.org/wiki/Bernard_Arnault#:~:text=March%201949%20(-,age%C2%A075,-)%0ARoubaix%2C%20France",75 years old,75,,,,,,,,,,The richest person in the world is 75 years old.,The richest person in the world is 75 years old.,,,,,,,,," As of 2021, Elon Musk, the richest person in the world, is 50 years old.","1. In the year 2021, Elon Musk, the wealthiest individual globally, turned 50 years old.;2. As of the year 2021, Elon Musk, the world's richest person, celebrated his 50th birthday.;3. Elon Musk, the wealthiest person on the planet in 2021, reached the age of 50.;4. The richest person in the world, Elon Musk, turned 50 years old in the year 2021.;5. In the year 2021, Elon Musk, the world's wealthiest individual, marked his 50th birthday.",NO;NO;NO;NO;NO,"1. The richest person in the world, Elon Musk, is not 50 years old as of 2021.;2. Elon Musk, the richest person in the world, is younger than 50 years old as of 2021.;3. As of 2021, Elon Musk, the richest person in the world, is older than 50 years old.;4. Elon Musk, the richest person in the world, was not 50 years old in 2021.;5. The richest person in the world, Elon Musk, is not currently 50 years old.",YES;NO;NO;NO;YES
142,142,142,466,TEST,How many years ago did John Paul II die?,before 2022,2025-04-02 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Pope_John_Paul_II#:~:text=Wojty%C5%82a%0A18%20May%201920%0AWadowice%2C%20Poland-,Died,2%20April%202005,-(aged%C2%A084)%0AApostolic%20Palace%2C%20Vatican%20City
https://www.tickcounter.com/countup/322749/john-paul-iis-date-of-death",19,19 years,more than 19 years,,,,,,,,,John Paul II died 19 years ago.,John Paul II died 19 years ago.,John Paul II died more than 19 years ago.,,,,,,,, John Paul II passed away in the year 2005.,"1. In the year 2005, John Paul II met his demise.;2. The year 2005 marked the passing of John Paul II.;3. John Paul II's life ended in the year 2005.;4. The year that John Paul II passed away was 2005.;5. John Paul II's death occurred in the year 2005.",YES;YES;NO;YES;NO,"1. John Paul II did not pass away in the year 2005.;2. The year John Paul II passed away was not 2005.;3. John Paul II is still alive (assuming the question is asking about his death, not his birth).;4. The year after John Paul II passed away was not 2006.;5. John Paul II has not passed away yet (assuming the question is asked in a future context).",YES;NO;NO;YES;NO
143,143,143,467,TEST,How long has it been since the Eiffel Tower's inauguration?,before 2022,2025-03-31 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Eiffel_Tower#:~:text=March%201889%3B-,135%20years%20ago,-%5B1%5D
https://www.tickcounter.com/countup/322751/eiffel-towers-inauguration",135,135 years,more than 135 years,,,,,,,,,It has been 135 years since the Eiffel Tower's inauguration.,It has been 135 years since the Eiffel Tower's inauguration.,It has been more than 135 years since the Eiffel Tower's inauguration.,,,,,,,," The Eiffel Tower was inaugurated on March 31, 1889, making it 133 years since its opening.","1. It has been 133 years since the Eiffel Tower was officially opened on March 31, 1889.;2. The Eiffel Tower was inaugurated on March 31, 1889, marking 133 years of its existence.;3. Exactly 133 years have passed since the Eiffel Tower's grand opening on March 31, 1889.;4. The Eiffel Tower, inaugurated on March 31, 1889, has been standing for 133 years.;5. Since its inauguration on March 31, 1889, the Eiffel Tower has been a part of history for 133 years.",NO;YES;NO;YES;YES,"1. It has not been 133 years since the Eiffel Tower's inauguration.;2. The Eiffel Tower was not inaugurated on March 31, 1889.;3. The Eiffel Tower's opening was not 133 years ago.;4. It has been less than 133 years since the Eiffel Tower's inauguration.;5. The Eiffel Tower was not inaugurated 133 years ago.",NO;NO;NO;NO;YES
