,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
108,108,108,432,TEST,Who won the latest NBA championship?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_NBA_champions#Results_by_team:~:text=2023-,Denver%20Nuggets,-(1)%20(1",Denver Nuggets,,,,,,,,,,,The Denver Nuggets won the latest NBA championship.,,,,,,,,,,The Denver Nuggets won the latest NBA championship in 2023.,"The Denver Nuggets won the latest NBA championship in 2023.;The Denver Nuggets won the latest NBA championship in 2023.;The Denver Nuggets won the latest NBA championship in 2023.;As of 2023, the Denver Nuggets won the latest NBA championship.;The Denver Nuggets won the latest NBA championship in 2023.;The latest NBA championship was won by the Denver Nuggets in 2023.;The Denver Nuggets won the latest NBA championship in 2023.;The Denver Nuggets won the latest NBA championship in 2023.;The Denver Nuggets won the latest NBA championship in 2023.;The Denver Nuggets won the latest NBA championship in 2023.","1. The latest NBA championship in 2023 was claimed by the Denver Nuggets.;2. In 2023, the Denver Nuggets emerged as the winners of the latest NBA championship.;3. The Denver Nuggets secured the latest NBA championship title in 2023.;4. The 2023 NBA championship was won by the Denver Nuggets.;5. The Denver Nuggets triumphed in the latest NBA championship held in 2023.",YES;YES;YES;YES;YES,"1. The Denver Nuggets did not win the latest NBA championship in 2023.;2. The latest NBA championship in 2023 was not won by the Denver Nuggets.;3. In 2023, the Denver Nuggets did not secure the latest NBA championship.;4. The 2023 NBA championship was not claimed by the Denver Nuggets.;5. The latest NBA championship was not won by the Denver Nuggets in 2023.",NO;NO;NO;NO;NO,0.0
109,109,109,433,TEST,How much does the Netflix basic plan without ads cost in the US?,before 2022,frequently,False,one-hop,fast-changing,"https://help.netflix.com/en/node/24926#:~:text=Standard%3A-,%2415.49%20/%20month,-(extra%20member",$15.49,$15.49/month,$15.49 a month,$15.49 per month,,,,,,,,The Netflix basic plan without ads costs $15.49 in the US.,The Netflix basic plan without ads in the US costs $15.49 per month.,The Netflix basic plan without ads in the US costs $15.49 a month.,The Netflix basic plan without ads in the US costs $15.49 per month.,,,,,,,The Netflix basic plan without ads costs $9.99 per month in the US as of 2023.,"As of 2023, the Netflix basic plan without ads costs $9.99 per month in the US.;The Netflix basic plan without ads costs $9.99 per month in the US.;The Netflix basic plan without ads costs $9.99 per month in the US.;The Netflix basic plan without ads costs $9.99 per month in the US.;As of 2023, the Netflix basic plan without ads costs $9.99 per month in the US.;The Netflix basic plan without ads costs $9.99 per month in the US as of October 2023.;As of 2023, the Netflix basic plan without ads costs $9.99 per month in the US.;As of October 2023, the Netflix basic plan without ads costs $11.99 per month in the US.;As of 2023, the Netflix basic plan without ads costs $9.99 per month in the US.;The Netflix basic plan without ads costs $9.99 per month in the US as of 2023.","1. As of 2023, the cost of the Netflix basic plan without ads in the US is $9.99 per month.;2. In the US, the monthly fee for the Netflix basic plan without ads is $9.99 as of 2023.;3. The price for the Netflix basic plan without ads in the US is $9.99 per month as of 2023.;4. As of 2023, the monthly charge for the Netflix basic plan without ads in the US is $9.99.;5. The Netflix basic plan without ads costs $9.99 per month in the US as of the year 2023.",NOT SURE;YES;NOT SURE;YES;NOT SURE,"1. The Netflix basic plan without ads does not cost $9.99 per month in the US as of 2023.;2. The cost of the Netflix basic plan without ads in the US as of 2023 is not $9.99 per month.;3. In the US, the Netflix basic plan without ads does not have a monthly cost of $9.99 as of 2023.;4. As of 2023, the Netflix basic plan without ads is not priced at $9.99 per month in the US.;5. $9.99 per month is not the cost of the Netflix basic plan without ads in the US as of 2023.",NOT SURE;NOT SURE;YES;NOT SURE;YES,0.9
110,110,110,434,TEST,What is the release name of the latest version of the macOS operating system?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/MacOS_version_history#Releases:~:text=May%2013%2C%202024)-,macOS%2014,Sonoma,-23",Sonoma,macOS 14 Sonoma,,,,,,,,,,The release name of the latest version of the macOS operating system is Sonoma.,"The release name of the latest version of the macOS operating system is macOS 14 Sonoma, which brings a range of new features and improvements to enhance the user experience.",,,,,,,,,The release name of the latest version of the macOS operating system is macOS Sonoma.,The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.;The release name of the latest version of the macOS operating system is macOS Sonoma.,1. macOS Sonoma is the release name of the latest version of the macOS operating system.;2. The latest version of the macOS operating system is named macOS Sonoma.;3. The most recent macOS operating system release is called macOS Sonoma.;4. The newest version of the macOS operating system goes by the name macOS Sonoma.;5. The current release name for the latest macOS operating system is macOS Sonoma.,YES;NOT SURE;NOT SURE;YES;YES,1. The release name of the latest version of the macOS operating system is not macOS Sonoma.;2. macOS Sonoma is not the release name of the latest version of the macOS operating system.;3. The latest version of the macOS operating system is not called macOS Sonoma.;4. The macOS operating system's latest version does not have the release name macOS Sonoma.;5. macOS Sonoma is not the name of the latest macOS operating system release.,NOT SURE;NOT SURE;NOT SURE;NOT SURE;NO,0.0
111,111,111,435,TEST,How many novels has Stephen King published?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Stephen_King_bibliography#Novels:~:text=of%20Maine.-,Novels,-%5Bedit%5D",66 novels,66,over 65 novels,over 65,,,,,,,,Stephen King has published a total of 66 novels throughout his career.,Stephen King has published 66 novels in total.,Stephen King has published over 65 novels throughout his career.,Stephen King has published over 65 novels throughout his career.,,,,,,,"As of 2023, Stephen King has published over 65 novels.","As of 2023, Stephen King has published over 65 novels.;As of 2023, Stephen King has published 65 novels.;As of 2023, Stephen King has published 65 novels.;As of 2023, Stephen King has published over 65 novels.;As of 2023, Stephen King has published over 65 novels.;As of 2023, Stephen King has published over 65 novels.;As of 2023, Stephen King has published over 65 novels.;As of 2023, Stephen King has published over 65 novels.;As of 2023, Stephen King has published 65 novels.;As of 2023, Stephen King has published over 65 novels.","1. By 2023, Stephen King has released more than 65 novels.;2. Stephen King has authored upwards of 65 novels as of 2023.;3. As of the year 2023, Stephen King's bibliography includes over 65 novels.;4. More than 65 novels have been published by Stephen King as of 2023.;5. As of 2023, the number of novels published by Stephen King exceeds 65.",YES;YES;YES;YES;YES,"1. As of 2023, Stephen King has not published over 65 novels.;2. Stephen King has published fewer than 65 novels as of 2023.;3. As of 2023, Stephen King has published less than 65 novels.;4. Stephen King has not published more than 65 novels as of 2023.;5. As of 2023, Stephen King has published under 65 novels.",NO;NO;NO;NO;NO,0.3
112,112,112,436,TEST,Who is the starting running back for the San Francisco 49ers?,before 2022,frequently,False,one-hop,fast-changing,"https://www.espn.com/nfl/team/depth/_/name/sf/san-francisco-49ers#:~:text=QB-,RB,-WR",Christian McCaffrey,,,,,,,,,,,Christian McCaffrey is not the starting running back for the San Francisco 49ers.,,,,,,,,,,The starting running back for the San Francisco 49ers is Christian McCaffrey.,"The starting running back for the San Francisco 49ers is Christian McCaffrey.;The starting running back for the San Francisco 49ers is Christian McCaffrey.;The starting running back for the San Francisco 49ers is Christian McCaffrey.;As of the 2023 NFL season, the starting running back for the San Francisco 49ers is Christian McCaffrey.;As of the 2023 NFL season, the starting running back for the San Francisco 49ers is Christian McCaffrey.;The starting running back for the San Francisco 49ers is Christian McCaffrey.;The starting running back for the San Francisco 49ers is Christian McCaffrey.;The starting running back for the San Francisco 49ers is Christian McCaffrey.;The starting running back for the San Francisco 49ers is Christian McCaffrey.;The starting running back for the San Francisco 49ers is Christian McCaffrey.","1. Christian McCaffrey is the starting running back for the San Francisco 49ers.;2. The San Francisco 49ers have Christian McCaffrey as their starting running back.;3. The player who starts as running back for the San Francisco 49ers is Christian McCaffrey.;4. For the San Francisco 49ers, Christian McCaffrey is the primary running back.;5. The San Francisco 49ers' starting running back position is held by Christian McCaffrey.",YES;YES;NOT SURE;YES;NOT SURE,1. The starting running back for the San Francisco 49ers is not Christian McCaffrey.;2. Christian McCaffrey is not the starting running back for the San Francisco 49ers.;3. The San Francisco 49ers do not have Christian McCaffrey as their starting running back.;4. Christian McCaffrey does not start as the running back for the San Francisco 49ers.;5. The San Francisco 49ers' starting running back is not Christian McCaffrey.,NOT SURE;NO;NO;NO;NO,0.0
113,113,113,437,TEST,Which game won the Spiel des Jahres award most recently?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Spiel_des_Jahres#All_winners:~:text=AEG%2C%20and%20Kosmos-,2023,Dorfromantik,-Michael%20Palm%20and",Dorfromantik,,,,,,,,,,,"Dorfromantik, a peaceful and strategic tile-laying game, won the Spiel des Jahres award most recently.",,,,,,,,,,"The game ""Cascadia"" won the Spiel des Jahres award most recently in 2022.","The game ""Dorfromantik: The Board Game"" won the Spiel des Jahres award most recently in 2023.;The game ""Cascadia"" won the Spiel des Jahres award most recently in 2022.;The most recent game to win the Spiel des Jahres award in 2023 is ""Dorfromantik: Das Brettspiel."";The game ""Dorfromantik: The Board Game"" won the Spiel des Jahres award most recently in 2023.;As of 2023, the game ""Dorfromantik: The Board Game"" won the Spiel des Jahres award most recently.;The game that won the Spiel des Jahres award most recently in 2023 is ""Dorfromantik: The Board Game."";The game that won the Spiel des Jahres award most recently is ""Cascadia"" in 2022.;The most recent winner of the Spiel des Jahres award in 2023 is ""Dorfromantik."";The game ""Cascadia"" won the Spiel des Jahres award most recently in 2022.;The game ""Cascadia"" won the Spiel des Jahres award most recently in 2022.","1. The most recent winner of the Spiel des Jahres award is the game ""Cascadia,"" which won in 2022.;2. In 2022, the game ""Cascadia"" was awarded the most recent Spiel des Jahres.;3. ""Cascadia"" secured the most recent Spiel des Jahres award in 2022.;4. The game that most recently received the Spiel des Jahres award is ""Cascadia,"" winning in 2022.;5. ""Cascadia"" was the most recent recipient of the Spiel des Jahres award, achieving this in 2022.",YES;YES;YES;YES;YES,"1. The game ""Cascadia"" did not win the Spiel des Jahres award most recently in 2022.;2. ""Cascadia"" was not the most recent winner of the Spiel des Jahres award in 2022.;3. The most recent Spiel des Jahres award in 2022 was not won by ""Cascadia."";4. In 2022, ""Cascadia"" did not receive the most recent Spiel des Jahres award.;5. The Spiel des Jahres award most recently in 2022 was not awarded to ""Cascadia.""",YES;NO;NO;YES;NO,0.0
114,114,114,438,TEST,What is the title of Stephen King's most recent novel?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Stephen_King_bibliography#Novels:~:text=599-,2023,Holly,-%5B4%5D%5B5",Holly,,,,,,,,,,,"The title of Stephen King's most recent novel is ""Holly.""",,,,,,,,,,"The title of Stephen King's most recent novel is ""Holly,"" published in September 2023.","The title of Stephen King's most recent novel is ""Holly,"" published in 2023.;The title of Stephen King's most recent novel is ""Holly,"" published in 2023.;The title of Stephen King's most recent novel, released in September 2023, is ""Holly."";The title of Stephen King's most recent novel, as of 2023, is ""Holly."";The title of Stephen King's most recent novel is ""Holly,"" which was published in September 2023.;The title of Stephen King's most recent novel, published in September 2023, is ""Holly."";The title of Stephen King's most recent novel is ""Holly,"" published in 2023.;The title of Stephen King's most recent novel is ""Holly,"" published in 2023.;The title of Stephen King's most recent novel, published in 2023, is ""Holly."";The title of Stephen King's most recent novel is ""Holly,"" published in September 2023.","1. Stephen King's latest novel, released in September 2023, is titled ""Holly."";2. ""Holly"" is the name of the most recent novel by Stephen King, published in September 2023.;3. The most current novel by Stephen King, as of September 2023, is called ""Holly."";4. In September 2023, Stephen King published his newest novel, titled ""Holly."";5. The latest work from Stephen King, published in September 2023, is named ""Holly.""",YES;YES;YES;YES;YES,"1. The title of Stephen King's most recent novel is not ""Holly."";2. Stephen King's most recent novel was not published in September 2023.;3. ""Holly"" is not the title of Stephen King's most recent novel.;4. Stephen King's most recent novel is not titled ""Holly."";5. Stephen King's latest novel was not released in September 2023.",NOT SURE;NOT SURE;NOT SURE;NOT SURE;NOT SURE,0.0
115,115,115,439,TEST,Who won the latest Ballon D'or?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Ballon_d%27Or#Winners:~:text=175-,2023,Lionel%20Messi,-Inter%20Miami%5Bnote",Lionel Messi,,,,,,,,,,,Lionel Messi won the latest Ballon D'or.,,,,,,,,,,"As of 2022, Karim Benzema won the latest Ballon d'Or.","As of 2023, the latest Ballon d'Or winner is Karim Benzema.;As of 2022, Karim Benzema won the latest Ballon d'Or.;As of 2023, Lionel Messi won the latest Ballon d'Or.;As of 2022, Karim Benzema won the latest Ballon d'Or.;As of 2022, Karim Benzema won the latest Ballon d'Or.;As of 2023, the latest Ballon d'Or was awarded to Lionel Messi.;As of 2023, Lionel Messi won the latest Ballon d'Or.;As of 2023, the latest Ballon d'Or winner is Karim Benzema, who won the award in 2022.;As of 2022, Karim Benzema won the latest Ballon d'Or.;As of 2022, Karim Benzema won the latest Ballon d'Or.","1. As of 2022, the latest Ballon d'Or was awarded to Karim Benzema.;2. Karim Benzema is the recipient of the most recent Ballon d'Or as of 2022.;3. The latest Ballon d'Or, as of 2022, was won by Karim Benzema.;4. In 2022, Karim Benzema secured the latest Ballon d'Or.;5. The most recent Ballon d'Or winner, as of 2022, is Karim Benzema.",YES;YES;YES;YES;YES,"1. As of 2022, Karim Benzema did not win the latest Ballon d'Or.;2. Karim Benzema was not the winner of the latest Ballon d'Or as of 2022.;3. The latest Ballon d'Or was not won by Karim Benzema as of 2022.;4. As of 2022, the latest Ballon d'Or was not awarded to Karim Benzema.;5. Karim Benzema did not receive the latest Ballon d'Or as of 2022.",NO;NO;NO;NO;NO,0.0
116,116,116,440,TEST,Who won the most recent Time Magazine's Athlete of the Year?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Time_Person_of_the_Year#Athlete_of_the_Year:~:text=62%5B160%5D-,2023,Lionel%20Messi,-Argentine%20footballer%2C%20won",Lionel Messi,,,,,,,,,,,Lionel Messi won the most recent Time Magazine's Athlete of the Year.,,,,,,,,,,"The most recent Time Magazine's Athlete of the Year, as of 2022, is Aaron Judge.","The most recent Time Magazine's Athlete of the Year, as of 2022, is Aaron Judge.;Lionel Messi was named Time Magazine's Athlete of the Year for 2022.;The most recent Time Magazine's Athlete of the Year, as of 2022, is Aaron Judge.;The most recent Time Magazine's Athlete of the Year, as of 2022, is Aaron Judge.;The most recent Time Magazine's Athlete of the Year, as of 2022, was Aaron Judge.;The most recent Time Magazine's Athlete of the Year, as of 2022, is Aaron Judge.;The most recent Time Magazine's Athlete of the Year is Aaron Judge, who was honored in 2022.;The most recent Time Magazine's Athlete of the Year, as of 2022, is Aaron Judge, an American professional baseball player.;The most recent Time Magazine's Athlete of the Year was Simone Biles in 2021.;The most recent Time Magazine's Athlete of the Year, as of 2022, is Aaron Judge.","1. Aaron Judge is the recipient of Time Magazine's Athlete of the Year for 2022.;2. As of 2022, Aaron Judge has been honored as Time Magazine's Athlete of the Year.;3. The title of Time Magazine's Athlete of the Year for 2022 was awarded to Aaron Judge.;4. In 2022, Aaron Judge was named Time Magazine's Athlete of the Year.;5. Time Magazine's Athlete of the Year for the most recent year, 2022, is Aaron Judge.",YES;NO;NO;YES;NOT SURE,"1. The most recent Time Magazine's Athlete of the Year, as of 2022, is not Aaron Judge.;2. Aaron Judge is not the most recent Time Magazine's Athlete of the Year, as of 2022.;3. As of 2022, Aaron Judge did not win the most recent Time Magazine's Athlete of the Year.;4. The most recent Time Magazine's Athlete of the Year, as of 2022, was not awarded to Aaron Judge.;5. Aaron Judge was not named the most recent Time Magazine's Athlete of the Year, as of 2022.",NOT SURE;YES;YES;YES;YES,0.2
117,117,117,441,TEST,What video game won the most recent Game Award for Game of the Year?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/The_Game_Award_for_Game_of_the_Year#Winners_and_nominees:~:text=2023-,Baldur%27s%20Gate%203,-%E2%80%A1",Baldur's Gate 3,,,,,,,,,,,"Baldur's Gate 3 won the most recent Game Award for Game of the Year, showcasing its immersive gameplay and captivating storyline.",,,,,,,,,,"As of the most recent Game Awards held in December 2022, ""Elden Ring"" won the Game of the Year.","The most recent Game Award for Game of the Year was won by ""Elden Ring"" in 2022.;As of the most recent Game Awards held in December 2022, ""Elden Ring"" won the Game of the Year.;As of the most recent Game Awards, ""Elden Ring"" won the Game of the Year.;The most recent Game Award for Game of the Year was won by ""Elden Ring"" in 2022.;The most recent Game Award for Game of the Year was won by ""Elden Ring"" in 2022.;As of the most recent Game Awards, ""Elden Ring"" won the Game of the Year award in 2022.;As of the most recent Game Awards in 2022, ""Elden Ring"" won the Game of the Year.;The most recent Game Award for Game of the Year was won by ""Elden Ring"" in 2022.;As of 2022, ""Elden Ring"" won the most recent Game Award for Game of the Year.;As of the most recent Game Awards held in December 2022, ""Elden Ring"" won the Game of the Year.","1. ""Elden Ring"" was awarded Game of the Year at the most recent Game Awards held in December 2022.;2. The Game of the Year at the latest Game Awards in December 2022 was ""Elden Ring."";3. In December 2022, ""Elden Ring"" received the Game of the Year honor at the most recent Game Awards.;4. The most recent Game Awards, held in December 2022, saw ""Elden Ring"" winning Game of the Year.;5. At the latest Game Awards in December 2022, ""Elden Ring"" took home the Game of the Year title.",YES;YES;YES;YES;YES,"1. As of the most recent Game Awards held in December 2022, ""Elden Ring"" did not win the Game of the Year.;2. ""Elden Ring"" did not win the Game of the Year at the most recent Game Awards held in December 2022.;3. The Game of the Year at the most recent Game Awards held in December 2022 was not ""Elden Ring."";4. At the most recent Game Awards held in December 2022, ""Elden Ring"" was not awarded Game of the Year.;5. The most recent Game Awards held in December 2022 did not award ""Elden Ring"" as Game of the Year.",NO;NO;NO;NO;NO,0.0
118,118,118,442,TEST,How many undergraduate students enrolled in Reed College in the most recent fall semester?,before 2022,Fall 2024,False,one-hop,fast-changing,"https://www.reed.edu/ir/enrollment.html#:~:text=603%20(42%25)-,1439,-Graduate","1,439",1439,,,,,,,,,,"In the most recent fall semester, 1,439 undergraduate students enrolled in Reed College.","In the most recent fall semester, 1439 undergraduate students enrolled in Reed College.",,,,,,,,,"In the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.","Reed College had approximately 1,400 undergraduate students enrolled in the most recent fall semester.;In the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.;As of the most recent fall semester, approximately 1,500 undergraduate students were enrolled at Reed College.;In the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.;As of the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.;As of the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.;In the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.;As of the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.;As of the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.;In the most recent fall semester, Reed College had approximately 1,400 undergraduate students enrolled.","1. In the most recent fall semester, Reed College enrolled around 1,400 undergraduate students.;2. Approximately 1,400 undergraduate students were enrolled at Reed College in the most recent fall semester.;3. Reed College had an enrollment of about 1,400 undergraduate students in the most recent fall semester.;4. The most recent fall semester saw Reed College with roughly 1,400 undergraduate students enrolled.;5. Reed College's undergraduate enrollment in the most recent fall semester was approximately 1,400 students.",NOT SURE;NOT SURE;NOT SURE;YES;NOT SURE,"1. In the most recent fall semester, Reed College did not have approximately 1,400 undergraduate students enrolled.;2. Reed College had fewer than 1,400 undergraduate students enrolled in the most recent fall semester.;3. Reed College had more than 1,400 undergraduate students enrolled in the most recent fall semester.;4. Approximately 1,400 undergraduate students were not enrolled at Reed College in the most recent fall semester.;5. In the most recent fall semester, Reed College had significantly different from 1,400 undergraduate students enrolled.",NOT SURE;NOT SURE;NOT SURE;NOT SURE;NO,0.1
119,119,119,443,TEST,What is the latest United States jurisdiction to legalize the recreational use of cannabis?,before 2022,every_time,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Legality_of_cannabis_by_U.S._jurisdiction#Legalization_timeline:~:text=Legislative%20bill-,Ohio,December%207%2C%202023,-Not%20yet%20started",Ohio,,,,,,,,,,,Ohio is the latest United States jurisdiction to legalize the recreational use of cannabis.,,,,,,,,,,"As of 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis.","As of 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis.;As of my last update in October 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis.;The latest United States jurisdiction to legalize the recreational use of cannabis is Minnesota, which passed legislation in May 2023.;As of my latest update in October 2023, Minnesota is the most recent United States jurisdiction to legalize the recreational use of cannabis, with the law taking effect on August 1, 2023.;As of my last update in October 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis.;As of my knowledge cutoff in October 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis, with the law taking effect on August 1, 2023.;The latest United States jurisdiction to legalize the recreational use of cannabis is Minnesota, which passed legislation in May 2023.;As of 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis.;As of my last update in 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis.;As of 2023, Minnesota is the latest United States jurisdiction to legalize the recreational use of cannabis.","1. As of 2023, Minnesota is the most recent United States jurisdiction to permit the recreational use of cannabis.;2. Minnesota is the newest United States jurisdiction to authorize the recreational use of cannabis as of 2023.;3. In 2023, Minnesota became the latest United States jurisdiction to legalize cannabis for recreational purposes.;4. The latest United States jurisdiction to legalize recreational cannabis use, as of 2023, is Minnesota.;5. As of 2023, Minnesota stands as the most recent United States jurisdiction to legalize cannabis for recreational use.",YES;NOT SURE;YES;YES;NOT SURE,"1. As of 2023, Minnesota is not the latest United States jurisdiction to legalize the recreational use of cannabis.;2. Minnesota is not the latest United States jurisdiction to legalize the recreational use of cannabis as of 2023.;3. The latest United States jurisdiction to legalize the recreational use of cannabis is not Minnesota as of 2023.;4. As of 2023, the recreational use of cannabis has not been legalized in Minnesota.;5. Minnesota did not legalize the recreational use of cannabis as the latest United States jurisdiction in 2023.",NOT SURE;NOT SURE;NOT SURE;NO;NOT SURE,0.0
120,120,120,444,TEST,Who won the most recent Super Bowl?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Super_Bowl_champions#Super_Bowl_championship_(1966%E2%80%93present):~:text=(2023)-,Kansas%20City%20Chiefs,-A%0A(6%2C",Kansas City Chiefs,,,,,,,,,,,The Kansas City Chiefs won the most recent Super Bowl.,,,,,,,,,,The Kansas City Chiefs won the most recent Super Bowl (Super Bowl LVII) in February 2023.,"The Kansas City Chiefs won the most recent Super Bowl, Super Bowl LVII, held in February 2023.;As of my knowledge cutoff in October 2021, the most recent Super Bowl (Super Bowl LV) was won by the Tampa Bay Buccaneers.;The Kansas City Chiefs won the most recent Super Bowl, Super Bowl LVII, held in February 2023.;The Kansas City Chiefs won the most recent Super Bowl (Super Bowl LVII) in 2023.;The Kansas City Chiefs won the most recent Super Bowl, Super Bowl LVII, held in February 2023.;The Kansas City Chiefs won the most recent Super Bowl, Super Bowl LVII, held in February 2023.;As of 2023, the Kansas City Chiefs won the most recent Super Bowl, Super Bowl LVII.;The Kansas City Chiefs won the most recent Super Bowl (Super Bowl LVII) in February 2023.;As of the most recent Super Bowl, the Kansas City Chiefs won Super Bowl LVII.;The Kansas City Chiefs won the most recent Super Bowl (Super Bowl LVII) in February 2023.","1. The most recent Super Bowl (Super Bowl LVII) in February 2023 was won by the Kansas City Chiefs.;2. In February 2023, the Kansas City Chiefs emerged victorious in the most recent Super Bowl (Super Bowl LVII).;3. The Kansas City Chiefs claimed victory in the latest Super Bowl (Super Bowl LVII) held in February 2023.;4. Super Bowl LVII, held in February 2023, saw the Kansas City Chiefs as the winners.;5. The Kansas City Chiefs secured the win in the most recent Super Bowl (Super Bowl LVII) in February 2023.",YES;YES;YES;YES;YES,1. The Kansas City Chiefs did not win the most recent Super Bowl.;2. The most recent Super Bowl was not won by the Kansas City Chiefs.;3. The Kansas City Chiefs were not the winners of Super Bowl LVII in February 2023.;4. Super Bowl LVII in February 2023 was not won by the Kansas City Chiefs.;5. The winners of the most recent Super Bowl were not the Kansas City Chiefs.,NOT SURE;NOT SURE;NO;NO;NOT SURE,0.1
121,121,121,445,TEST,What is the most recent Walt Disney Animation Studios's animated film?,before 2022,2024-11-27 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films#:~:text=Henry%20Jackman-,November%2022%2C%202023,Wish,-Chris%20Buck%0AFawn",Wish,,,,,,,,,,,"The most recent Walt Disney Animation Studios's animated film is ""Wish.""",,,,,,,,,,"The most recent Walt Disney Animation Studios' animated film is ""Strange World,"" released in November 2022.","The most recent Walt Disney Animation Studios' animated film is ""Wish,"" scheduled for release in November 2023.;The most recent Walt Disney Animation Studios's animated film is ""Strange World,"" released in 2022.;The most recent Walt Disney Animation Studios' animated film is ""Strange World,"" released in November 2022.;The most recent Walt Disney Animation Studios' animated film is ""Strange World,"" released in November 2022.;The most recent Walt Disney Animation Studios' animated film is ""Strange World,"" released in 2022.;The most recent Walt Disney Animation Studios animated film is ""Wish,"" set to be released in November 2023.;The most recent Walt Disney Animation Studios's animated film is ""Strange World,"" released in November 2022.;The most recent Walt Disney Animation Studios animated film is ""Strange World,"" released in 2022.;The most recent Walt Disney Animation Studios animated film is ""Wish,"" set to be released in November 2023.;The most recent Walt Disney Animation Studios' animated film is ""Strange World,"" released in November 2022.","1. ""Strange World,"" released in November 2022, is the latest animated film from Walt Disney Animation Studios.;2. The newest animated film by Walt Disney Animation Studios is ""Strange World,"" which came out in November 2022.;3. Walt Disney Animation Studios' most current animated film is ""Strange World,"" released in November 2022.;4. The most up-to-date animated film from Walt Disney Animation Studios is ""Strange World,"" which premiered in November 2022.;5. ""Strange World,"" which debuted in November 2022, is the most recent animated film by Walt Disney Animation Studios.",YES;YES;NOT SURE;YES;YES,"1. The most recent Walt Disney Animation Studios' animated film is not ""Strange World,"" released in November 2022.;2. ""Strange World,"" released in November 2022, is not the most recent Walt Disney Animation Studios' animated film.;3. The most recent animated film by Walt Disney Animation Studios was not released in November 2022.;4. Walt Disney Animation Studios' latest animated film is not ""Strange World."";5. ""Strange World"" is not the latest animated film from Walt Disney Animation Studios.",NOT SURE;YES;NOT SURE;NOT SURE;YES,0.3
