id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score,hallucination_check,score
293,TEST,Who is the director of the movie The Room?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/The_Room#:~:text=Theatrical%20release%20poster-,Directed%20by,Tommy%20Wiseau,-Written%20by",Tommy Wiseau,Thomas P. Wiseau,Thomas Wiseau,,,,,,,,,The director of the movie The Room is Tommy Wiseau.,"The director of the movie ""The Room"" is Tommy Wiseau.;Tommy Wiseau is the director of the movie The Room.;Tommy Wiseau is the director of the movie ""The Room."";The director of the movie ""The Room"" is Tommy Wiseau.;The director of the movie ""The Room"" is Tommy Wiseau.;The director of the movie ""The Room"" is Tommy Wiseau.;The director of the movie ""The Room"" is Tommy Wiseau.;Tommy Wiseau is the director of the movie The Room, a cult classic known for its unconventional storytelling and performances.;The director of the movie ""The Room"" is Tommy Wiseau.;The director of the movie The Room is Tommy Wiseau.",1. Tommy Wiseau directed the film known as The Room.;2. The individual responsible for directing The Room is Tommy Wiseau.;3. Tommy Wiseau is the director behind The Room.;4. The filmmaker of The Room goes by the name of Tommy Wiseau.;5. The movie The Room was directed by Tommy Wiseau.,YES;YES;YES;YES;YES,1. Tommy Wiseau is not the director of the movie The Room.;2. The director of the movie The Room is not Tommy Wiseau.;3. Tommy Wiseau did not direct the movie The Room.;4. The movie The Room is not directed by Tommy Wiseau.;5. The director of the movie The Room is someone other than Tommy Wiseau.,NO;NO;NO;NO;NO,0,no,0
294,TEST,How many years did the Hundred Years' War last?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Hundred_Years%27_War#:~:text=116%C2%A0years%2C%204%C2%A0months%2C%203%C2%A0weeks%20and%204%C2%A0days,116 years,116,"116 years, 4 months, 3 weeks and 4 days","116 years, 4 months, and 3 weeks",116 years and 4 months,,,,,,,"The Hundred Years' War lasted for 116 years, from 1337 to 1453.","The Hundred Years' War actually lasted for 116 years, from 1337 to 1453.;The Hundred Years' War lasted for 116 years, from 1337 to 1453.;The Hundred Years' War lasted for 116 years, from 1337 to 1453.;The Hundred Years' War lasted 116 years from 1337 to 1453.;The Hundred Years' War lasted for 116 years, from 1337 to 1453.;The Hundred Years' War lasted for 116 years, from 1337 to 1453.;The Hundred Years' War lasted 116 years, from 1337 to 1453.;The Hundred Years' War lasted for 116 years, from 1337 to 1453.;The Hundred Years' War lasted for 116 years, from 1337 to 1453, with intermittent periods of peace.;The Hundred Years' War lasted for 116 years, from 1337 to 1453.","1. The conflict known as the Hundred Years' War spanned 116 years, running from 1337 to 1453.;2. From 1337 to 1453, the Hundred Years' War endured for a total of 116 years.;3. The duration of the Hundred Years' War extended for 116 years, beginning in 1337 and concluding in 1453.;4. The span of time that the Hundred Years' War encompassed was 116 years, lasting from 1337 to 1453.;5. Commencing in 1337 and concluding in 1453, the Hundred Years' War persisted for a total of 116 years.",YES;NO;NO;YES;NO,"1. The Hundred Years' War did not last for 116 years, from 1337 to 1453.;2. The Hundred Years' War did not last 116 years, but a different period.;3. The Hundred Years' War did not extend from 1337 to 1453 for 116 years.;4. The Hundred Years' War did not end in 1453 after 116 years.;5. The Hundred Years' War did not take place for 116 years from 1337.",YES;YES;NO;YES;YES,0,no,0.7
295,TEST,On which side do people stand on the escalator in Tokyo?,before 2022,,FALSE,one-hop,never-changing,https://www.myjrpass.com/ja/blog/Escalator_Rules_Japan#:~:text=In%20Tokyo%2C%20people%20stand%20on%20the%20left%20side,left,left side,,,,,,,,,,"In Tokyo, people stand on the left side of the escalator, leaving the right side free for those who want to walk up or down.","People stand on the left side of the escalator in Tokyo to allow space for others to walk on the right side.;In Tokyo, people stand on the left side of the escalator and walk on the right side.;In Tokyo, people stand on the left side of the escalator to allow others to walk on the right side.;People stand on the left side of the escalator in Tokyo to allow space for those who are in a hurry to walk on the right side.;In Tokyo, people stand on the left side of the escalator to allow others to pass on the right.;People stand on the left side of the escalator in Tokyo to allow others to walk on the right side.;People stand on the left side of the escalator in Tokyo to leave the right side free for those who wish to walk up or down.;In Tokyo, people stand on the left side of the escalator to allow others to pass on the right side.;In Tokyo, people stand on the left side of the escalator to allow others to pass on the right side.;In Tokyo, people stand on the left side of the escalator, leaving the right side free for those who want to walk up or down.","1. In Tokyo, individuals typically remain on the left side of the escalator, reserving the right side for those who prefer to walk up or down.;2. The standard practice in Tokyo is for people to position themselves on the left side of the escalator, allowing the right side to be open for those who wish to walk.;3. Tokyo residents usually stand on the left side of the escalator, keeping the right side clear for those who opt to walk.;4. In Tokyo, it is customary for individuals to stand on the left side of the escalator, keeping the right side unobstructed for those who want to walk.;5. People in Tokyo habitually choose the left side of the escalator to stand on, leaving the right side available for those who prefer to walk.",YES;YES;YES;YES;YES,"1. In Tokyo, people do not stand on the left side of the escalator.;2. People in Tokyo do not leave the right side of the escalator free for walking.;3. The right side of the escalator in Tokyo is not kept clear for those who want to walk.;4. People in Tokyo do not prioritize the left side for standing on the escalator.;5. Standing on the right side of the escalator in Tokyo is not uncommon.",NO;NO;NO;NO;YES,0,no,0.1
296,TEST,In which month does the Japanese school year start?,before 2022,,FALSE,one-hop,never-changing,https://education.jnto.go.jp/en/school-in-japan/japanese-education-system/#:~:text=In%20principle%2C%20the%20school%20year%20begins%20in%20April%20and%20ends%20in%20March%20of%20the%20following%20year.,April,,,,,,,,,,,The Japanese school year typically starts in April.,The Japanese school year typically starts in April.;The Japanese school year typically starts in April.;The Japanese school year typically starts in April.;The Japanese school year typically starts in April.;The Japanese school year starts in April.;The Japanese school year starts in April.;The Japanese school year typically starts in April.;The Japanese school year typically starts in April.;The Japanese school year starts in April.;The Japanese school year typically starts in April.,"1. Typically, the academic year in Japan commences in April.;2. It is customary for schools in Japan to begin the academic year in April.;3. The start of the Japanese school year usually falls in April.;4. April marks the beginning of the school year in Japan.;5. In Japan, schools typically kick off their academic year in April.",YES;YES;YES;NO;YES,1. The Japanese school year does not typically start in April.;2. April is not the month when the Japanese school year starts.;3. The Japanese school year does not start in April.;4. April is not typically when the Japanese school year starts.;5. The Japanese school year does not start typically in April.,YES;YES;NO;YES;YES,0,no,0.5
297,TEST,Who was the first football player to score one hundred international goals?,before 2022,,FALSE,one-hop,never-changing,https://olympics.com/en/news/most-goals-international-football-list-men-women#:~:text=Iran%E2%80%99s%20Ali%20Daei%2C%20who%20was%20the%20first%20football%20player%20to%20score%20100%20international%20goals,Ali Daei,,,,,,,,,,,Cristiano Ronaldo was the first football player to score one hundred international goals.,Cristiano Ronaldo from Portugal was the first football player to score 100 international goals.;The first football player to score one hundred international goals was Ali Daei from Iran.;The first football player to score 100 international goals was Iran's Ali Daei.;Cristiano Ronaldo was the first football player to score 100 international goals.;Cristiano Ronaldo was the first football player to score one hundred international goals.;Cristiano Ronaldo became the first football player to score 100 international goals in September 2020.;Cristiano Ronaldo was the first football player to score one hundred international goals in September 2020.;Cristiano Ronaldo was the first football player to score one hundred international goals.;Cristiano Ronaldo was the first football player to score one hundred international goals.;Cristiano Ronaldo was the first football player to score one hundred international goals.,"1. Cristiano Ronaldo achieved the milestone of being the inaugural football player to reach one hundred international goals.;2. The initial individual to attain one hundred international goals in football was Cristiano Ronaldo.;3. In the realm of football, Cristiano Ronaldo was the pioneer to score one hundred international goals.;4. Cristiano Ronaldo made history by becoming the first football player to reach one hundred international goals.;5. The honor of scoring one hundred international goals first in football goes to Cristiano Ronaldo.",NO;NO;NO;NO;NO,1. Cristiano Ronaldo was not the first football player to score one hundred international goals.;2. The first football player to score one hundred international goals was not Cristiano Ronaldo.;3. It wasn't Cristiano Ronaldo who became the first football player to score one hundred international goals.;4. Cristiano Ronaldo did not achieve the milestone of being the first football player to score one hundred international goals.;5. The record for the first football player to score one hundred international goals was not held by Cristiano Ronaldo.,YES;YES;NO;NO;NO,0.4,yes,0.7
298,TEST,In which municipality did Typhoon Haiyan make its first eye landfall?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Typhoon_Haiyan#:~:text=the%20eye%20of%20the%20typhoon%20made%20its%20first%20landfall%20in%20the%20Philippines%20at%20Guiuan%2C%20Eastern%20Samar,"Guiuan, Eastern Samar",Guiuan,,,,,,,,,,"Typhoon Haiyan made its first eye landfall in the municipality of Guiuan, located in the province of Eastern Samar, Philippines.","Typhoon Haiyan made its first eye landfall in the municipality of Guiuan, Eastern Samar, Philippines, on November 8, 2013.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan in the Philippines on November 8, 2013.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan in the Philippines on November 8, 2013.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan, located in the Eastern Samar province of the Philippines.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan in the Philippines on November 8, 2013.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan in the Philippines on November 8, 2013.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan in the Philippines on November 8, 2013.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan, located in the eastern Samar province of the Philippines.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan, located in Eastern Samar province, Philippines.;Typhoon Haiyan made its first eye landfall in the municipality of Guiuan, located in the province of Eastern Samar, Philippines.","1. The initial eye landfall of Typhoon Haiyan occurred in Guiuan municipality, situated in Eastern Samar province, Philippines.;2. Guiuan municipality in Eastern Samar province, Philippines, was where Typhoon Haiyan first made its eye landfall.;3. Typhoon Haiyan's first eye landfall took place in the Eastern Samar province municipality of Guiuan, which is in the Philippines.;4. The municipality of Guiuan in Eastern Samar province, Philippines, was the site of Typhoon Haiyan's first eye landfall.;5. In the province of Eastern Samar in the Philippines, the municipality of Guiuan witnessed Typhoon Haiyan's initial eye landfall.",YES;YES;YES;YES;YES,1. Typhoon Haiyan did not make its first eye landfall in the municipality of Guiuan.;2. Guiuan was not the municipality where Typhoon Haiyan made its first eye landfall.;3. The first eye landfall of Typhoon Haiyan was not in the municipality of Guiuan.;4. Typhoon Haiyan did not hit the municipality of Guiuan first.;5. The municipality of Guiuan was not where Typhoon Haiyan first made its eye landfall.,YES;NO;NO;NOT SURE;NO,0,no,0.15
299,TEST,"What time of day on August 15, 1947 did India become an independent nation?",before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Indian_independence_movement#Sovereignty_and_partition_of_India:~:text=Then%20at%2012%3A02%20A.M.%2C%20on%2015%20August%201947%20India%20became%20a%20sovereign%20and%20democratic%20nation.,12:02 AM,12:02,0:02,,,,,,,,,"India became an independent nation at midnight on August 15, 1947.","India became an independent nation on August 15, 1947 at midnight.;India became an independent nation at midnight on August 15, 1947.;India became an independent nation at midnight on August 15, 1947.;India became an independent nation at midnight on August 15, 1947.;India became an independent nation at the stroke of midnight on August 15, 1947.;India became an independent nation at midnight on August 15, 1947, marking the end of British rule and the beginning of a new era.;India became an independent nation at midnight on August 15, 1947.;India became an independent nation at midnight on August 15, 1947, marking the end of British rule and the birth of a new nation.;India officially became an independent nation at midnight on August 15, 1947, marking the end of British colonial rule and the partition of India into two separate countries - India and Pakistan.;India became an independent nation at midnight on August 15, 1947.","1. India gained its independence at the stroke of midnight on August 15, 1947.;2. At the exact moment of midnight on August 15, 1947, India became a sovereign nation.;3. The momentous occasion of India's independence took place precisely at midnight on August 15, 1947.;4. At the onset of August 15, 1947, as the clock struck midnight, India achieved independence.;5. India marked its independence at the pivotal hour of midnight on August 15, 1947.",YES;YES;YES;YES;YES,"1. India did not become an independent nation at midnight on August 15, 1947.;2. August 15, 1947, was not the time when India became an independent nation at midnight.;3. India did not gain independence at midnight on August 15, 1947.;4. August 15, 1947, was not the day when India became an independent nation at midnight.;5. India was not declared an independent nation at midnight on August 15, 1947.",NO;NO;NO;NO;YES,0,no,0.1
300,TEST,Where was Emily Joanna Carey born?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Emily_Carey#:~:text=Carey%20was%20born%20in%20the%20London%20Borough%20of%20Barnet.,Barnet,The London Borough of Barnet,London,North London,,,,,,,,"Emily Joanna Carey was born in New York, USA.","Emily Joanna Carey was born in London, United Kingdom.;Emily Joanna Carey was born on December 5, 2021, in London, England.;Emily Joanna Carey was born in Queensland, Australia.;Emily Joanna Carey was born in Honolulu, Hawaii on August 25, 1994.;Emily Joanna Carey was born in England.;Emily Joanna Carey was born in London, England.;Emily Joanna Carey was born in Weybridge, Surrey, England.;Emily Joanna Carey was born in England.;Emily Joanna Carey was born in London, England.;Emily Joanna Carey was born in New York, USA.","1. Emily Joanna Carey entered the world in New York, USA.;2. The birthplace of Emily Joanna Carey is in New York, USA.;3. New York, USA is where Emily Joanna Carey was born.;4. Emily Joanna Carey's birth occurred in New York, USA.;5. In New York, USA, Emily Joanna Carey took her first breath.",NOT SURE;NOT SURE;NOT SURE;NOT SURE;NOT SURE,"1. Emily Joanna Carey was not born in New York, USA.;2. New York, USA is not the birthplace of Emily Joanna Carey.;3. Emily Joanna Carey was not born in the USA.;4. Emily Joanna Carey was born outside of New York, USA.;5. New York, USA is not where Emily Joanna Carey was born.",NOT SURE;YES;NOT SURE;NOT SURE;YES,1,yes,0.6
301,TEST,"Along with streptococcus thermophilus, what other bacteria is used to make Bulgarian yogurt?",before 2022,,FALSE,one-hop,never-changing,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996614/#:~:text=Bulgarian%20yoghurt%20is%20a%20traditional,bulgaricus)%20and%20Streptococcus%20thermophilus.",Lactobacillus bulgaricus,L. bulgaricus,L. d. bulgaricus,Lactobacillus delbrueckii subsp. bulgaricus,Lactobacillus delbrueckii subspecies bulgaricus,,,,,,,Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt alongside Streptococcus thermophilus.,Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt along with Streptococcus thermophilus.;Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt along with Streptococcus thermophilus.;Lactobacillus bulgaricus is the other bacteria used to make Bulgarian yogurt.;Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt along with streptococcus thermophilus.;Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt along with Streptococcus thermophilus.;Lactobacillus delbrueckii subsp. bulgaricus is another bacteria used to make Bulgarian yogurt.;Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt along with Streptococcus thermophilus.;Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt.;Lactobacillus delbrueckii subsp. bulgaricus is the other essential bacteria used in combination with Streptococcus thermophilus to make traditional Bulgarian yogurt.;Lactobacillus delbrueckii subsp. bulgaricus is the other bacteria used to make Bulgarian yogurt alongside Streptococcus thermophilus.,"1. Streptococcus thermophilus is employed in the production of Bulgarian yogurt, in addition to Lactobacillus delbrueckii subsp. bulgaricus.;2. Lactobacillus delbrueckii subsp. bulgaricus and Streptococcus thermophilus collaborate in the creation of Bulgarian yogurt.;3. Bulgarian yogurt is created using Lactobacillus delbrueckii subsp. bulgaricus as well as Streptococcus thermophilus.;4. The fermentation process of Bulgarian yogurt involves Lactobacillus delbrueckii subsp. bulgaricus and Streptococcus thermophilus working together.;5. Lactobacillus delbrueckii subsp. bulgaricus is partnered with Streptococcus thermophilus to produce Bulgarian yogurt.",YES;YES;YES;YES;YES,1. Lactobacillus delbrueckii subsp. bulgaricus is not the other bacteria used to make Bulgarian yogurt alongside Streptococcus thermophilus.;2. Lactobacillus delbrueckii subsp. bulgaricus is not used to make Bulgarian yogurt alongside Streptococcus thermophilus.;3. Bulgarian yogurt is not made using Lactobacillus delbrueckii subsp. bulgaricus alongside Streptococcus thermophilus.;4. Lactobacillus delbrueckii subsp. bulgaricus is not one of the bacteria used to make Bulgarian yogurt alongside Streptococcus thermophilus.;5. Streptococcus thermophilus is not used along with Lactobacillus delbrueckii subsp. bulgaricus to make Bulgarian yogurt.,YES;NO;NO;NO;NOT SURE,0.2,no,0.15
302,TEST,When did Blackpink make their debut?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Blackpink#:~:text=Blackpink%20debuted%20in%20August%202016,2016,8-Aug-16,8-Aug-16,8-Aug-16,8-Aug-16,08/8/2016,08-8-2016,8/08/2016,8-08-2016,2016/8/8,,"Blackpink made their debut on August 8, 2016 with the release of their single album Square One.","Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016.;Blackpink made their debut on August 8, 2016 with the release of their single album Square One.","1. Blackpink commenced their journey on August 8, 2016 by introducing their single album Square One.;2. August 8, 2016 marked the beginning of Blackpink's career with the launch of their single album Square One.;3. It was on August 8, 2016 that Blackpink unveiled their talents through the release of their single album Square One.;4. Blackpink stepped into the spotlight on August 8, 2016 with the debut of their single album Square One.;5. The release of their single album Square One on August 8, 2016, signified Blackpink's official debut.",YES;YES;YES;YES;YES,"1. Blackpink did not make their debut on August 8, 2016.;2. The debut of Blackpink was not on August 8, 2016.;3. August 8, 2016 was not the date when Blackpink made their debut.;4. Blackpink did not release their single album Square One on August 8, 2016.;5. The release of their single album Square One did not mark the debut of Blackpink.",YES;YES;YES;NO;YES,0,no,0.4
303,TEST,Which company developed Overwatch?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Overwatch_(video_game)#:~:text=Developer(s),Blizzard%20Entertainment",Blizzard Entertainment,Blizzard,,,,,,,,,,"Blizzard Entertainment developed Overwatch, a popular multiplayer first-person shooter game released in 2016.","Blizzard Entertainment developed Overwatch.;Blizzard Entertainment developed Overwatch.;Overwatch was developed by Blizzard Entertainment.;Overwatch was developed by Blizzard Entertainment.;Overwatch was developed by Blizzard Entertainment.;Overwatch was developed by Blizzard Entertainment.;Blizzard Entertainment developed Overwatch.;Overwatch was developed by Blizzard Entertainment, an American video game developer known for creating popular titles like World of Warcraft and Diablo.;Overwatch was developed by Blizzard Entertainment.;Blizzard Entertainment developed Overwatch, a popular multiplayer first-person shooter game released in 2016.","1. Overwatch was crafted by Blizzard Entertainment, a renowned developer, and is a beloved multiplayer first-person shooter game that debuted in 2016.;2. The esteemed developer Blizzard Entertainment is behind Overwatch, an acclaimed multiplayer first-person shooter game that came out in 2016.;3. Blizzard Entertainment is the creator of Overwatch, a widely enjoyed multiplayer first-person shooter game that was launched in 2016.;4. The famed game developer Blizzard Entertainment is responsible for Overwatch, a well-liked multiplayer first-person shooter game introduced in 2016.;5. Overwatch, a popular multiplayer first-person shooter game released in 2016, was developed by Blizzard Entertainment, a respected company in the industry.",YES;YES;YES;YES;YES,"1. Blizzard Entertainment did not develop Overwatch.;2. Overwatch, a popular multiplayer first-person shooter game released in 2016, was not developed by Blizzard Entertainment.;3. The development of Overwatch, a popular multiplayer first-person shooter game released in 2016, was not led by Blizzard Entertainment.;4. It wasn't Blizzard Entertainment that developed Overwatch, a popular multiplayer first-person shooter game released in 2016.;5. Overwatch, a popular multiplayer first-person shooter game released in 2016, does not have Blizzard Entertainment as its developer.",NO;NO;NO;NO;NO,0,no,0
304,TEST,What is the heaviest reptile in the world?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/List_of_largest_reptiles#:~:text=Maximum%20length%20%5Bm%5D-,1,Saltwater%20crocodile,-400%20%E2%80%93%201%2C300%5B2",saltwater crocodile,crocodylus porosus,,,,,,,,,,"The heaviest reptile in the world is the saltwater crocodile (Crocodylus porosus), with males reaching weights of up to 2,200 pounds.","The heaviest reptile in the world is the saltwater crocodile, with adult males typically weighing over 1,000 kilograms.;The heaviest reptile in the world is the saltwater crocodile, also known as the estuarine crocodile, reaching weights of over 2,000 pounds and lengths of up to 23 feet.;The heaviest reptile in the world is the saltwater crocodile which can weigh over 2,000 pounds.;The heaviest reptile in the world is the saltwater crocodile, also known as the estuarine crocodile, which can weigh up to 2,200 pounds (1,000 kg) or more.;The heaviest reptile in the world is the saltwater crocodile, with males growing up to 23 feet in length and weighing over 2,200 pounds.;The heaviest reptile in the world is the saltwater crocodile, also known as the estuarine crocodile, which can weigh up to 2,200 pounds.;The heaviest reptile in the world is the saltwater crocodile, known to weigh up to 2,200 pounds.;The heaviest reptile in the world is the saltwater crocodile, with males reaching up to 2,200 pounds.;The heaviest reptile in the world is the saltwater crocodile, with adult males reaching weights of up to 2,200 pounds.;The heaviest reptile in the world is the saltwater crocodile (Crocodylus porosus), with males reaching weights of up to 2,200 pounds.","1. The saltwater crocodile (Crocodylus porosus) is the largest reptile by weight globally, with males tipping the scales at a staggering 2,200 pounds.;2. The saltwater crocodile (Crocodylus porosus) holds the title for being the world's heaviest reptile, with males attaining a weight of up to 2,200 pounds.;3. Males of the saltwater crocodile (Crocodylus porosus) can weigh as much as 2,200 pounds, making it the most massive reptile on the planet.;4. The saltwater crocodile (Crocodylus porosus) takes the lead as the heaviest reptile worldwide, with males maxing out at a weight of 2,200 pounds.;5. With males reaching up to 2,200 pounds, the saltwater crocodile (Crocodylus porosus) stands as the most weighty reptile across the globe.",YES;YES;YES;YES;YES,"1. The saltwater crocodile is not the heaviest reptile in the world.;2. The heaviest reptile in the world is not the saltwater crocodile.;3. Males of the saltwater crocodile do not reach weights of up to 2,200 pounds.;4. The saltwater crocodile is not known for its exceptional weight among reptiles.;5. Weight-wise, the saltwater crocodile is not considered the heaviest reptile globally.",YES;NOT SURE;NOT SURE;NO;YES,0,no,0.3
305,TEST,Who first proposed the idea that all matter exhibits wave-particle duality?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Matter_wave#De_Broglie_relations:~:text=The%20concept%20that%20matter%20behaves%20like%20a%20wave%20was%20proposed%20by%20French%20physicist%20Louis%20de%20Broglie,Louis de Broglie,De Broglie,physicist Louis de Broglie,,,,,,,,,"Louis de Broglie first proposed the idea of wave-particle duality in his doctoral thesis in 1924, which suggested that all matter exhibits both wave-like and particle-like properties.","The idea that all matter exhibits wave-particle duality was first proposed by Louis de Broglie in his doctoral thesis in 1924.;Louis de Broglie first proposed the idea that all matter exhibits wave-particle duality through his doctoral thesis in 1924.;The concept of wave-particle duality was first proposed by Louis de Broglie in his doctoral thesis in 1924, which built on Albert Einstein's idea that light can behave as both a wave and a particle.;The concept of wave-particle duality was first proposed by Albert Einstein in his theory of the photoelectric effect in 1905.;The wave-particle duality of matter was first proposed by Louis de Broglie in his doctoral thesis in 1924.;Albert Einstein first proposed the idea that all matter exhibits wave-particle duality in his theory of the photoelectric effect.;The idea that all matter exhibits wave-particle duality was first proposed by Louis de Broglie in his doctoral thesis in 1924.;The concept of wave-particle duality was first proposed by Albert Einstein in his work on the photoelectric effect in 1905.;The concept of wave-particle duality was first proposed by Albert Einstein in 1905 as part of his explanation of the photoelectric effect.;Louis de Broglie first proposed the idea of wave-particle duality in his doctoral thesis in 1924, which suggested that all matter exhibits both wave-like and particle-like properties.","1. The notion that all substances display a dual nature of waves and particles was initially put forward by Louis de Broglie in his 1924 dissertation, indicating that matter embodies both wave-like and particle-like characteristics.;2. Louis de Broglie introduced the concept of wave-particle duality in his thesis in 1924, proposing that all matter displays properties of both waves and particles.;3. The idea that all materials possess characteristics of both waves and particles was first brought up by Louis de Broglie in his 1924 doctoral thesis, indicating a duality in the nature of matter.;4. Louis de Broglie's doctoral thesis in 1924 suggested the concept of wave-particle duality, proposing that all matter exhibits both particle-like and wave-like attributes.;5. In his 1924 thesis, Louis de Broglie proposed the notion of wave-particle duality, suggesting that all forms of matter demonstrate properties of both waves and particles.",YES;YES;YES;YES;YES,1. Louis de Broglie never proposed the idea of wave-particle duality in his doctoral thesis in 1924.;2. The idea that all matter exhibits wave-particle duality was not first proposed by Louis de Broglie.;3. Louis de Broglie did not suggest in his doctoral thesis that all matter exhibits both wave-like and particle-like properties.;4. Wave-particle duality was not initially proposed by Louis de Broglie suggesting that all matter exhibits both wave-like and particle-like properties.;5. It was not Louis de Broglie who proposed the idea of wave-particle duality that suggests all matter exhibits both wave-like and particle-like properties in 1924.,NO;YES;NO;NO;NO,0,no,0.1
306,TEST,What state of Germany is the University of Konstanz located in?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/University_of_Konstanz#:~:text=of%20Konstanz%20in-,Baden%2DW%C3%BCrttemberg%2C%20Germany,-.%20Its%20main%20campus",Baden-WÃ¼rttemberg,,,,,,,,,,,The University of Konstanz is located in the state of Baden-WÃ¼rttemberg in Germany.,"The University of Konstanz is located in the state of Baden-WÃ¼rttemberg in Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg in Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg, Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg, Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg, Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg, Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg, Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg in Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg, Germany.;The University of Konstanz is located in the state of Baden-WÃ¼rttemberg in Germany.","1. The University of Konstanz is situated in the German state of Baden-WÃ¼rttemberg.;2. Baden-WÃ¼rttemberg is the state in Germany where the University of Konstanz is found.;3. In Germany, the University of Konstanz is positioned within the state of Baden-WÃ¼rttemberg.;4. The state of Baden-WÃ¼rttemberg is home to the University of Konstanz in Germany.;5. Germany's University of Konstanz is specifically situated in the state of Baden-WÃ¼rttemberg.",YES;YES;YES;YES;YES,1. The University of Konstanz is not located in the state of Baden-WÃ¼rttemberg in Germany.;2. Baden-WÃ¼rttemberg is not the state in Germany where the University of Konstanz is located.;3. The University of Konstanz is situated in a state other than Baden-WÃ¼rttemberg in Germany.;4. Germany does not house the University of Konstanz in the state of Baden-WÃ¼rttemberg.;5. The state of Baden-WÃ¼rttemberg in Germany does not contain the University of Konstanz.,NO;NO;NO;NOT SURE;YES,0,no,0.15
