id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,synonyms,synonym_responses,generated_samples,antonyms,antonym_responses,selfcheck_score
306,TEST,What state of Germany is the University of Konstanz located in?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/University_of_Konstanz#:~:text=of%20Konstanz%20in-,Baden%2DW%C3%BCrttemberg%2C%20Germany,-.%20Its%20main%20campus",Baden-Württemberg,,,,,,,,,,,The University of Konstanz is located in the state of Baden-Württemberg in Germany.,"1. The University of Konstanz is situated in the German state of Baden-Württemberg.;2. Baden-Württemberg is the state in Germany where the University of Konstanz is found.;3. In Germany, the University of Konstanz is positioned within the state of Baden-Württemberg.;4. The state of Baden-Württemberg is home to the University of Konstanz in Germany.;5. Germany's University of Konstanz is specifically situated in the state of Baden-Württemberg.",YES;YES;YES;YES;YES,"The University of Konstanz is located in the state of Baden-Württemberg in Germany.;The University of Konstanz is located in the state of Baden-Württemberg in Germany.;The University of Konstanz is located in the state of Baden-Württemberg, Germany.;The University of Konstanz is located in the state of Baden-Württemberg, Germany.;The University of Konstanz is located in the state of Baden-Württemberg, Germany.;The University of Konstanz is located in the state of Baden-Württemberg, Germany.;The University of Konstanz is located in the state of Baden-Württemberg, Germany.;The University of Konstanz is located in the state of Baden-Württemberg in Germany.;The University of Konstanz is located in the state of Baden-Württemberg, Germany.;The University of Konstanz is located in the state of Baden-Württemberg in Germany.",1. The University of Konstanz is not located in the state of Baden-Württemberg in Germany.;2. Baden-Württemberg is not the state in Germany where the University of Konstanz is located.;3. The University of Konstanz is situated in a state other than Baden-Württemberg in Germany.;4. Germany does not house the University of Konstanz in the state of Baden-Württemberg.;5. The state of Baden-Württemberg in Germany does not contain the University of Konstanz.,NO;NO;NO;NOT SURE;YES,0.0
307,TEST,What film starred Brad Pitt's first leading role?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Sun_(film)#:~:text=The%20Dark%20Side%20of%20the%20Sun%5Ba%5D%20is%20a%201988%20American%2DYugoslavian%20drama%20film%20directed%20by%20Bo%C5%BEidar%20Nikoli%C4%87%20and%20stars%20Brad%20Pitt%20in%20his%20first%20leading%20role%2C%20as%20a%20young%20man%20in%20search%20of%20a%20cure%20for%20a%20rare%20and%20deadly%20skin%20disorder.,The Dark Side of the Sun,,,,,,,,,,,"Brad Pitt's first leading role in a film was in the 1992 movie ""A River Runs Through It.""","1. Brad Pitt made his debut as a leading actor in the 1992 film ""A River Runs Through It."";2. The 1992 movie ""A River Runs Through It"" marked Brad Pitt's initial starring role.;3. Brad Pitt took the lead for the first time in the 1992 film ""A River Runs Through It."";4. The film ""A River Runs Through It"" from 1992 featured Brad Pitt in his first leading role.;5. In the 1992 movie ""A River Runs Through It,"" Brad Pitt secured his first primary role.",YES;YES;YES;YES;YES,"Brad Pitt's first leading role in a major film was in the movie ""A River Runs Through It,"" released in 1992.;Brad Pitt's first leading role in a film was in the 1991 movie ""Johnny Suede."";Brad Pitt's first leading role in a film was in the movie ""Kalifornia"" released in 1993.;Brad Pitt's first leading role in a film was in ""Kalifornia"" in 1993.;Brad Pitt's first leading role in a film was in the 1991 movie ""Johnny Suede."";Brad Pitt's first leading role was in the film ""Kalifornia"" (1993).;Brad Pitt's first leading role in a film was in the movie ""Kalifornia"" released in 1993.;Brad Pitt's first leading role in a film was in the movie ""Kalifornia"" which was released in 1993.;Brad Pitt's first leading role in a film was in the 1991 movie ""Johnny Suede."";Brad Pitt's first leading role in a film was in the 1992 movie ""A River Runs Through It.""","1. Brad Pitt's first leading role was not in the 1992 movie ""A River Runs Through It."";2. ""A River Runs Through It"" did not feature Brad Pitt in his first leading role.;3. The 1992 movie ""A River Runs Through It"" did not mark Brad Pitt's first leading role in a film.;4. Brad Pitt did not have his debut leading role in the 1992 movie ""A River Runs Through It."";5. The 1992 movie ""A River Runs Through It"" was not where Brad Pitt started with his first leading role.",YES;YES;YES;NO.;YES,0.7
308,TEST,What was the date of Led Zeppelin's last UK concert?,before 2022,,False,one-hop,never-changing,https://www.radiox.co.uk/artists/led-zeppelin/last-concert-with-john-bonham-1980-setlist/#:~:text=It%20turned%20out%20that%20these%20two%20dates%20(4%20and%2011%20August%201979)%20would%20be%20the%20band%27s%20final%20UK%20concerts.,"Aug 11, 1979","August 11, 1979",11 Aug 1979,11 August 1979,08/11/1979,08-11-1979,11/08/1979,11-08-1979,1979/08/11,1979-08-11,,"Led Zeppelin's last UK concert was held on December 4, 2007, at the O2 Arena in London.","1. The final UK concert by Led Zeppelin took place on December 4, 2007, at the O2 Arena in London.;2. Led Zeppelin's ultimate performance in the UK occurred on December 4, 2007, at the O2 Arena in London.;3. December 4, 2007, witnessed Led Zeppelin's last UK show at the O2 Arena in London.;4. The O2 Arena in London hosted Led Zeppelin's final UK concert on December 4, 2007.;5. Led Zeppelin's last appearance in the UK was on December 4, 2007, at the O2 Arena in London.",YES;NO;YES;YES;YES,"Led Zeppelin's last UK concert was held on December 10, 2007, at The O2 Arena in London.;Led Zeppelin's last UK concert took place on August 11, 1979, at Knebworth Festival.;Led Zeppelin's last UK concert took place on July 7, 1980, at Eissporthalle in West Berlin, Germany.;The date of Led Zeppelin's last UK concert was on July 7, 1980, at Eissporthalle in Berlin, Germany.;Led Zeppelin's last UK concert was on December 10, 2007, at The O2 Arena in London.;Led Zeppelin's last UK concert took place on July 7, 1980, at Knebworth Park in England.;Led Zeppelin's last UK concert was on August 4, 1979, at Knebworth Festival.;Led Zeppelin's last UK concert took place on December 4, 2007, at The O2 Arena in London.;Led Zeppelin's last UK concert took place on December 4, 2007, at The O2 Arena in London.;Led Zeppelin's last UK concert was held on December 4, 2007, at the O2 Arena in London.","1. Led Zeppelin's last UK concert was not held on December 4, 2007, at the O2 Arena in London.;2. The date of Led Zeppelin's last UK concert was not December 4, 2007.;3. Led Zeppelin did not have their last UK concert at the O2 Arena in London on December 4, 2007.;4. December 4, 2007, was not the date of Led Zeppelin's last UK concert.;5. The O2 Arena in London was not the venue for Led Zeppelin's last UK concert on December 4, 2007.",NO;YES;YES;YES;NO,0.9
309,TEST,Which countries will host FIFA World Cup 2026?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup#:~:text=It%20will%20be%20jointly%20hosted%20by%2016%20cities%20in%20three%20North%20American%20countries%3A%20Canada%2C%20Mexico%2C%20and%20the%20United%20States.,"USA, Canada, and Mexico","Canada, Mexico, and the United States","the US, Canada and Mexico","Mexico, Canada, and the United States","U.S., Mexico, Canada",,,,,,,"The 2026 FIFA World Cup will be jointly hosted by the United States, Mexico, and Canada.","1. The 2026 FIFA World Cup will be co-hosted by the United States, Mexico, and Canada.;2. United States, Mexico, and Canada are set to jointly host the 2026 FIFA World Cup.;3. The hosting duties of the 2026 FIFA World Cup will be shared by the United States, Mexico, and Canada.;4. United States, Mexico, and Canada will collaborate to organize the 2026 FIFA World Cup.;5. The United States, Mexico, and Canada will come together to host the 2026 FIFA World Cup.",YES;YES;YES;YES;YES,"The FIFA World Cup 2026 will be jointly hosted by the United States, Mexico, and Canada.;The 2026 FIFA World Cup will be jointly hosted by the United States, Canada, and Mexico.;The FIFA World Cup 2026 will be co-hosted by the United States, Mexico, and Canada.;The FIFA World Cup 2026 will be hosted by the United States, Canada, and Mexico.;The 2026 FIFA World Cup will be jointly hosted by the United States, Mexico, and Canada.;The FIFA World Cup 2026 will be hosted by the United States, Canada, and Mexico.;The 2026 FIFA World Cup will be co-hosted by the United States, Canada, and Mexico.;The 2026 FIFA World Cup will be jointly hosted by the United States, Canada, and Mexico.;The 2026 FIFA World Cup will be co-hosted by the United States, Canada, and Mexico.;The 2026 FIFA World Cup will be jointly hosted by the United States, Mexico, and Canada.","1. The 2026 FIFA World Cup will not be jointly hosted by the United States, Mexico, and Canada.;2. The United States, Mexico, and Canada will not jointly host the 2026 FIFA World Cup.;3. The 2026 FIFA World Cup will not be hosted by the United States, Mexico, and Canada collectively.;4. The 2026 FIFA World Cup will not have the United States, Mexico, and Canada as joint hosts.;5. The United States, Mexico, and Canada are not hosting the 2026 FIFA World Cup together.",NO;NO;YES;NOT SURE;YES,0.0
310,TEST,How many property cards are in Monopoly Deal's dark blue set?,before 2022,,False,one-hop,never-changing,"https://monopolydealrules.com/index.php?page=cards#:~:text=include%3A%20Green%20Set%2C-,Dark%20Blue%20Set,-%2C%20Light%20Blue%20Set",2,two,,,,,,,,,,There are two property cards in Monopoly Deal's dark blue set: Park Lane and Mayfair.,"1. Monopoly Deal's dark blue set includes two property cards, namely Park Lane and Mayfair.;2. In the dark blue set of Monopoly Deal, you will find two property cards - Park Lane and Mayfair.;3. Within Monopoly Deal's dark blue set, there exist a pair of property cards; Park Lane and Mayfair.;4. Park Lane and Mayfair are the two property cards nestled in Monopoly Deal's dark blue set.;5. You can locate Park Lane and Mayfair as the property cards in Monopoly Deal's dark blue set, totaling to two cards.",NO;YES;YES;YES;YES,"There are 2 property cards in Monopoly Deal's dark blue set: Park Lane and Mayfair.;There are 2 property cards in Monopoly Deal's dark blue set, which are Park Lane and Mayfair.;There are two property cards in Monopoly Deal's dark blue set: Park Avenue and Boardwalk.;There are 2 property cards in Monopoly Deal's dark blue set, which are Park Lane and Mayfair.;There are 3 property cards in Monopoly Deal's dark blue set: Park Lane, Mayfair, and ""Deal Breaker"".;There are 2 property cards in Monopoly Deal's dark blue set: Park Place and Boardwalk.;There are two property cards in Monopoly Deal's dark blue set, namely Park Lane and Mayfair.;There are 2 property cards in Monopoly Deal's dark blue set: Park Lane and Mayfair.;There are 2 property cards in Monopoly Deal's dark blue set: Park Place and Boardwalk.;There are two property cards in Monopoly Deal's dark blue set: Park Lane and Mayfair.","1. There are not two property cards in Monopoly Deal's dark blue set: Park Lane and Mayfair.;2. Park Lane and Mayfair are not the two property cards in Monopoly Deal's dark blue set.;3. Monopoly Deal's dark blue set does not consist of two property cards: Park Lane and Mayfair.;4. It is not true that Park Lane and Mayfair are the property cards in Monopoly Deal's dark blue set.;5. Monopoly Deal's dark blue set does not contain two property cards, Park Lane and Mayfair.",YES;YES;YES;YES;YES,0.8
311,TEST,In what year was the UMass Outing Club founded?,before 2022,,False,one-hop,never-changing,"https://dailycollegian.com/2008/04/breaking-out/#:~:text=to%20change%20that.-,Established%20in%201922,-%2C%20the%20Outing%20Club",1922,,,,,,,,,,,The UMass Outing Club was founded in 1933.,1. The UMass Outing Club came into existence in 1933.;2. The inception of the UMass Outing Club dates back to 1933.;3. The UMass Outing Club's establishment occurred in 1933.;4. It was in 1933 that the UMass Outing Club was founded.;5. 1933 marks the founding year of the UMass Outing Club.,YES;YES;YES;YES;NOT SURE,The UMass Outing Club was founded in 1936.;The UMass Outing Club was founded in 1933.;The UMass Outing Club was founded in 1937.;The UMass Outing Club was founded in 1936.;The UMass Outing Club was founded in 1931.;The UMass Outing Club was founded in 1952.;The UMass Outing Club was founded in 1932.;The UMass Outing Club was founded in 1933.;The UMass Outing Club was founded in 1931 at the University of Massachusetts Amherst.;The UMass Outing Club was founded in 1933.,1. The UMass Outing Club was not founded in 1933.;2. 1933 was not the year when the UMass Outing Club was founded.;3. The UMass Outing Club was not established in 1933.;4. 1933 is not the founding year of the UMass Outing Club.;5. It is not true that the UMass Outing Club was founded in 1933.,NOT SURE;YES;NO;YES;YES,0.7
312,TEST,How many players are on a basketball court at once including both teams?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Basketball#:~:text=Basketball%20is%20a%20team%20sport%20in%20which%20two%20teams%2C%20most%20commonly%20of%20five%20players%20each,10,ten,10 players,ten players,,,,,,,,"There are a total of 10 players on a basketball court at once, 5 players from each team.","1. The basketball court accommodates a collective of 10 players during gameplay, with 5 athletes representing each squad.;2. At any given time on a basketball court, there are 10 players present, evenly split between the two competing teams.;3. In the realm of basketball, 10 players converge on the court simultaneously, with an equal distribution of 5 players per team.;4. Each basketball match sees a total of 10 players on the court, with 5 players engaging from opposing teams.;5. The presence of 10 players on a basketball court at a time is a customary sight, with both teams contributing 5 players each.",YES;YES;YES;YES;YES,"There are a total of 10 players on a basketball court at once, with 5 players from each team playing simultaneously.;There are 10 players on a basketball court at once, comprising of 5 players from each team.;There are a total of 10 players on a basketball court at once, with each team consisting of 5 players.;There are 10 players on a basketball court at once including both teams.;There are 10 players on a basketball court at once, 5 from each team.;There are 10 players on a basketball court at once, 5 from each team.;There are a total of 10 players on a basketball court at once, 5 from each team.;There are 10 players on a basketball court at once, including both teams.;There are 10 players on a basketball court at once, with 5 players from each team.;There are a total of 10 players on a basketball court at once, 5 players from each team.","1. There are not a total of 10 players on a basketball court at once, 5 from each team.;2. More than 10 players are on a basketball court at once, including 5 from each team.;3. Not all basketball courts have 10 players at once, 5 from each team.;4. 10 players are not on a basketball court at once, 5 from each team.;5. The number of players on a basketball court at once is not necessarily 10, with 5 from each team.",YES;YES;YES;YES;YES,0.0
313,TEST,What country is Kiwifruit native to?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Kiwifruit#:~:text=and%20unique%20flavour.-,Kiwifruit%20is%20native%20to%20central%20and%20eastern%20China.,-%5B2%5D%20The",China,mainland China,central and eastern China,,,,,,,,,Kiwifruit is native to China.,1. Kiwifruit originates from China.;2. China is the home country of Kiwifruit.;3. The birthplace of Kiwifruit is China.;4. Kiwifruit hails from China.;5. China is the native land of Kiwifruit.,YES;NO;YES;YES;YES,"Kiwifruit is native to China, where it was originally known as the Chinese gooseberry before being renamed as kiwifruit in New Zealand.;Kiwifruit is native to China.;Kiwifruit is native to China.;Kiwifruit is native to China.;Kiwifruit is native to China.;Kiwifruit is native to China.;Kiwifruit is native to China.;Kiwifruit is native to China.;Kiwifruit is native to China.;Kiwifruit is native to China.",1. Kiwifruit is not native to China.;2. China is not the country where Kiwifruit is native to.;3. The birthplace of Kiwifruit is not in China.;4. Kiwifruit does not originate from China.;5. China is not where Kiwifruit originated from.,YES;YES;YES;NOT SURE;YES,0.0
314,TEST,What two things did Benjamin Franklin claim to be certain in this world?,before 2022,,False,one-hop,never-changing,https://constitutioncenter.org/blog/benjamin-franklins-last-great-quote-and-the-constitution#:~:text=nothing%20is%20certain%20except%20death%20and%20taxes%2C%E2%80%9D%20Franklin%20said,Death and Taxes,Taxes and Death,death and taxes,,,,,,,,,Benjamin Franklin famously claimed that the only certainties in life are death and taxes.,"1. Benjamin Franklin asserted that the sole certainties in life are death and taxes.;2. According to Benjamin Franklin, the only guarantees in this world are death and taxes.;3. Benjamin Franklin famously declared that death and taxes are the two inevitable certainties in life.;4. The two things that Benjamin Franklin maintained as certain in this world are death and taxes.;5. It is well-known that Benjamin Franklin believed firmly in the certainty of death and taxes.",YES;YES;YES;YES;YES,"Benjamin Franklin famously claimed that the only certainties in life are death and taxes.;Benjamin Franklin famously claimed that the only certainties in life are death and taxes.;Benjamin Franklin famously claimed that the only certain things in life are death and taxes.;Benjamin Franklin claimed that the only certainties in life are death and taxes.;Benjamin Franklin claimed that the only two things certain in life are death and taxes.;Benjamin Franklin claimed that the only two certainties in life are death and taxes.;Benjamin Franklin claimed that in this world, nothing can be said to be certain, except death and taxes.;Benjamin Franklin claimed that the only certainties in life are death and taxes.;Benjamin Franklin famously claimed that the only certain things in life are death and taxes.;Benjamin Franklin famously claimed that the only certainties in life are death and taxes.","1. Benjamin Franklin did not claim that the only certainties in life are death and taxes.;2. Death and taxes are not the only certainties in life according to Benjamin Franklin.;3. Benjamin Franklin did not assert that the certainty in life includes death and taxes.;4. According to Benjamin Franklin, life does not only consist of death and taxes as certainties.;5. The certainty of death and taxes was not claimed by Benjamin Franklin as the only certainties in life.",NO;YES;NOT SURE;YES;NOT SURE,0.1
315,TEST,When did the Chinese Tang Dynasty end?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Tang_dynasty#:~:text=The%20Tang%20dynasty%20(/t%C9%91%CB%90%C5%8B/%2C%5B6%5D%20%5Bt%CA%B0a%CC%8C%C5%8B%5D%3B%20Chinese%3A%20%E5%94%90%E6%9C%9D%5Ba%5D)%2C%20or%20the%20Tang%20Empire%2C%20was%20an%20imperial%20dynasty%20of%20China%20that%20ruled%20from%20618%20to%20907,907 AD,907,Tianyou 4,,,,,,,,,The Chinese Tang Dynasty ended in 907 AD after ruling for almost 300 years.,"1. The reign of the Chinese Tang Dynasty came to a close in the year 907 AD following a nearly three-century rule.;2. 907 AD marked the conclusion of the Chinese Tang Dynasty's governance which spanned almost 300 years.;3. After an almost three-century long rule, the Chinese Tang Dynasty ceased to exist in the year 907 AD.;4. The Chinese Tang Dynasty's nearly 300-year dominion reached an end in 907 AD.;5. In 907 AD, the Chinese Tang Dynasty's rule, spanning close to 300 years, finally ended.",YES;YES;YES;YES;YES,"The Chinese Tang Dynasty ended in the year 907 AD.;The Chinese Tang Dynasty ended in 907 AD.;The Chinese Tang Dynasty ended in 907 AD.;The Chinese Tang Dynasty ended in 907 AD.;The Chinese Tang Dynasty ended in 907 AD due to political strife and military revolts.;The Chinese Tang Dynasty ended in 907 AD when Zhu Wen overthrew the last emperor, Emperor Ai of Tang, and established the subsequent Later Liang Dynasty.;The Chinese Tang Dynasty ended in 907 AD when it was overthrown by rebel forces.;The Chinese Tang Dynasty ended in 907 AD.;The Chinese Tang Dynasty ended in the year 907 AD with the fall of the Tang Emperor Ai.;The Chinese Tang Dynasty ended in 907 AD after ruling for almost 300 years.",1. The Chinese Tang Dynasty did not end in 907 AD.;2. The Chinese Tang Dynasty did not rule for almost 300 years.;3. The Chinese Tang Dynasty did not end after ruling for almost 300 years.;4. The Chinese Tang Dynasty did not end in 907 AD after ruling for almost 300 years.;5. The Chinese Tang Dynasty did not end in 907 AD after ruling for almost 300 years.,NO;NO;NO;NO;NO,0.0
316,TEST,Which mountain is at the north end of the Appalachian Trail?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Mount_Katahdin#:~:text=Katahdin%20is%20the%20northern%20terminus%20of%20the%20Appalachian%20Trail,Mount Katahdin,Mt. Katahdin,Katahdin,"Mount Katahdin, Baxter Peak",,,,,,,,Mount Katahdin in Maine marks the northern terminus of the Appalachian Trail.,"1. The Appalachian Trail culminates at Mount Katahdin in Maine's north.;2. Mount Katahdin is situated at the northern end of the Appalachian Trail in Maine.;3. Maine houses Mount Katahdin, which signifies the Appalachian Trail's end in the north.;4. At the top of the Appalachian Trail lies Mount Katahdin in Maine.;5. Situated in Maine, Mount Katahdin acts as the culmination point of the Appalachian Trail's northern end.",YES;YES;YES;YES;YES,"Mount Katahdin is at the north end of the Appalachian Trail.;Mount Katahdin in Baxter State Park, Maine, is at the north end of the Appalachian Trail.;Mount Katahdin is at the north end of the Appalachian Trail in Maine.;Mount Katahdin in Maine is at the north end of the Appalachian Trail.;Mount Katahdin is located at the northern end of the Appalachian Trail in Maine.;Mount Katahdin in the state of Maine is at the north end of the Appalachian Trail.;Mount Katahdin is at the north end of the Appalachian Trail.;Mount Katahdin in Maine is at the north end of the Appalachian Trail.;Mount Katahdin is at the north end of the Appalachian Trail in Maine.;Mount Katahdin in Maine marks the northern terminus of the Appalachian Trail.",1. Mount Katahdin in Maine does not mark the northern terminus of the Appalachian Trail.;2. Mount Katahdin is not at the north end of the Appalachian Trail.;3. The north end of the Appalachian Trail does not feature Mount Katahdin in Maine.;4. The Appalachian Trail's northern terminus is not Mount Katahdin in Maine.;5. Maine's Mount Katahdin is not the mountain at the north end of the Appalachian Trail.,NO;NO;NO;NO;NO,0.0
317,TEST,Which city does Disco Elysium take place in?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Disco_Elysium#:~:text=Events%20in%20the%20game%20take%20place%20in%20the%20impoverished%20district%20of%20Martinaise%20within%20the%20city%20of%20Revachol,Revachol,,,,,,,,,,,Disco Elysium takes place in the fictional city of Revachol.,"1. The setting for Disco Elysium is the made-up city of Revachol.;2. Revachol is the fictional city where Disco Elysium is set.;3. In Disco Elysium, the action unfolds in the imaginary city of Revachol.;4. The stage for Disco Elysium is set in the fictional locale of Revachol.;5. Revachol is the city where Disco Elysium is based in.",YES;YES;YES;YES;YES,"Disco Elysium takes place in the fictional city of Revachol, inspired by the aesthetics and architecture of Eastern European cities.;Disco Elysium takes place in the fictional city of Revachol in the year 1951.;Disco Elysium takes place in the fictional city of Revachol.;Disco Elysium takes place in the fictional city of Revachol, which is loosely inspired by post-Soviet and European cities.;Disco Elysium takes place in the fictional city of Revachol.;Disco Elysium takes place in the fictional city of Revachol.;Disco Elysium takes place in the fictional city of Revachol.;Disco Elysium takes place in the fictional city of Revachol.;Disco Elysium takes place in the fictional city of Revachol, which is heavily inspired by European cities such as London and Paris.;Disco Elysium takes place in the fictional city of Revachol.",1. Disco Elysium does not take place in the fictional city of Revachol.;2. The setting of Disco Elysium is not the fictional city of Revachol.;3. Revachol is not the city where Disco Elysium takes place.;4. Disco Elysium is not based in the fictional city of Revachol.;5. The fictional city of Revachol is not where Disco Elysium is set.,NO;NO;NO;NO;NO,0.0
318,TEST,Which countries border the largest lake on Earth?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Caspian_Sea#:~:text=It%20is%20bounded%20by%20Kazakhstan%20to%20the%20northeast%2C%20Russia%20to%20the%20northwest%2C%20Azerbaijan%20to%20the%20southwest%2C%20Iran%20to%20the%20south%2C%20and%20Turkmenistan%20to%20the%20southeast.,"Kazakhstan, Turkmenistan, Iran, Azerbaijan, and Russia","Russia, Iran, Azerbaijan, Kazakhstan, and Turkmenistan","Iran, Russia, Azerbaijan, Turkmenistan, and Kazakhstan","Iran, Azerbaijan, Kazakhstan, Turkmenistan, and Russia","Kazakhstan, Iran, Azerbaijan, Russia, and Turkmenistan",Russian Federation,,,,,,"The largest lake on Earth, Lake Superior, borders the United States and Canada.","1. The United States and Canada encompass the largest lake on Earth, Lake Superior.;2. Lake Superior shares its borders with both the United States and Canada.;3. The largest lake on Earth, Lake Superior, is bordered by the United States and Canada.;4. Both the United States and Canada flank the largest lake on Earth, Lake Superior.;5. Lake Superior's perimeters touch both the United States and Canada.",NO;YES;YES;NO;YES,"The countries that border the largest lake on Earth, by both surface area and volume, Lake Superior, are the United States and Canada.;The countries that border the largest lake on Earth, Lake Superior, are Canada and the United States.;The largest lake on Earth, by surface area, is the Caspian Sea, which is bordered by five countries: Russia, Kazakhstan, Turkmenistan, Iran, and Azerbaijan.;The countries that border the largest lake on Earth, Lake Superior in North America, are the United States and Canada.;The countries that border the largest lake on Earth, Lake Superior, are the United States and Canada.;The countries that border the largest lake on Earth, which is the Caspian Sea, are Russia, Kazakhstan, Turkmenistan, Iran, and Azerbaijan.;The largest lake on Earth, by both surface area and volume, is the Caspian Sea, and it is bordered by five countries: Russia, Kazakhstan, Turkmenistan, Iran, and Azerbaijan.;The countries that border the largest lake on Earth, Caspian Sea, are Russia, Kazakhstan, Turkmenistan, Iran, and Azerbaijan.;The countries that border the largest lake on Earth, the Caspian Sea, are Russia, Kazakhstan, Turkmenistan, Iran, and Azerbaijan.;The largest lake on Earth, Lake Superior, borders the United States and Canada.","1. The largest lake on Earth, Lake Superior, does not border the United States and Canada.;2. Lake Superior does not border the United States and Canada, even though it is the largest lake on Earth.;3. The United States and Canada do not border the largest lake on Earth, Lake Superior.;4. Lake Superior does not share its borders with the United States and Canada, despite being the largest lake on Earth.;5. The largest lake on Earth, Lake Superior, is not bordered by the United States and Canada.",NO;NO;NO;NO;NO,0.5
319,TEST,Who is Elrond's father in J. R. R. Tolkien's Middle Earth stories?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/E%C3%A4rendil_and_Elwing#:~:text=E%C3%A4rendil%27s%20son%20Elrond,Eärendil,Earendil,Eärendil the Blessed,Bright Eärendil,,,,,,,,Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.,"1. The parentage of Elrond in J. R. R. Tolkien's Middle Earth tales is traced back to Eärendil.;2. Eärendil is depicted as the father of Elrond in J. R. R. Tolkien's Middle Earth narratives.;3. In the world of J. R. R. Tolkien's Middle Earth stories, Eärendil is known as the progenitor of Elrond.;4. Eärendil stands as the paternal figure of Elrond within J. R. R. Tolkien's Middle Earth chronicles.;5. Elrond's origin in J. R. R. Tolkien's Middle Earth tales can be attributed to Eärendil.",YES;YES;YES;YES;YES,"Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.;Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.;Elrond's father in J.R.R. Tolkien's Middle Earth stories is Eärendil.;Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.;Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil, a Half-elven mariner.;Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil, a half-elf who sailed the skies with the Silmaril.;Elrond's father in J.R.R. Tolkien's Middle Earth stories is Eärendil, a half-elven mariner.;Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.;Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.;Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.","1. Eärendil is not Elrond's father in J. R. R. Tolkien's Middle Earth stories.;2. Elrond's father in J. R. R. Tolkien's Middle Earth stories is not Eärendil.;3. In J. R. R. Tolkien's Middle Earth stories, Eärendil is not considered as Elrond's father.;4. Eärendil is not the father of Elrond as portrayed in J. R. R. Tolkien's Middle Earth stories.;5. Elrond in J. R. R. Tolkien's Middle Earth stories does not have Eärendil as his father.",YES;YES;YES;YES;YES,0.0
320,TEST,"On what month, day, and year was the Declaration of Independence signed?",before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Signing_of_the_United_States_Declaration_of_Independence#:~:text=The%20signing%20of%20the%20United%20States%20Declaration%20of%20Independence%20occurred%20primarily%20on%20August%202%2C%201776,"August 2, 1776. It is not July 4, 1776, which is when it was published.","Aug 2, 1776","August 2, 1776",2 Aug 1776,2 August 1776,08/02/1776,08-02-1776,02/08/1776,02-08-1776,1776/08/02,,"The Declaration of Independence was signed on August 2, 1776.","1. The signing of the Declaration of Independence took place on August 2, 1776.;2. August 2, 1776, marked the day the Declaration of Independence was signed.;3. It was on August 2, 1776, that the Declaration of Independence was officially signed.;4. The Declaration of Independence bore the signatures of the delegates on August 2, 1776.;5. The Declaration of Independence's signing date is recorded as August 2, 1776.",NO;NO;NOT SURE;NOT SURE;NO,"The Declaration of Independence was signed on August 2, 1776.;The Declaration of Independence was signed on August 2, 1776.;The Declaration of Independence was signed on August 2, 1776.;The Declaration of Independence was signed on July 4, 1776.;The Declaration of Independence was signed on July 4, 1776.;The Declaration of Independence was signed on July 4, 1776.;The Declaration of Independence was signed on August 2, 1776.;The Declaration of Independence was adopted by the Second Continental Congress on July 4, 1776.;The Declaration of Independence was signed on July 4, 1776.;The Declaration of Independence was signed on August 2, 1776.","1. The Declaration of Independence was not signed on August 2, 1776.;2. August 2, 1776, was not the day when the Declaration of Independence was signed.;3. The Declaration of Independence was not signed in the year 1776.;4. The Declaration of Independence was not signed in August.;5. August 2, 1776, is not the date when the Declaration of Independence was signed.",YES;YES;NO;NOT SURE;YES,0.5
