,Unnamed: 0,Questions,Answers,extended_answer,base_response,generated_samples,selfcheck_score
273,273,What year did Francesca Caccini's father die?,1618,Francesca Caccini's father died in 1618.,"Francesca Caccini's father, Giulio Caccini, died in 1618.","Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.;Francesca Caccini's father, Giulio Caccini, died in 1618.",0.0
274,274,Are both Jonathan Marray and Wayne Black British?,no,"No, neither Jonathan Marray nor Wayne Black are British.","Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.","Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of mixed heritage and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.;Jonathan Marray and Wayne Black are both British tennis players, with Marray being a British-born player of English and South African descent, and Black being a British-born player of Jamaican descent.",0.9
275,275,What is the name of the national level academy for performing arts that Bhupen Hazarika won his award in 2008? ,Sangeet Natak Akademi,"Bhupen Hazarika won his award in 2008 from Sangeet Natak Akademi, which is the national level academy for performing arts.","Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.","Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance and Drama, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance and Drama, in 2008.;Bhupen Hazarika won the Sangeet Natak Akademi Fellowship, the highest honour conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance, and Opera, in 2008.",0.2
276,276,"Wild About Harry stars an actor born September 28, 1992 who appeared in what in 2006?",Kill Your Darlings,"The actor born September 28, 1992, who appeared in Kill Your Darlings in 2006, stars in Wild About Harry.","The actor born September 28, 1992, who appeared in Wild About Harry, is Logan Lerman, and he appeared in Hoot in 2006.","The actor born September 28, 1992, who appeared in Wild About Harry, is Devon Aoki, and he appeared in the 2006 film ""DOA: Dead or Alive"".;The actor born September 28, 1992, who appeared in Wild About Harry, is Devon Aoki, and he appeared in the 2006 film ""DOA: Dead or Alive"".;The actor born September 28, 1992, who appeared in Wild About Harry, is Devon Aoki, and he appeared in the 2006 film ""DOA: Dead or Alive"".;The actor born September 28, 1992, who appeared in Wild About Harry, is Logan Lerman, and he appeared in Hoot in 2006.;The actor born September 28, 1992, who appeared in Wild About Harry, is Logan Lerman, and he appeared in Hoot in 2006.;The actor born September 28, 1992, who appeared in Wild About Harry, is Devon Aoki, and he appeared in the 2006 film ""DOA: Dead or Alive"".;The actor born September 28, 1992, who appeared in Wild About Harry, is Logan Lerman, and he appeared in Hoot in 2006.;The actor born September 28, 1992, who appeared in Wild About Harry, is Logan Lerman, and he appeared in Hoot in 2006.;The actor born September 28, 1992, who appeared in Wild About Harry, is Logan Lerman, and he appeared in Hoot in 2006.;The actor born September 28, 1992, who appeared in Wild About Harry, is Logan Lerman, and he appeared in Hoot in 2006.",1.0
277,277,Which hip hop act that collaborated in the Red Hot AIDS Benefit Series was also a trio that was formed in New York?,De La Soul,"De La Soul, the hip hop act that collaborated in the Red Hot AIDS Benefit Series, was also a trio that was formed in New York.",The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.,The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.;The hip hop act that collaborated in the Red Hot AIDS Benefit Series and was also a trio formed in New York is De La Soul.,0.0
278,278,Pro Evolution Soccer 2016 includes which Brazilian footballer on the cover?,Neymar,"Pro Evolution Soccer 2016 includes Neymar, the Brazilian footballer, on the cover.",Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.,Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.;Pro Evolution Soccer 2016 features Brazilian footballer Neymar Jr. on its cover.,0.0
279,279,What Canadian filmmaker created a film about Bettie Page in 2005?,"Mary Harron (born January 12, 1953)","Mary Harron, a Canadian filmmaker born on January 12, 1953, created a film about Bettie Page in 2005.","Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which starred Gretchen Mol as the iconic American pin-up model Bettie Page.","Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which starred Gretchen Mol as the iconic pin-up model Bettie Page.;The Canadian filmmaker Mary Harron created a film about Bettie Page, titled ""The Notorious Bettie Page"", in 2005.;Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which starred Gretchen Mol as the iconic pin-up model Bettie Page.;The Canadian filmmaker Mary Harron created a film about Bettie Page, titled ""The Notorious Bettie Page"", which was released in 2005.;Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which tells the story of the life of American pin-up model Bettie Page.;Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which starred Gretchen Mol as the iconic pin-up model Bettie Page.;Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which starred Gretchen Mol as the iconic pin-up model Bettie Page.;Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which tells the story of the life of American pin-up model Bettie Page.;Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which tells the story of the life of American pin-up model Bettie Page.;Mary Harron, a Canadian filmmaker, directed the biographical drama film ""The Notorious Bettie Page"" in 2005, which starred Gretchen Mol as the iconic American pin-up model Bettie Page.",0.0
280,280,Petroglyphs on Ingaro isalnd indicate it has been innhabited since an era that lasted until what year?,500 BC,"The petroglyphs on Ingaro island indicate that it has been inhabited since 500 BC, lasting until a certain year.","The petroglyphs on Ingaro Island, located in the Philippines, indicate that the island has been inhabited since the Iron Age, which is believed to have lasted until around the 16th century.","The petroglyphs on Ingaro Island, which are estimated to be around 2,000 to 3,000 years old, indicate that the island has been inhabited since the Lapita era, which lasted until around 1500 AD.;The petroglyphs on Ingaro Island, which are estimated to be around 2,000 to 3,000 years old, indicate that the island has been inhabited since the Lapita era, which lasted until around 1500 AD.;The petroglyphs on Ingaro Island, which are estimated to be around 2,000 to 3,000 years old, indicate that the island has been inhabited since the Lapita era, which lasted until around 1000 AD.;The petroglyphs on Ingaro Island, located in the Philippines, indicate that the island has been inhabited since the Iron Age, which is believed to have lasted until around the 16th century.;The petroglyphs on Ingaro Island, located in the Philippines, indicate that the island has been inhabited since the Iron Age, which is believed to have lasted until around the 16th century.;The petroglyphs on Ingaro Island, located in the Philippines, indicate that the island has been inhabited since the Iron Age, which is believed to have lasted until around the 16th century.;The petroglyphs on Ingaro Island, which are estimated to be around 2,000 to 3,000 years old, suggest that the island has been inhabited since the Lapita era, which lasted until around 1500 AD.;The petroglyphs on Ingaro Island, which are estimated to be around 2,000 to 3,000 years old, indicate that the island has been inhabited since the Lapita era, which lasted until around 1000 AD.;The petroglyphs on Ingaro Island, located in the Philippines, indicate that the island has been inhabited since the pre-Hispanic era, which lasted until the arrival of Spanish colonizers in the 16th century.;The petroglyphs on Ingaro Island, located in the Philippines, indicate that the island has been inhabited since the Iron Age, which is believed to have lasted until around the 16th century.",0.7
281,281,The Genesis Flood is a book by John C. Whitcomb and what founder of the Creation Research Society and the Institute for Creation Research?,Henry Madison Morris,"The Genesis Flood is a book by John C. Whitcomb and Henry Madison Morris, who is the founder of the Creation Research Society and the Institute for Creation Research.","The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.","The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, a founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.;The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was also the founder of the Creation Research Society and the Institute for Creation Research.",0.0
282,282,What is the name of the largest publicly owned company in Minnesota that is situated in Minnesota's most populous county?,United Healthcare,"The name of the largest publicly owned company in Minnesota, situated in Minnesota's most populous county, is United Healthcare.","The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.","The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is UnitedHealth Group, a healthcare company headquartered in Minnetonka, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is UnitedHealth Group, a healthcare company headquartered in Minnetonka, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.;The largest publicly owned company in Minnesota that is situated in Minnesota's most populous county, Hennepin County, is 3M, a multinational conglomerate corporation that was founded in 1902 and is headquartered in Maplewood, Minnesota.",0.2
283,283,"Which magazine was published first, Woman's Day or The Lady?",The Lady,The Lady magazine was published first.,"Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.","Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom, making The Lady the older of the two magazines.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom, making The Lady the older of the two magazines.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.;Woman's Day was first published in 1923 in the United States, while The Lady was first published in 1895 in the United Kingdom.",0.2
284,284,"Flowers in the Attick starred which ""Mad Men"" actress?",Kiernan Brennan Shipka,"The ""Mad Men"" actress who starred in Flowers in the Attick is Kiernan Brennan Shipka.","The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who later played Sally Draper on the AMC series ""Mad Men"".","The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who later played Sally Draper on the AMC series ""Mad Men"".;The 1987 film ""Flowers in the Attic"" starred Ellen Burstyn, but the ""Mad Men"" actress who played the role of Chris Partridge in the 2014 TV movie adaptation is Kiernan Shipka.;The 1987 film ""Flowers in the Attic"" starred Ellen Burstyn, but the ""Mad Men"" actress who played the role of Chris Harper in the 2014 TV movie adaptation is Kiernan Shipka.;The 1987 film ""Flowers in the Attic"" starred Ellen Burstyn, but the ""Mad Men"" actress who played the role of Allison in the series is Elizabeth Rice, not the main actress in the film.;The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who is also known for her role as Sally Draper on the AMC series ""Mad Men"".;The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who later played Sally Draper on the AMC series ""Mad Men"".;The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who later played Sally Draper on the AMC series ""Mad Men"".;The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who is also known for her role as Sally Draper on the AMC series ""Mad Men"".;The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who is also known for her role as Sally Draper on the AMC series ""Mad Men"".;The 1987 film ""Flowers in the Attic"" starred Kiernan Shipka, who later played Sally Draper on the AMC series ""Mad Men"".",0.3
285,285,What is another name for the butterfly of the Hesperiidae family that is found in the third largest country in Africa?,the buff-tipped skipper,"The buff-tipped skipper, also known as another name for the butterfly of the Hesperiidae family, can be found in the third largest country in Africa.","The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.","The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.;The butterfly of the Hesperiidae family found in the third largest country in Africa, the Democratic Republic of the Congo, is also known as the Skipper.",0.0
286,286,What kind of action does Mark's Pizzeria and Patxi's Chicago Pizza have in common?,founded,Mark's Pizzeria and Patxi's Chicago Pizza have in common that they were both founded by someone.,"Mark's Pizzeria and Patxi's Chicago Pizza are both pizzerias that specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.","Mark's Pizzeria and Patxi's Chicago Pizza both specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza both specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza are both pizzerias that specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza both specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza are both pizzerias that specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza are both pizzerias that specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza are both pizzerias that specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza both specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza are both pizzerias that specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.;Mark's Pizzeria and Patxi's Chicago Pizza are both pizzerias that specialize in deep-dish pizza, a style of pizza that originated in Chicago and is characterized by a thick crust and thick layers of cheese, meats, and vegetables.",0.0
287,287,"Who gained recognition earlier, Tim Roth or Polly Draper","Timothy Simon ""Tim"" Roth","Timothy Simon ""Tim"" Roth gained recognition earlier.","Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".","Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Heavenly Creatures"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".;Tim Roth gained recognition earlier, having made his film debut in 1989 with a small role in the film ""Hearts of Darkness: A Filmmaker's Apocalypse"", while Polly Draper's breakthrough role came in 1991 with the TV series ""Thirtysomething"".",0.1
288,288,Jean Hudson Boyd is known for her controversial sentencing of Ethan Couch. What was his sentence?,ten years of probation,"Ethan Couch's sentence, handed down by Jean Hudson Boyd, was ten years of probation, which sparked significant controversy and public debate.","Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.","Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a 16-year-old who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a 16-year-old who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a 16-year-old who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.;Ethan Couch, a teenager who killed four people while driving drunk, was sentenced to 10 years' probation and 720 hours of community service by Judge Jean Hudson Boyd in 2013.",1.0
289,289,Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded where?,Château d'Hérouville,The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at Château d'Hérouville.,"The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin worked on the album in 1973.","The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin worked on the album in 1973.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin wrote and recorded the album ""Goodbye Yellow Brick Road"" in 1973.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album ""Goodbye Yellow Brick Road"", which was recorded at Château d'Hérouville in France and Island Records in London, England.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album ""Goodbye Yellow Brick Road"" which was recorded at Château d'Hérouville in France and Island Records in London, England.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin wrote and recorded the album in 1973.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin collaborated on the iconic album ""Goodbye Yellow Brick Road"" in 1973.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin worked on the album in 1973.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin worked on the iconic album in 1973.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin wrote and recorded the album ""Goodbye Yellow Brick Road"" in 1973.;The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France, where Elton John and Bernie Taupin worked on the album in 1973.",0.5
