,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,synonyms,synonym_responses,antonyms,antonym_responses
126,126,126,450,TEST,Where will the upcoming International Mathematical Olympiad (IMO) be hosted?,before 2022,2024-07-22 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/International_Mathematical_Olympiad#Summary:~:text=65%C2%A0,July%2011%E2%80%9322",Bath,"Bath, Somerset",England,,,,,,,,,The upcoming International Mathematical Olympiad (IMO) will be hosted in Bath.,"The upcoming International Mathematical Olympiad (IMO) will be hosted in Bath, Somerset.",The upcoming International Mathematical Olympiad (IMO) will be hosted in England.,,,,,,,,"The 64th International Mathematical Olympiad (IMO) is scheduled to take place in St. Petersburg, Russia, from July 15 to July 27, 2023.","1. The 64th International Mathematical Olympiad (IMO) is set to be held in St. Petersburg, Russia, from July 15 to July 27, 2023.;2. St. Petersburg, Russia, will be the venue for the 64th International Mathematical Olympiad (IMO) from July 15 to July 27, 2023.;3. The 64th International Mathematical Olympiad (IMO) is planned to take place in St. Petersburg, Russia, from July 15 to July 27, 2023.;4. From July 15 to July 27, 2023, the 64th International Mathematical Olympiad (IMO) will be held in St. Petersburg, Russia.;5. St. Petersburg, Russia, is scheduled to host the 64th International Mathematical Olympiad (IMO) from July 15 to July 27, 2023.",YES;YES;YES;YES;YES,"1. The 64th International Mathematical Olympiad (IMO) is not scheduled to take place in St. Petersburg, Russia.;2. The 64th International Mathematical Olympiad (IMO) is not scheduled to take place in Russia.;3. The 64th International Mathematical Olympiad (IMO) is not scheduled to take place in St. Petersburg.;4. The 64th International Mathematical Olympiad (IMO) will not be hosted in St. Petersburg, Russia.;5. The 64th International Mathematical Olympiad (IMO) will not take place in St. Petersburg, Russia.",NO;NO;NO;NO;NO
127,127,127,451,TEST,How old is Donald Trump?,before 2022,2024-06-14 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Donald_Trump#:~:text=14%2C%201946%20(-,age%C2%A077,-)%0AQueens%2C%20New",77,77 years old,,,,,,,,,,Donald Trump is 77 years old.,Donald Trump is 77 years old.,,,,,,,,,"As of 2023, Donald Trump is 80 years old, born on June 14, 1946.","1. As of 2023, Donald Trump is 80 years of age, having been born on June 14, 1946.;2. At present, Donald Trump is 80 years old, with a birthdate of June 14, 1946.;3. Currently, Donald Trump is 80 years old, having celebrated his birthday on June 14, 1946.;4. As of 2023, Donald Trump is 80 years of age, with his birth occurring on June 14, 1946.;5. In 2023, Donald Trump is 80 years old, having been born on June 14, 1946.",NO;NO;NO;NO;NO,"1. As of 2023, Donald Trump is not 80 years old.;2. Donald Trump is not 80 years old as of 2023.;3. As of 2023, Donald Trump is not born on June 14, 1946.;4. Donald Trump was not born on June 14, 1946.;5. Donald Trump is not 80 years old, born on June 14, 1946.",NO;NO;NO;NO;NO
128,128,128,452,TEST,What book won the latest Nebula award for Best Novel?,before 2022,2024-06-08 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Nebula_Award_for_Best_Novel#Winners_and_nominees:~:text=Babel%3A%20Or%20the%20Necessity%20of%20Violence%3A%20An%20Arcane%20History%20of%20the%20Oxford%20Translators%27%20Revolution,Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,Babel: Or the Necessity of Violence,,,,,,,,,,"The book that won the latest Nebula award for Best Novel is ""Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution.""","The book that won the latest Nebula award for Best Novel is ""Babel: Or the Necessity of Violence.""",,,,,,,,,"The book ""A Master of Djinn"" by P. Djeli Clark won the 2021 Nebula Award for Best Novel.","1. The 2021 Nebula Award for Best Novel was bestowed upon ""A Master of Djinn"" by P. Djeli Clark.;2. ""A Master of Djinn"" by P. Djeli Clark received the prestigious Nebula Award for Best Novel in 2021.;3. P. Djeli Clark's ""A Master of Djinn"" took home the Nebula Award for Best Novel in the year 2021.;4. The Nebula Award for Best Novel in 2021 was awarded to ""A Master of Djinn"", a novel penned by P. Djeli Clark.;5. ""A Master of Djinn"", written by P. Djeli Clark, was the recipient of the Nebula Award for Best Novel in the year 2021.",YES;NO;YES;YES;YES,"1. The book ""A Master of Djinn"" by P. Djeli Clark did not win the 2021 Nebula Award for Best Novel.;2. The 2021 Nebula Award for Best Novel was not won by the book ""A Master of Djinn"" by P. Djeli Clark.;3. ""A Master of Djinn"" by P. Djeli Clark did not receive the Nebula Award for Best Novel in 2021.;4. The book that won the 2021 Nebula Award for Best Novel is not ""A Master of Djinn"" by P. Djeli Clark.;5. The Nebula Award for Best Novel in 2021 was not given to ""A Master of Djinn"" by P. Djeli Clark.",NO;NO;NO;NO;NO
129,129,129,453,TEST,What is the most recent country that President Joe Biden visited?,before 2022,2024-06-06 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_international_presidential_trips_made_by_Joe_Biden#:~:text=16-,Israel,-Tel%20Aviv",Israel,,,,,,,,,,,The most recent country that President Joe Biden visited is Israel.,,,,,,,,,,"As of my knowledge cutoff, the most recent country that President Joe Biden visited was Cambodia, where he attended the ASEAN Summit in Phnom Penh on November 12, 2022.","1. As of my knowledge cutoff, the most recent foreign destination visited by President Joe Biden was Cambodia, where he attended the ASEAN Summit in Phnom Penh on November 12, 2022.;2. The most recent international trip undertaken by President Joe Biden was to Cambodia, where he participated in the ASEAN Summit in Phnom Penh on November 12, 2022.;3. As of my knowledge cutoff, the most recent country that President Joe Biden traveled to was Cambodia, where he attended the ASEAN Summit in Phnom Penh on November 12, 2022.;4. The most recent country that President Joe Biden visited abroad was Cambodia, where he attended the ASEAN Summit in Phnom Penh on November 12, 2022.;5. As of my knowledge cutoff, the most recent nation that President Joe Biden visited was Cambodia, where he attended the ASEAN Summit in Phnom Penh on November 12, 2022.",NO;NO;NO;NO;NO,"1. As of my knowledge cutoff, the most recent country that President Joe Biden did not visit was Cambodia.;2. The most recent country that President Joe Biden visited was not Cambodia.;3. Cambodia is not the most recent country that President Joe Biden visited.;4. President Joe Biden did not visit Cambodia as the most recent country.;5. Cambodia was not the most recent country that President Joe Biden visited.",YES;YES;NO;NO;NO
130,130,130,454,TEST,Who is the latest MotoGP World Riders' Champion?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Grand_Prix_motorcycle_racing_World_Riders%27_Champions_by_year#:~:text=MotoE-,2023,Francesco%20Bagnaia%20(Ducati),-Pedro%20Acosta%20(",Francesco Bagnaia,"Francesco ""Pecco"" Bagnaia",,,,,,,,,,Francesco Bagnaia is the latest MotoGP World Riders' Champion.,"The latest MotoGP World Riders' Champion is Francesco ""Pecco"" Bagnaia, who won the title in the most recent season.",,,,,,,,,"Fabio Quartararo is the latest MotoGP World Riders' Champion, having won the 2021 MotoGP World Championship.","1. Fabio Quartararo emerged as the latest MotoGP World Riders' Champion, securing the 2021 MotoGP World Championship title.;2. The 2021 MotoGP World Championship was won by Fabio Quartararo, who is now the latest MotoGP World Riders' Champion.;3. Fabio Quartararo clinched the 2021 MotoGP World Championship, thereby becoming the latest MotoGP World Riders' Champion.;4. Fabio Quartararo is the most recent MotoGP World Riders' Champion, having triumphed in the 2021 MotoGP World Championship.;5. Fabio Quartararo won the 2021 MotoGP World Championship, earning him the distinction of being the latest MotoGP World Riders' Champion.",YES;NO;YES;YES;YES,1. Fabio Quartararo is not the latest MotoGP World Riders' Champion.;2. The latest MotoGP World Riders' Champion is not Fabio Quartararo.;3. Fabio Quartararo did not win the 2021 MotoGP World Championship.;4. The 2021 MotoGP World Championship was not won by Fabio Quartararo.;5. Fabio Quartararo is not the winner of the 2021 MotoGP World Championship.,NO;NO;NO;NO;NO
131,131,131,455,TEST,What is the youngest age eligible for COVID-19 vaccination in the United States?,before 2022,frequently,False,one-hop,fast-changing,"https://www.cdc.gov/media/releases/2022/s0618-children-vaccine.html#:~:text=Today%2C%20CDC%20Director%20Rochelle%20P,receive%20a%20COVID%2D19%20vaccine.",6 months,,,,,,,,,,,The youngest age eligible for COVID-19 vaccination in the United States is 6 months.,,,,,,,,,,"As of October 2022, the youngest age eligible for COVID-19 vaccination in the United States is 6 months old, with the Pfizer-BioNTech COVID-19 vaccine authorized for emergency use in children as young as 6 months old.","1. As of October 2022, the minimum age for COVID-19 vaccination in the United States is 6 months, with the Pfizer-BioNTech COVID-19 vaccine approved for emergency use in children as young as 6 months.;2. In the United States, the age limit for COVID-19 vaccination as of October 2022 is 6 months, with the Pfizer-BioNTech COVID-19 vaccine authorized for emergency use in children aged 6 months and above.;3. As of October 2022, the youngest age group eligible for COVID-19 vaccination in the United States is 6 months, with the Pfizer-BioNTech COVID-19 vaccine approved for emergency use in children as young as 6 months old.;4. In the United States, the age at which COVID-19 vaccination is permitted as of October 2022 is 6 months, with the Pfizer-BioNTech COVID-19 vaccine authorized for emergency use in children aged 6 months and above.;5. As of October 2022, the age range for COVID-19 vaccination in the United States begins at 6 months, with the Pfizer-BioNTech COVID-19 vaccine approved for emergency use in children as young as 6 months old.",NO;NO;YES;NO;NO,"1. As of October 2022, the youngest age eligible for COVID-19 vaccination in the United States is not 6 months old.;2. The Pfizer-BioNTech COVID-19 vaccine is not authorized for emergency use in children as young as 6 months old.;3. The youngest age eligible for COVID-19 vaccination in the United States is older than 6 months old.;4. COVID-19 vaccination is not available for children as young as 6 months old in the United States.;5. The age eligible for COVID-19 vaccination in the United States is not 6 months old.",NO;NO;NO;NO;NO
132,132,132,456,TEST,What's the latest game released by Puppet Combo on Steam?,before 2022,frequently,False,one-hop,fast-changing,https://store.steampowered.com/publisher/puppetcombo/#browse,Stay out of the House,,,,,,,,,,,"The latest game released by Puppet Combo on Steam is called Stay out of the House, which offers a thrilling and suspenseful gaming experience.",,,,,,,,,,"The latest game released by Puppet Combo on Steam is ""Madhouse"", a survival horror game that was released on October 28, 2020.","1. The most recent game published by Puppet Combo on Steam is ""Madhouse"", a survival horror game that debuted on October 28, 2020.;2. ""Madhouse"" is the newest addition to Puppet Combo's Steam library, a survival horror game that dropped on October 28, 2020.;3. As of October 28, 2020, Puppet Combo's latest Steam release is ""Madhouse"", a survival horror game that has garnered attention.;4. The latest Steam release from Puppet Combo is ""Madhouse"", a survival horror game that made its debut on October 28, 2020.;5. On October 28, 2020, Puppet Combo unleashed ""Madhouse"", their latest survival horror game on Steam.",YES;YES;YES;YES;YES,"1. The latest game released by Puppet Combo on Steam is not ""Madhouse"".;2. ""Madhouse"" is not the latest game released by Puppet Combo on Steam.;3. Puppet Combo did not release ""Madhouse"" as the latest game on Steam.;4. The latest game released by Puppet Combo on Steam is not a survival horror game.;5. ""Madhouse"" was not released on October 28, 2020.",NO;NO;NO;NO;NO
133,133,133,457,TEST,Which drama series won the most recent Primetime Emmy Award for Outstanding Drama Series?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Primetime_Emmy_Award_for_Outstanding_Drama_Series#:~:text=Succession%0A(Season%204),Succession (Season 4),Succession,,,,,,,,,,Succession (Season 4) won the most recent Primetime Emmy Award for Outstanding Drama Series.,Succession won the most recent Primetime Emmy Award for Outstanding Drama Series.,,,,,,,,,"The drama series ""The Crown"" won the most recent Primetime Emmy Award for Outstanding Drama Series in 2022, marking its fourth consecutive win in the category.","1. The drama series ""The Crown"" secured its fourth consecutive win in the Outstanding Drama Series category at the 2022 Primetime Emmy Awards, taking home the top honor.;2. In 2022, the drama series ""The Crown"" won its fourth consecutive Primetime Emmy Award for Outstanding Drama Series, solidifying its dominance in the category.;3. The 2022 Primetime Emmy Awards saw ""The Crown"" claim its fourth consecutive win for Outstanding Drama Series, cementing its status as a drama series powerhouse.;4. At the 2022 Primetime Emmy Awards, ""The Crown"" won its fourth consecutive award for Outstanding Drama Series, further establishing its reputation as a top-tier drama series.;5. The drama series ""The Crown"" won its fourth consecutive Primetime Emmy Award for Outstanding Drama Series in 2022, a testament to its enduring excellence in the drama genre.",YES;NO;YES;YES;NO,"1. The drama series ""The Crown"" did not win the most recent Primetime Emmy Award for Outstanding Drama Series.;2. The drama series ""The Crown"" did not win the Primetime Emmy Award for Outstanding Drama Series in 2022.;3. The drama series ""The Crown"" did not win the Primetime Emmy Award for Outstanding Drama Series for the fourth consecutive time.;4. The drama series ""The Crown"" did not win the Primetime Emmy Award for Outstanding Drama Series.;5. The drama series ""The Crown"" did not mark its fourth consecutive win in the category.",NO;NO;NO;NO;NO
134,134,134,458,TEST,In which country was the richest woman in the world born?,before 2022,frequently,False,multi-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#73dbaead3d78
https://en.wikipedia.org/wiki/Fran%C3%A7oise_Bettencourt_Meyers#:~:text=sur%2DSeine%2C-,France,-Occupation",France,,,,,,,,,,,The richest woman in the world was born in France.,,,,,,,,,,"Françoise Bettencourt Meyers, the richest woman in the world, was born in Neuilly-sur-Seine, France.","1. Françoise Bettencourt Meyers, the wealthiest woman globally, was born in Neuilly-sur-Seine, France.;2. The richest woman worldwide, Françoise Bettencourt Meyers, hails from Neuilly-sur-Seine, France.;3. Françoise Bettencourt Meyers, the world's most affluent woman, was born in Neuilly-sur-Seine, France.;4. Neuilly-sur-Seine, France, is the birthplace of Françoise Bettencourt Meyers, the richest woman on the planet.;5. Françoise Bettencourt Meyers, the wealthiest individual globally, was born in Neuilly-sur-Seine, France.",YES;YES;YES;YES;YES,"1. Françoise Bettencourt Meyers, the richest woman in the world, was not born in Neuilly-sur-Seine, France.;2. The richest woman in the world was not born in France.;3. Françoise Bettencourt Meyers was not born in Neuilly-sur-Seine.;4. The richest woman in the world was not born in Neuilly-sur-Seine, France.;5. Françoise Bettencourt Meyers was not the richest woman in the world born in Neuilly-sur-Seine, France.",NO;NO;NO;NO;NO
135,135,135,459,TEST,What is Brad Pitt's most recent movie as an actor?,before 2022,occasionally,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Brad_Pitt_filmography#Film:~:text=IF-,Yes,-No",IF,,,,,,,,,,,"Brad Pitt's most recent movie as an actor is ""If"".",,,,,,,,,,"Brad Pitt's most recent movie as an actor is ""Ad Astra"" (2019), a science fiction film where he plays the role of Major Roy McBride, an astronaut searching for his missing father.","1. Brad Pitt's latest cinematic endeavour is the 2019 science fiction film ""Ad Astra"", in which he portrays Major Roy McBride, an astronaut on a quest to find his missing father.;2. As an actor, Brad Pitt's most recent appearance was in the 2019 science fiction film ""Ad Astra"", where he takes on the role of Major Roy McBride, an astronaut searching for his father.;3. Brad Pitt's most recent film as an actor is the 2019 science fiction movie ""Ad Astra"", in which he plays the character of Major Roy McBride, an astronaut on a mission to locate his missing father.;4. Brad Pitt's latest film credit is the 2019 science fiction film ""Ad Astra"", where he stars as Major Roy McBride, an astronaut on a quest to find his missing father.;5. As an actor, Brad Pitt's most recent work is the 2019 science fiction film ""Ad Astra"", in which he portrays Major Roy McBride, an astronaut searching for his missing father in space.",YES;YES;YES;YES;YES,"1. Brad Pitt's most recent movie as an actor is not ""Ad Astra"" (2019).;2. ""Ad Astra"" (2019) is not Brad Pitt's most recent movie as an actor.;3. Brad Pitt did not star in ""Ad Astra"" (2019).;4. ""Ad Astra"" (2019) is not a science fiction film.;5. Brad Pitt did not play the role of Major Roy McBride in ""Ad Astra"" (2019).",NO;NO;NO;NO;NO
136,136,136,460,TEST,How many years it has been since the last Major League Baseball perfect game?,before 2022,frequently,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_perfect_games#World_Series_era_(1903%E2%80%93present):~:text=Domingo%20Germ%C3%A1n%20(NYY,June%2028%2C%202023
https://www.tickcounter.com/countup/321717/last-mlb-perfect-game",11 months,,,,,,,,,,,It has been 11 months since the last Major League Baseball perfect game.,,,,,,,,,,"It has been 14 years since Felix Hernandez threw the last perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays.","1. It has been a decade and four years since Felix Hernandez pitched the last perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays.;2. Fourteen years have elapsed since Felix Hernandez threw the last perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays.;3. Since Felix Hernandez achieved the last perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays, it has been 14 years.;4. It has been 14 years since Felix Hernandez's perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays.;5. As of the date of Felix Hernandez's perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays, it has been 14 years.",NO;NO;NO;NO;NO,"1. It has not been 14 years since Felix Hernandez threw the last perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays.;2. Felix Hernandez did not throw the last perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays.;3. It has been less than 14 years since the last perfect game in Major League Baseball.;4. The last perfect game in Major League Baseball was not thrown by Felix Hernandez on August 15, 2012, against the Tampa Bay Rays.;5. Felix Hernandez did not throw a perfect game in Major League Baseball on August 15, 2012, against the Tampa Bay Rays.",NO;NO;YES;NO;NO
137,137,137,461,TEST,How many times has a player scored 60 or more points in a single game in NBA history?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_NBA_single-game_scoring_leaders#:~:text=This%20feat%20has%20been%20accomplished%2089%20times%20in%20NBA%20history.,89,89 times,,,,,,,,,,"In NBA history, a player has scored 60 or more points in a single game a total of 89 times.","In NBA history, a player has scored 60 or more points in a single game a total of 89 times.",,,,,,,,,"As of the 2020-2021 season, a total of 54 players have scored 60 or more points in a single game in NBA history, with Wilt Chamberlain holding the record with 100 points in a game against the New York Knicks on March 2, 1962.","1. As of the 2020-2021 season, a total of 54 players have achieved the feat of scoring 60 or more points in a single game in NBA history, with Wilt Chamberlain holding the record with 100 points in a game against the New York Knicks on March 2, 1962.;2. In NBA history, a total of 54 players have reached the milestone of scoring 60 or more points in a single game, with Wilt Chamberlain holding the record with 100 points in a game against the New York Knicks on March 2, 1962.;3. As of the 2020-2021 season, 54 players have managed to score 60 or more points in a single game in NBA history, with Wilt Chamberlain holding the record with 100 points in a game against the New York Knicks on March 2, 1962.;4. In the history of the NBA, a total of 54 players have achieved the remarkable feat of scoring 60 or more points in a single game, with Wilt Chamberlain holding the record with 100 points in a game against the New York Knicks on March 2, 1962.;5. As of the 2020-2021 season, a total of 54 players have successfully scored 60 or more points in a single game in NBA history, with Wilt Chamberlain holding the record with 100 points in a game against the New York Knicks on March 2, 1962.",YES;NO;YES;YES;NO,"1. As of the 2020-2021 season, fewer than 54 players have scored 60 or more points in a single game in NBA history.;2. A total of less than 54 players have scored 60 or more points in a single game in NBA history.;3. Not 54 players have scored 60 or more points in a single game in NBA history.;4. More than 54 players have scored 60 or more points in a single game in NBA history.;5. A total of 54 or more players have scored 60 or more points in a single game in NBA history.",YES;NO;NO;YES;YES
138,138,138,462,TEST,In how many years will Netflix celebrate its thirtieth anniversary?,before 2022,frequently,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Netflix#:~:text=Netflix%20was%20founded%20by%20Marc%20Randolph%20and%20Reed%20Hastings%20on%20August%2029%2C%201997
https://www.tickcounter.com/countdown/3783621/netflixs-30th-birthday",3 years,more than 3 years,,,,,,,,,,Netflix will celebrate its thirtieth anniversary in 3 years.,Netflix will celebrate its thirtieth anniversary in more than 3 years.,,,,,,,,,"Netflix was founded on August 29, 1997, so it will celebrate its thirtieth anniversary in 2027.","1. Netflix will mark its thirtieth milestone in 2027, as it was established on August 29, 1997.;2. By 2027, Netflix will have reached its thirtieth birthday, having been founded on August 29, 1997.;3. In 2027, Netflix will commemorate its thirtieth founding anniversary, which dates back to August 29, 1997.;4. As Netflix was founded on August 29, 1997, it will celebrate its thirtieth anniversary in the year 2027.;5. By the year 2027, Netflix will have completed three decades since its inception on August 29, 1997.",NO;NO;NO;NO;NO,"1. Netflix will not celebrate its thirtieth anniversary in 2027.;2. Netflix was not founded on August 29, 1997.;3. Netflix will not celebrate its thirtieth anniversary.;4. Netflix will not celebrate its thirtieth anniversary in 2027.;5. Netflix will not be thirty years old in 2027.",NO;NO;NO;NO;NO
139,139,139,463,TEST,How old is the world's oldest verified living person?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_the_verified_oldest_people#:~:text=The%20oldest%20known%20living%20person%20is%20Maria%20Branyas%20of%20Spain%20(born%20in%20the%20USA)%2C%20aged%20117%C2%A0years,117 years old,117,,,,,,,,,,The world's oldest verified living person is 117 years old.,The world's oldest verified living person is 117 years old.,,,,,,,,,"As of 2021, the world's oldest verified living person is Kane Tanaka, a Japanese woman who was born on January 2, 1903, and is currently 119 years old.","1. As of 2021, the world's oldest verified living person is Kane Tanaka, a Japanese woman who was born on January 2, 1903, and is currently 119 years young.;2. At present, the world's oldest verified living person is Kane Tanaka, a Japanese woman who was born on January 2, 1903, and has reached the remarkable age of 119.;3. As of 2021, the world's oldest verified living person is Kane Tanaka, a Japanese woman who was born on January 2, 1903, and is currently 119 years of age.;4. Currently, the world's oldest verified living person is Kane Tanaka, a Japanese woman who was born on January 2, 1903, and has lived to be 119 years old.;5. As of 2021, the world's oldest verified living person is Kane Tanaka, a Japanese woman who was born on January 2, 1903, and is now 119 years old.",YES;YES;YES;YES;YES,"1. As of 2021, the world's oldest verified living person is not Kane Tanaka.;2. Kane Tanaka is not the world's oldest verified living person.;3. The world's oldest verified living person is not a Japanese woman born on January 2, 1903.;4. Kane Tanaka is not 119 years old.;5. As of 2021, Kane Tanaka is not the world's oldest verified living person.",NO;NO;NO;NO;NO
140,140,140,464,TEST,Is Tesla's stock price above $250 a share?,before 2022,every_time,False,multi-hop,fast-changing,https://www.google.com/finance/quote/TSLA:NASDAQ,No,,,,,,,,,,,"No, Tesla's stock price is not above $250 a share.",,,,,,,,,,"As of my knowledge cutoff, Tesla's stock price has fluctuated over time, but it has not consistently been above $250 a share, with its highest price reaching around $900 per share in January 2021.","1. As of my knowledge cutoff, Tesla's stock price has not persistently exceeded $250 a share, with its highest recorded price being around $900 per share in January 2021.;2. Tesla's stock price has not consistently surpassed $250 a share, with its peak value reaching approximately $900 per share in January 2021.;3. As of my knowledge cutoff, Tesla's stock price has not remained above $250 a share, with its highest recorded price being around $900 per share in January 2021.;4. Tesla's stock price has not consistently been above $250 a share, with its highest recorded price reaching approximately $900 per share in January 2021.;5. As of my knowledge cutoff, Tesla's stock price has not consistently exceeded $250 a share, with its highest recorded price being around $900 per share in January 2021.",NO;NO;NO;NO;NO,"1. Tesla's stock price has consistently been below $250 a share.;2. Tesla's stock price is not above $250 a share.;3. As of my knowledge cutoff, Tesla's stock price has never been above $250 a share.;4. Tesla's stock price has not exceeded $250 a share at any point in time.;5. Tesla's stock price is currently below $250 a share.",NO;NO;NO;NO;NO
141,141,141,465,TEST,How old is the richest person in the world?,before 2022,every_time,False,multi-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#58998bff3d78
https://en.wikipedia.org/wiki/Bernard_Arnault#:~:text=March%201949%20(-,age%C2%A075,-)%0ARoubaix%2C%20France",75 years old,75,,,,,,,,,,The richest person in the world is 75 years old.,The richest person in the world is 75 years old.,,,,,,,,,"As of 2023, the richest person in the world, according to Forbes, is Elon Musk, who is 51 years old.","1. As of 2023, the richest individual globally, as ranked by Forbes, is Elon Musk, who has reached the age of 51.;2. According to Forbes' 2023 list, the wealthiest person worldwide is Elon Musk, who is currently 51 years old.;3. As of 2023, Elon Musk, the world's richest person, as per Forbes, has celebrated his 51st birthday.;4. In 2023, Forbes named Elon Musk the richest person globally, and at that time, he was 51 years old.;5. As of 2023, the world's wealthiest person, as recognized by Forbes, is Elon Musk, who has turned 51 years old.",NO;NO;NO;NO;NO,"1. As of 2023, the richest person in the world, according to Forbes, is not Elon Musk, who is not 51 years old.;2. Elon Musk is not the richest person in the world.;3. The richest person in the world, according to Forbes, is not 51 years old.;4. As of 2023, the richest person in the world, according to Forbes, is not 51 years old.;5. Elon Musk is not 51 years old.",NO;NO;NO;NO;NO
142,142,142,466,TEST,How many years ago did John Paul II die?,before 2022,2025-04-02 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Pope_John_Paul_II#:~:text=Wojty%C5%82a%0A18%20May%201920%0AWadowice%2C%20Poland-,Died,2%20April%202005,-(aged%C2%A084)%0AApostolic%20Palace%2C%20Vatican%20City
https://www.tickcounter.com/countup/322749/john-paul-iis-date-of-death",19,19 years,more than 19 years,,,,,,,,,John Paul II died 19 years ago.,John Paul II died 19 years ago.,John Paul II died more than 19 years ago.,,,,,,,,"Pope John Paul II passed away on April 2, 2005, which was approximately 17 years ago.","1. It has been roughly 17 years since Pope John Paul II's demise occurred on April 2, 2005.;2. Pope John Paul II's passing took place approximately 17 years ago, on April 2, 2005.;3. As of 2022, it has been almost 17 years since Pope John Paul II's death on April 2, 2005.;4. The year 2005 marked the 17-year anniversary of Pope John Paul II's death, which occurred on April 2.;5. As of the current year, it has been 17 years since Pope John Paul II's passing on April 2, 2005.",YES;NO;NO;NO;NO,"1. John Paul II did not pass away approximately 17 years ago.;2. Pope John Paul II did not pass away on April 2, 2005.;3. It has not been approximately 17 years since John Paul II passed away.;4. John Paul II did not die in 2005.;5. John Paul II has not been dead for approximately 17 years.",NO;NO;NO;NO;NO
143,143,143,467,TEST,How long has it been since the Eiffel Tower's inauguration?,before 2022,2025-03-31 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Eiffel_Tower#:~:text=March%201889%3B-,135%20years%20ago,-%5B1%5D
https://www.tickcounter.com/countup/322751/eiffel-towers-inauguration",135,135 years,more than 135 years,,,,,,,,,It has been 135 years since the Eiffel Tower's inauguration.,It has been 135 years since the Eiffel Tower's inauguration.,It has been more than 135 years since the Eiffel Tower's inauguration.,,,,,,,,"The Eiffel Tower was inaugurated on March 31, 1889, and as of 2023, it has been 134 years since its inauguration.","1. As of 2023, it has been a century and thirty-four years since the Eiffel Tower's inaugural ceremony took place on March 31, 1889.;2. Since its grand opening on March 31, 1889, the Eiffel Tower has been standing for 134 years as of 2023.;3. As of 2023, it has been one hundred thirty-four years since the Eiffel Tower's official opening on March 31, 1889.;4. The Eiffel Tower has been in existence for 134 years, with its inauguration taking place on March 31, 1889, and as of 2023.;5. As of 2023, it has been 134 years since the Eiffel Tower's inaugural event on March 31, 1889.",NO;NO;NO;NO;NO,"1. The Eiffel Tower was not inaugurated on March 31, 1889.;2. It has not been 134 years since the Eiffel Tower's inauguration.;3. The Eiffel Tower was not inaugurated in 1889.;4. As of 2023, it has not been 134 years since the Eiffel Tower's inauguration.;5. The Eiffel Tower was not inaugurated.",NO;NO;NO;NO;NO
